GOD_HAGRAVEN;the Hagravens;;;;;;;;;;;;;x
GOD_STUHN;Stuhn;;;;;;;;;;;;;x
GOD_TSUN;Tsun;;;;;;;;;;;;;x
GOD_JHUNAL;Jhunal;;;;;;;;;;;;;x
GOD_ORKEY;Orkey;;;;;;;;;;;;;x
GOD_SAINTORGNUM;Saint Orgnum;;;;;;;;;;;;;x
GOD_TUWHACCA;Tu'whacca;;;;;;;;;;;;;x
GOD_OLDGODS;the Old Gods;;;;;;;;;;;;;x
GOD_SEP;Sep;;;;;;;;;;;;;x
AKAVIRI_OLD_STELE;Elder Stele;;;;;;;;;;;;;x
anuic_religions;Anuic;Anuic;Anuic;;Anuic;;;;;;;;;x
anu;Anu;Anu;Anu;;Anu;;;;;;;;;x
anu_DESC;Anu, or Anu the Everything, is thought to be the quintessential form of Stasis, the anthropomorphization of one of the two primal forces (the other being Padomay, Change). Anu or his equivalent under a different name is present in every culture's traditions. For instance, the Khajiit refer to him as "Ahnurr", and he is a "litter-mate" to "Fadomai". Anuic faiths are dualistic, seeing the world and life as a conflict between Anuic (Order) and Padomaic (Chaos) forces and spirits with Anuic faithful generally viewing themselves as the footsoldiers of order.;;;;;;;;;;;;;x
GOD_THE_EVERYTHING;the Everything;le tout;das alles;;el todo;;;;;;;;;x
alikr;Alik'r;Alik'r;Alik'r;;Alik'r;;;;;;;;;x
alikr_mod;Alik'r Worshipper;;;;;;;;;;;;;x
almsivi;Almsivi;Almsivi;Almsivi;;Almsivi;;;;;;;;;x
GOD_ANU;Anu;Anu;Anu;;Anu;;;;;;;;;x
GOD_ANUI_EL;Anui-El;Anui-El;Anui-El;;Anui-El;;;;;;;;;x
GOD_SAINT_ALESSIA;Saint Alessia;Saint Alessia;Saint Alessia;;Saint Alessia;;;;;;;;;x
GOD_THE_ENLIGHTENED_ONE;The Enlightened One;The Enlightened One;The Enlightened One;;The Enlightened One;;;;;;;;;x
GOD_MARUHK;Maruhk;Maruhk;Maruhk;;Maruhk;;;;;;;;;x
GOD_THE_PROPHET;The Prophet;The Prophet;The Prophet;;The Prophet;;;;;;;;;x
GOD_ANUIEL;Anuiel;Anuiel;Anuiel;;Anuiel;;;;;;;;;x
GOD_THE_ANCESTORS;the Ancestors;the Ancestors;the Ancestors;;the Ancestors;;;;;;;;;x
GOD_THE_ALLFATHER;the Allfather;le Tout Puissant;der Allvater;;El Todopoderoso;;;;;;;;;x
GOD_THE_ALLMAKER;the All-Maker;le Tout Puissant;der Allvater;;El Todopoderoso;;;;;;;;;x
GOD_LORKHAN;Lorkhan;Lorkhan;Lorkhan;;Lorkhan;;;;;;;;;x
GOD_SHOR;Shor;Shor;Shor;;Shor;;;;;;;;;x
GOD_SHEZARRINE;the Shezarrine;le Shezarrine;der Shezarrine;;El Shezarrine;;;;;;;;;x
GOD_REMAN;Reman;;;;;;;;;;;;;x
GOD_EMPEROR_ZERO;Emperor Zero;;;;;;;;;;;;;x
GOD_YSMIR;Ysmir;Ysmir;Ysmir;;Ysmir;;;;;;;;;x
GOD_WULFHARTH;Wulfharth;Wulfharth;Wulfharth;;Wulfharth;;;;;;;;;x
GOD_TALOS;Talos;Talos;Talos;;Talos;;;;;;;;;x
GOD_DYNAMIC;[nd_dynamic_god.GetFirstName];;;;;;;;;x
GOD_BAAN_DAR;Baan Dar;Baan Dar;Baan Dar;;Baan Dar;;;;;;;;;x
GOD_EBONARM;Ebonarm;Ebonarm;Ebonarm;;Ebonarm;;;;;;;;;x
GOD_BLACKKNIGHT;the Black Knight;the Black Knight;the Black Knight;;the Black Knight;;;;;;;;;x
GOD_NEREVARINE;Nerevarine;Nerevarine;Nerevarine;;Nerevarine;;;;;;;;;x
GOD_AKULAKHAN;Akulakhan;Akulakhan;Akulakhan;;Akulakhan;;;;;;;;;x
GOD_SHARMAT;the Sharmat;the Sharmat;the Sharmat;;the Sharmat;;;;;;;;;x
GOD_DAGOTH;Dagoth-Ur;Dagoth-Ur;Dagoth-Ur;;Dagoth-Ur;;;;;;;;;x
GOD_VORYN;Lord High-Councillor Voryn;Lord High-Councillor Voryn;Lord High-Councillor Voryn;;Lord High-Councillor Voryn;;;;;;;;;x
GOD_ST_VELOTH;St. Veloth;St. Veloth;St. Veloth;;St. Veloth;;;;;;;;;x
GOD_ST_ALMALEXIA;St. Almalexia;St. Almalexia;St. Almalexia;;St. Almalexia;;;;;;;;;x
GOD_ST_SOTHA_SIL;St. Sotha Sil;St. Sotha Sil;St. Sotha Sil;;St. Sotha Sil;;;;;;;;;x
GOD_ST_VIVEC;St. Vivec;St. Vivec;St. Vivec;;St. Vivec;;;;;;;;;x
GOD_MIRAAK;Miraak;Miraak;Miraak;;Miraak;;;;;;;;;x
GOD_JYGGALAG;Jyggalag;;;;;;;;;;;;;x
GOD_STARS;The Stars;;;;;;;;;;;;;x
GOD_ANUMIDUM;Numidium;;;;;;;;;;;;;x
GOD_UNDERKING;the Underking;;;;;;;;;;;;;x
GOD_ANRIEL;An-Riel;;;;;;;;;;;;;x
GOD_GREAT_MOTH;the Great Moth;;;;;;;;;;;;;x
GOD_NECROMANCERS_MOON;the Necromancer's Moon;;;;;;;;;;;;;x
GOD_KING_OF_WORMS;the King of Worms;;;;;;;;;;;;;x
GOD_THREE_THIEVES;the Three Thieves;;;;;;;;;;;;;x
GOD_REVENANT;the Revenant;;;;;;;;;;;;;x
GOD_PELINAL;Pelinal Whitestrake;;;;;;;;;;;;;x
DAEDRA;the Daedra;;;;;;;;;;;;;x
DEMONS;Demons;;;;;;;;;;;;;x
GOD_YFFER;Y'ffer;;;;;;;;;;;;;x
HIST_SAP;Hist Sap;;;;;;;;;;;;;x
HIST_SAP_DESC;This group believes that the sap from the Hist should not be used only as a religious tool, but as a recreational drug as well.;;;;;;;;;;;;;x
OUTSIDE_GODS;Outside Gods;;;;;;;;;;;;;x
GOD_PADOMAY;Padomay;;;;;;;;;;;;;x
NEW_GODS;New Gods;;;;;;;;;;;;;x
DAEDRIC_PRINCES;Daedric Princes;;;;;;;;;;;;;x
GOD_THE_EMPEROR;the Emperor;;;;;;;;;;;;;x
ALESSIAN_DOCTRINES;Alessian Doctrines;Alessian Doctrines;Alessian Doctrines;;Alessian Doctrines;;;;;;;;;x
DIBELLAN_ARTS;Dibellan Arts;Dibellan Arts;Dibellan Arts;;Dibellan Arts;;;;;;;;;x
ARCTURIAN_HERESY;The Arcturian Heresy;The Arcturian Heresy;The Arcturian Heresy;;The Arcturian Heresy;;;;;;;;;x
BOOK_MAGNUS;Tome of Magnus;Tome of Magnus;Tome of Magnus;;Tome of Magnus;;;;;;;;;x
PROGRESS_OF_TRUTH;Progress of Truth;Progress of Truth;Progress of Truth;;Progress of Truth;;;;;;;;;x
DOORS_OF_THE_SPIRIT;The Doors of the Spirit;The Doors of the Spirit;The Doors of the Spirit;;The Doors of the Spirit;;;;;;;;;x
SCROLLS_BAAN_DAR;Scrolls of Baan Dar;Scrolls of Baan Dar;Scrolls of Baan Dar;;Scrolls of Baan Dar;;;;;;;;;x
THE_SEVEN_VISIONS;The Seven Visions;The Seven Visions;The Seven Visions;;The Seven Visions;;;;;;;;;x
THE_DREAMS;The Dreams;The Dreams;The Dreams;;The Dreams;;;;;;;;;x
THE_RECORDED_DREAMS;The Written Dreams;The Written Dreams;The Written Dreams;;The Written Dreams;;;;;;;;;x
THE_ANTICIPATIONS;The Anticipations;The Anticipations;The Anticipations;;The Anticipations;;;;;;;;;x
THE_RECLAMATIONS;The Reclamations;The Reclamations;The Reclamations;;The Reclamations;;;;;;;;;x
MOON_AND_STAR_REBORN;Moon-and-Star;Moon-and-Star;Moon-and-Star;;Moon-and-Star;;;;;;;;;x
ACCORDS_OF_ORDER;Accords of Order;Accords of Order;Accords of Order;;Accords of Order;;;;;;;;;x
KAGRENACS_JOURNAL;Kagrenac's Journal;Kagrenac's Journal;Kagrenac's Journal;;Kagrenac's Journal;;;;;;;;;x
NGASTA;N'Gasta! Kvata! Kvakis!;N'Gasta! Kvata! Kvakis!;N'Gasta! Kvata! Kvakis!;;N'Gasta! Kvata! Kvakis!;;;;;;;;;x
VOICE_OF_THE_EMPEROR;Voice of the Emperor;Voice of the Emperor;Voice of the Emperor;;Voice of the Emperor;;;;;;;;;x
eight_ysmir;Ysmir Cult;;;;;;;;;;;;;x
eight_ysmir_DESC;Much like the Emperor Cults of Cyrodiil, the Ysmir Cult of the Nords worships the Kings of Skyrim. Among these kings, the most revered is Ysmir Wulfharth, the Atmoran-born High King of Skyrim. He submitted Skyrim to a fiery reinstatement of the traditional Nordic pantheon, destroying Alessian temples and forcing the remnants of its priesthood to seek refuge in the Heartland. Many Ysmir Cultists believe Wulfharth was not a mere man, but one of a series of avatars sent by Shor - the Shezarrines.;;;;;;;;;;;;;x
eight_ysmir_mod;Ysmir Cultist;;;;;;;;;;;;;x
divines_akatosh;Hourist;;;;;;;;;;;;;x
divines_akatosh_DESC;The Hourists are close followers of Akatosh, the Dragon God of Time. While Akatosh is seen as the chief deity in almost every Tamrielic pantheon, the Hourists see him as the inviolate ruler of all other Aedra. Hourism is particularly popular in Cyrodiil, as Akatosh forged a blood-bond with the nascent empire of humanity and bestowed the Amulet of Kings upon Saint Alessia and her kin. Hourist Cults are also present in Daggerfall, chiefly in the form of the Akatosh Chantry.;;;;;;;;;;;;;x
divines_akatosh_mod;Hourist;;;;;;;;;;;;;x
divines_arkay;Circle Cult;;;;;;;;;;;;;x
divines_arkay_DESC;Circle Cultists are close followers of [Root.GetArkay], God of the Cycle of Birth and Death. He is the god of burials and funeral rites, and is sometimes associated with the seasons. His priests are staunch opponents of necromancy and all forms of the undead. It is presumed that [Root.GetArkay] did not exist before the world was created by the gods under Lorkhan's supervision/urging/trickery. Therefore, he is sometimes called the Mortals' God.;;;;;;;;;;;;;x
divines_arkay_mod;Circle Cultist;;;;;;;;;;;;;x
divines_dibella;Lillian;;;;;;;;;;;;;x
divines_dibella_DESC;Lillians are close followers of Dibella, Goddess of Beauty. Lillian cults encompass a wide variety of individuals with many devoted to women, artists, and 'practitioners of erotic instruction.' Unlike many other faiths, the worship of Dibella is considered highly personal and intimate. Rather than having a vast hierarchy, the Lillians' chief religious mediums are the Sybils of Dibella, who act as a link between worshippers and the Goddess herself.;;;;;;;;;;;;;x
divines_dibella_mod;Lillian;;;;;;;;;;;;;x
divines_julianos;Scholastic;;;;;;;;;;;;;x
divines_julianos_DESC;Scholastics are close followers of [Root.GetJulianos], God of Knowledge. [Root.GetJulianos] is the Cyrodilic god of literature, law, history, and contradiction. In addition, he is usually associated with magick and thus is often revered by wizards. The Scholastics place great emphasis on learning, and for this reason many of their temples also function as universities or colleges. [Root.GetJulianos]' followers are told to "Know the truth. Observe the law. When in doubt, seek wisdom from the wise.";;;;;;;;;;;;;x
divines_julianos_mod;Scholastic;;;;;;;;;;;;;x
divines_kynareth;Kynarethite;;;;;;;;;;;;;x
divines_kynareth_DESC;Kynarethites are close followers of [Root.GetKynareth], Goddess of Nature. [Root.GetKynareth] is often invoked for auspicious stars at birth and for good fortune in daily life. In some legends, she is the first to agree to Lorkhan's divine plan to create the mortal plane, and provides the space in the void for its creation. Furthermore, she is associated with rain, a phenomenon that is said not to have occurred before the removal of Lorkhan's divine spark;;;;;;;;;;;;;x
divines_kynareth_mod;Kynarethite;;;;;;;;;;;;;x
divines_mara;Benevolences;;;;;;;;;;;;;x
divines_mara_DESC;Benevolences are close followers of Mara, Goddess of Love. The Benevolence's priests and priestesses study the greatness of Mara's Tamriel and are said to have learned much, so there is much secret knowledge that is shared with initiates who are judged to be true to Mara's duty. The true calling of the Benevolences is to unite all children of Mara through her endless love for all beings. They are intolerant only of those who show intolerance and hate;;;;;;;;;;;;;x
divines_mara_mod;Benevolence;;;;;;;;;;;;;x
divines_stendarr;Vigil of [Root.GetStendarr];;;;;;;;;;;;;x
divines_stendarr_DESC;Vigilants are close followers of [Root.GetStendarr], God of Justice. While [Root.GetStendarr] is also considered the God of Mercy, the Vigilants believe there are many for whom mercy is a quick death. The Vigilants are a cult of holy warriors who swear solemn vows to uproot and destroy Daedra, 'abominations,' and any who worship these foul beings. While the Vigilants may bless those who cross them with [Root.GetStendarr]'s mercy, it is only because they themselves offer none in their holy battle.;;;;;;;;;;;;;x
divines_stendarr_mod;Vigilant of [Root.GetStendarr];;;;;;;;;;;;;x
divines_zenithar;Resolution of Z'en;;;;;;;;;;;;;x
divines_zenithar_DESC;Resolutionists are close followers of Zenithar, God of Work. Zenithar is considered a more cultivated god of merchants and middle nobility. His priests teach that the path to peace and prosperity is through earnest work and honest profit, not through war, bloodshed, or theft. Zenithar is seen as a warrior god, but one who is restrained and reserved in times of peace. His worshippers say that, despite his mysterious origins, Zenithar is the god 'that will always win'.;;;;;;;;;;;;;x
divines_zenithar_mod;Resolutionist;;;;;;;;;;;;;x
GOD_SHEZARR;Shezarr;;;;;;;;;;;;;x
nine_lorkhan;Lorkhan Cult;;;;;;;;;;;;;x
nine_lorkhan_DESC;Cults to Lorkhan, the Spirit of Nirn and God of all Mortals, have existed in Tamriel for as long as history records. Though Lorkhan is long dead, he is worshipped in nearly every pantheon as the 'Missing God.' The Lorkhanites, however, worship him as a guardian and protector of man. Talos, one of the hero-gods of mankind, was a shezarrine - one of Lorkhan's divine agents. The Merish hatred of Lorkhan for 'trapping' them on Nirn is also a source of pride for many Lorkhanites who still bear a grudge against the ancient elves.;;;;;;;;;;;;;x
nine_lorkhan_mod;Lorkhanite;;;;;;;;;;;;;x
nine_shezarrine;Shezarrine Cult;;;;;;;;;;;;;x
nine_shezarrine_DESC;The Shezarrines are a series of heroes and immortal champions throughout history who are believed to be avatars or incarnations of the missing god Lorkhan sent to guide or defend Humanity. Generally Shezarrine Cults are messianic, preparing for the coming of the Shezarrine to save mankind while others are personality cults around a, usually self-declared, 'Shezarrine'. Before the advent of Talos Shezarrine Cults were generally accepted or at least tolerated by authorities but since the Ascension are seen as denying or defying the Divinity of Talos, who the Nine Divine's orthodoxy see as the true Shezarrine.;;;;;;;;;;;;;x
nine_talos;Talos Cult;;;;;;;;;;;;;x
nine_talos_DESC;Unlike its Talosian ancestor, the Talos Cult is equal parts religious and political organization. The Talos Cultists worship Talos primarily in his aspect as the warrior-god of man and conqueror of Tamriel. In order to join, new recruits must swear the following oath: 'That we shall die to put a strong man back on the throne of Tamriel.' Talos Cultists will not hesitate to assassinate the current ruler if they believe they are too weak to rule.;;;;;;;;;;;;;x
nine_talos_mod;Talos Cultist;;;;;;;;;;;;;x
alikr_ebonarm;Ebonarm;;;;;;;;;;;;;x
alikr_ebonarm_DESC;Ebonarm or the Black Knight is the God of War and the companion and protector of all warriors. He is said to ride a golden stallion named War Master. His ebony sword is fused to his right arm - a result of the wounds he suffered in the titanic battles of the past. His symbol is a red rose and his alter a sanctified Holy Anvil. Throughout most of the Alik'r Desert Fighters Guild guildhalls are actually mosques dedicated to Him known as Citadels of Ebonarm. He is an enemy of most of the Daedric Princes (all except Sheogorath) as well as the Temple of [Root.GetStendarr] and has no alliances. While Ebonarm is included in the Yokudan Pantheon where the faith has its roots, the followers of Ebonarm worship him alone as the sole god of war, battles and warriors.;;;;;;;;;;;;;x
psijic_mysticism;Psijic;;;;;;;;;;;;;x
psijic_mysticism_DESC;The Old Ways or Mysticism, most well known outside of the Summerset Isles as the beliefs and philosophy of the mysterious Psijic Order of Artaeum is the pure, ecumenical ancestor worship once supposedly practised by the orginal Aldmer, founded by Aldmer Elders in the earliest days of elven history who rejected the worshipping only the ancestors claimed by the elite of the Aldmeri society, from which the traditional Aldmeri pantheon of Aedra emerged.;;;;;;;;;;;;;x
psijic_mysticism_mod;Psijic Monk;;;;;;;;;;;;;x
aedric_the_beautiful;Anriel;;;;;;;;;;;;;x
aedric_the_beautiful_DESC;The Beautiful (Also know by his Altmeri name: An-Riel) were a violent group of militant iconoclasts who reached their height during the Thrid Era. A radical movement founded on a rejection of the Altmer heritage and traditions who sought to destroy significant monuments, (including the Aldmer era Crystal-Like-Law tower) and assassinate traditional leaders in an attempt to modernise and reform Altmer society.;;;;;;;;;;;;;x
aedric_ancestor_worship;Aldmeric;;;;;;;;;;;;;x
aedric_ancestor_worship_DESC;Aldmeric Heresies are those traditions, beliefs or organisations defined by the Altmeri authorities as putting to heavy emphasis on their Aldmeri ancestors. Whether that be through worshipping the ancestors above the Gods or following their interpretations of Aldmeri traditions or customs rather than the laws, traditions and customs of the orthodox Altmeri;;;;;;;;;;;;;x
aedric_reformer;Malatumeldic;;;;;;;;;;;;;x
aedric_reformer_DESC;Malatumeldic (Truth-Driven) Heresies are reformist or revolutionary organisations, sects or cults as seek to change the Altmeri orthodoxy or society to bring it in line with what they see as the Truth;;;;;;;;;;;;;x
aedric_reaction;Laloriaic;;;;;;;;;;;;;x
aedric_reaction_DESC;Laloriaic (Dark Times) Heresies are reactionary movements among Altmer society who see the current course of history as flowing in the wrong direction and seek to return things to how they used to be, in a probably mythical, Golden Era.;;;;;;;;;;;;;x
aedric_magnus;Magnus;;;;;;;;;;;;;x
aedric_magnus_DESC;Magnus was the god who designed Mundus, the mortal realm, during its creation. After it was completed, however, he ordered the project terminated, and left for Aetherius at great cost. In doing so, he tore a hole in the veil of Oblivion through which the magicka of Aetherius flows into the world. The great rift he left behind, the sun, is itself known as Magnus. He is worshipped as the god of Sight, Light, Insight, the sun and the source of magick by the elves while human legends say Magnus can inhabit the bodies of powerful mages and lend them his power. He is also associated with Zurin Arctus, the Underking and is sometimes represented by an astrolabe, a telescope, or, more commonly, a staff. Worshippers of Magnus often consider him the greatest or the true ruler of the Gods above all others and are often accused of primitive sun or magick worship by their enemies. Magnus is most commonly worshipped by Mer and Breton mages. The Adamantine Tower is the foremost location associated with him.;;;;;;;;;;;;;x
aedric_anuiel;Anui-El;;;;;;;;;;;;;x
aedric_anuiel_DESC;Back before the existence of man or god, Anu the Everything created Anui-El—his soul and the soul of all things. Anui-El is the personification of the Aurbis, or totality of creation, preservation and stability. The Aldmer especially revere the Aurbis as Anui-El, the Soul of the Void. Anui-El is seen as an equal but opposing force to Sithis. He is often described as Light or Order, although Sithis-worshippers regard him as a demon as he represents the stasis of Anu, which in their eyes is unchanging nothingness;;;;;;;;;;;;;x 
void_anuiel;Anuiel;;;;;;;;;;;;;x 
void_anuiel_DESC;Back before the existence of man or god, Anu the Everything created Anuiel—his soul and the soul of all things. Anuiel is the personification of the Aurbis, or totality of creation, preservation and stability. The Aldmer especially revere the Aurbis as Anuiel, the Soul of the Void. Anuiel is seen as an equal but opposing force to Sithis. He is often described as Light or Order, although Sithis-worshippers regard him as a demon as he represents the stasis of Anu, which in their eyes is unchanging nothingness;;;;;;;;;;;;;x 
THE_ANUAD;The Anuad;;;;;;;;;;;;;x 
pact_fundamentalist;Storyteller Cult;;;;;;;;;;;;;x 
pact_fundamentalist_DESC;The Storyteller Cult is so extremist in their believes and practices that they have been declared infidels by the Silvenar. Their name derivates from Y'ffre, who is sometimes called the Storyteller, for the lessons he taught the first Bosmer. Some Bosmer still possess the knowledge of the chaos times, which they can use to great effect;;;;;;;;;;;;;x
baan_dar;Baan Dar;;;;;;;;;;;;;x 
