ekansei.100.d2;Utilising the techniques of the Hirdirge, [Root.GetBestName] has unleashed a devastating magickal force. A brilliant flash, flames and immense heat hotter than any fire magicks has engulfed a large swathe of this region, annihilating armies, innocents and cities alike, turning all to dust. [Root.HirdirgeStatusAfterNuke].;;;;;;;;;;;;;x
ekansei.100.d3;Utilising the techniques of the Hirdirge, [Root.GetBestName] has unleashed a scorching magickal force. A brilliant flash, flames and immense heat hotter than any fire magicks has engulfed part of this region, vaporising armies and turning to dust any unfortunate enough to be caught within the blast. [Root.HirdirgeStatusAfterNuke].;;;;;;;;;;;;;x
ekansei.100.d4;Utilising the techniques of the Hirdirge, [Root.GetBestName] has unleashed a terrifying magickal force. In an instantaneous flash of white-heat, the Armies surrounding the Ansei have been indiscriminately vaporised. Any not caught by the blast but witness to its brilliance have been touched by the scorch, either robbed of their sight or horrifically burned. [Root.HirdirgeStatusAfterNuke].;;;;;;;;;;;;;x
ekansei.100.d5;Utilising the techniques of the Hirdirge, [Root.GetBestName] has unleashed a terrifying magickal force. Masterfully executing the Pankratosword, [Root.GetBestName] directed the blast at the enemy, vaporising them. All but a few stragglers survive and even those will be taken by a sickness or the burns they have suffered. Collateral damage to the land and [Root.GetBestName]'s own forces was minimal. [Root.GetBestName] too survived their own fearsome powers thanks to their masterful technique.;;;;;;;;;;;;;x
ekansei.100.d6;Utilising the techniques of the Hirdirge, [Root.GetBestName] has destroyed themselves in a spectacular fashion. The energy they attempted to unleash backfired, their body and those immediately around them vaporising in a brilliant white-hot flash. All that remains is a large scorched crater, a permanent monument to [Root.GetBestName]'s suicidal sacrifice. Nothing grows within the crater, that small piece of land forever corrupted.;;;;;;;;;;;;;x
ekansei.100.t;Unleashing the Pankratosword;;;;;;;;;;;;;x
ekansei.104.d1;Utilising the techniques of the Hirdirge, [From.GetBestName] has unmade the rules of nature. Those within the blast of energy will have neither felt nor seen the terrifying power as their flesh and bones were vaporised instantaneously, along with everything and everyone else in the province including [From.GetBestName]. While nowhere near as powerful as the combined Hirdirge Pankratosword that sank Yokuda, the power unleashed here has been truely devastating, scarring the landscape forever and corrupting even neighbouring provinces, an eerie silence now lays across the affected land, all manner of beasts and insects having died or fled. Those few individuals who have managed to survive the annihilation can scarcely be called lucky, for none escaped entirely unscathed. Fortunately you have managed to survive the horrific event physically uninjured, at least outwardly. Though you still have sight and your skin is unblistered, you feel a strange tingling upon your skin and a faint nausea rising in your gut.;;;;;;;;;;;;;x
ekansei.104.d2;Utilising the techniques of the Hirdirge, [From.GetBestName] has unleashed a devastating magickal force. A brilliant flash, flames and immense heat hotter than any fire magicks has engulfed a large swathe of this region, annihilating armies, innocents and cities alike, turning all to dust. Those not in the immediate blast but witness to the devastation have been blinded, burned or worse and even those in neighbouring lands will feel the effects of the Pankratosword in the days and weeks to come. Fortunately you have managed to survive the horrific event physically uninjured, at least outwardly. Though you still have sight and your skin is unblistered, you feel a strange tingling upon your skin and a faint nausea rising in your gut.;;;;;;;;;;;;;x
ekansei.104.d3;Utilising the techniques of the Hirdirge, [From.GetBestName] has unleashed a scorching magickal force. A brilliant flash, flames and immense heat hotter than any fire magicks has engulfed part of this region, vaporising armies and turning to dust any unfortunate enough to be caught within the blast. Those not in the immediate blast but witness to the devastation have been blinded, burned or worse and fallout from the magickal energies has seeped into the land, corrupting it for generations. Fortunately you have managed to survive the horrific event physically uninjured, at least outwardly. Though you still have sight and your skin is unblistered, you feel a strange tingling upon your skin and a faint nausea rising in your gut.;;;;;;;;;;;;;x
ekansei.104.d4;Utilising the techniques of the Hirdirge, [From.GetBestName] has unleashed a brilliant, terrifying magickal force. In an instantaneous flash of white and heat, the Armies surrounding the Ansei have been indiscriminately vaporised into nothingness. Any not caught within the detonation but witness to its brilliance have been touched by the scorch, their eyes dulled by the white light and their skinned blistered. A sickness will spread amongst survivors within the province in the coming weeks, though the land itself and those hardy enough will survive. Fortunately you weren't within range of the most devastating effects of the Pankratosword although you feel a faint strange tingling feeling upon your skin. Perhaps it's just nerves.;;;;;;;;;;;;;x
ekansei.104.d5;Utilising the techniques of the Hirdirge, [From.GetBestName] has unleashed upon their enemies a terrifying magickal force. Masterfully executing the forbidden techniques, [From.GetBestName] directed their Pankratosword at the enemy army, vaporising it instantaneously. All but a few stragglers managed to survive and even those in the coming days will be taken by a sickness or the burns they have suffered. Collateral damage to the land and [Root.GetBestName]'s own forces was minimal, and the scorched landscape will recover with the seasons. [Root.GetBestName] too survived their own fearsome powers thanks to their masterful technique. Fortunately you also survived, having been nowhere near the dangerous Pankratosword when it was unleashed.;;;;;;;;;;;;;x
ekansei.104.d6;Utilising the techniques of the Hirdirge, [From.GetBestName] has destroyed themselves in a spectacular fashion. The energy they attempted to unleash backfired, their body and those immediately around them vaporising in a brilliant white-hot flash. All that remains is a large scorched crater, a permanent monument to [From.GetBestName]'s suicidal sacrifice. Nothing grows within the crater, that small piece of land forever corrupted. Fortunately you were nowhere near [From.GetBestName] when they vaporised themselves, though you're sure it was spectacular to behold.;;;;;;;;;;;;;x
ekansei.104.o2;I hope never to witness something so destructive ever again!;;;;;;;;;;;;;x
ekansei.104.o1;I don't feel so good.;;;;;;;;;;;;;x
hiradirge_pankratosword;Unleash the Pankratosword;;;;;;;;;;;;;x
hiradirge_pankratosword_desc;Use your Pankratosword technique to cleave the atomos and annihilate your enemies.;;;;;;;;;;;;;x
ekansei.104.o3;What a fool, better they fall today than attempt that again!;;;;;;;;;;;;;x
ekansei.102.d1;Utilising the techniques of the Hirdirge, [From.GetBestName] has unmade the rules of nature. Those within the blast of energy will have neither felt nor seen the terrifying power as their flesh and bones were vaporised instantaneously, along with everything and everyone else in the province including [From.GetBestName]. While nowhere near as powerful as the combined Hirdirge Pankratosword that sank Yokuda, the power unleashed here has been truely devastating, scarring the landscape forever and corrupting even neighbouring provinces, an eerie silence now lays across the affected land, all manner of beasts and insects having died or fled. Those few individuals who have managed to survive the annihilation can scarcely be called lucky, for none escaped entirely unscathed. Unfortunately you were unable to look away in time and your eyes bore full witness to the pure brutality that was unleashed.;;;;;;;;;;;;;x
ekansei.102.d2;Utilising the techniques of the Hirdirge, [From.GetBestName] has unleashed a devastating magickal force. A brilliant flash, flames and immense heat hotter than any fire magicks has engulfed a large swathe of this region, annihilating armies, innocents and cities alike, turning all to dust. Those not in the immediate blast but witness to the devastation have been blinded, burned or worse and even those in neighbouring lands will feel the effects of the Pankratosword in the days and weeks to come. Unfortunately you were unable to look away in time and your eyes bore full witness to the pure brutality that was unleashed.;;;;;;;;;;;;;x
ekansei.102.d3;Utilising the techniques of the Hirdirge, [From.GetBestName] has unleashed a scorching magickal force. A brilliant flash, flames and immense heat hotter than any fire magicks has engulfed part of this region, vaporising armies and turning to dust any unfortunate enough to be caught within the blast. Those not in the immediate blast but witness to the devastation have been blinded, burned or worse and fallout from the magickal energies has seeped into the land, corrupting it for generations. Unfortunately you were unable to look away in time and your eyes bore full witness to the pure brutality that was unleashed.;;;;;;;;;;;;;x
ekansei.102.d4;Utilising the techniques of the Hirdirge, [From.GetBestName] has unleashed a brilliant, terrifying magickal force. In an instantaneous flash of white and heat, the Armies surrounding the Ansei have been indiscriminately vaporised into nothingness. Any not caught within the detonation but witness to its brilliance have been touched by the scorch, their eyes dulled by the white light and their skinned blistered. A sickness will spread amongst survivors within the province in the coming weeks, though the land itself and those hardy enough will survive. Unfortunately you were unable to look away in time and your eyes bore full witness to the pure brutality that was unleashed.;;;;;;;;;;;;;x
ekansei.102.d5;Utilising the techniques of the Hirdirge, [From.GetBestName] has unleashed upon their enemies a terrifying magickal force. Masterfully executing the forbidden techniques, [From.GetBestName] directed their Pankratosword at the enemy army, vaporising it instantaneously. All but a few stragglers managed to survive and even those in the coming days will be taken by a sickness or the burns they have suffered. Collateral damage to the land and [Root.GetBestName]'s own forces was minimal, and the scorched landscape will recover with the seasons. [Root.GetBestName] too survived their own fearsome powers thanks to their masterful technique. Unfortunately you were unable to look away in time and your eyes bore full witness to the pure brutality that was unleashed.;;;;;;;;;;;;;x
ekansei.102.d6;Utilising the techniques of the Hirdirge, [From.GetBestName] has destroyed themselves in a spectacular fashion. The energy they attempted to unleash backfired, their body and those immediately around them vaporising in a brilliant white-hot flash. All that remains is a large scorched crater, a permanent monument to [From.GetBestName]'s suicidal sacrifice. Nothing grows within the crater, that small piece of land forever corrupted. Unfortunately you were unable to look away in time and your eyes bore full witness to the pure brutality that was unleashed.;;;;;;;;;;;;;x
ekansei.102.o2;I hope never to witness something so destructive ever again!;;;;;;;;;;;;;x
ekansei.150.d;The illness spread to you by witnessing and surviving the Pankratosword is progressing rapidly. At first you felt nauseous, now you are overcome with a burning fever and uncontrollable diarrhea.;;;;;;;;;;;;;x
ekansei.150.o1;What's happening to me?;;;;;;;;;;;;;x
ekansei.151.d;First was the vomiting, then the fever and the diarrhea. Now your head feels like it's going to explode, splotchy purple patches have appeared all over your body and you are unable to drag yourself from bed for a chronic lack of energy.;;;;;;;;;;;;;x
ekansei.151.o1;I feel as if I am dying a slow, painful death.;;;;;;;;;;;;;x
ekansei.152.d;Your illness has progressed yet further, your purpled skin blistering and oozing puss. All energy you once may have had has been sapped fighting this sickness and you lay in your filthy bed virtually catatonic. The Physicians, Mages and Mystics your Council have conferred with are unable to treat the conditions and attribute your ailments to the corruption of the Pankratosword.;;;;;;;;;;;;;x
ekansei.152.o1;I survived the fire and yet it will still claim me...;;;;;;;;;;;;;x
ekansei.153.d;You have succumbed to the so-called Pankratosickness, the lingering corruption of that terrible technique you bore witness to. Though you survived it, some would say a better fate would have been to embrace it. At least now you are free of the pain and suffering.;;;;;;;;;;;;;x
ekansei.153.o1;My suffering is ended, at last.;;;;;;;;;;;;;x
ekansei.154.d;The sickness with which you were afflicted is dissapating as quickly as it took hold and you feel yourself growing stronger every day. Your Physicians proclaim it a miracle, for surely it must be as they had had been unable to cure it. Though the sickness itself is passing, you will bear the scars of it with you forever.;;;;;;;;;;;;;x
ekansei.102.o1;I don't feel so good.;;;;;;;;;;;;;x
ekansei154tt1;The infections you suffered have left your skin physically scarred.;;;;;;;;;;;;;x
ekansei154tt2;The infections you suffered have left you with a lingering decay.;;;;;;;;;;;;;x
ekansei154tt3;The trauma to your mind and body has been immense and the illness has robbed you of a great deal of your mental faculties.;;;;;;;;;;;;;x
ekansei154tt4;The trauma to your mind and body has been immense and the illness has robbed you of a great deal of your physical prowess.;;;;;;;;;;;;;x
ekansei154tt5;Though recovered from the worst symptoms, you will likely be infirm for the remainder of your life.;;;;;;;;;;;;;x
DEATH_PANKRATOSICKNESS;Died in terrible pain and suffering from the mysterious Pankratosickness.;;;;;;;;;;;;;x
ekansei.102.o3;What a fool, better they fall today than attempt that again!;;;;;;;;;;;;;x
ekansei.103.d1;Utilising the techniques of the Hirdirge, [From.GetBestName] has unmade the rules of nature. Those within the blast of energy will have neither felt nor seen the terrifying power as their flesh and bones were vaporised instantaneously, along with everything and everyone else in the province including [From.GetBestName]. While nowhere near as powerful as the combined Hirdirge Pankratosword that sank Yokuda, the power unleashed here has been truely devastating, scarring the landscape forever and corrupting even neighbouring provinces, an eerie silence now lays across the affected land, all manner of beasts and insects having died or fled. Those few individuals who have managed to survive the annihilation can scarcely be called lucky, for none escaped entirely unscathed. In the last moments, before the flash, you were able to shield your eyes. Unfortunately, you were still too close to the blast radius and your skin burns, falling away from your body as medics try to calm your screams.;;;;;;;;;;;;;x
ekansei.103.d2;Utilising the techniques of the Hirdirge, [From.GetBestName] has unleashed a devastating magickal force. A brilliant flash, flames and immense heat hotter than any fire magicks has engulfed a large swathe of this region, annihilating armies, innocents and cities alike, turning all to dust. Those not in the immediate blast but witness to the devastation have been blinded, burned or worse and even those in neighbouring lands will feel the effects of the Pankratosword in the days and weeks to come. In the last moments, before the flash, you were able to shield your eyes. Unfortunately, you were still too close to the blast radius and your skin burns, falling away from your body as medics try to calm your screams.;;;;;;;;;;;;;x
ekansei.103.d3;Utilising the techniques of the Hirdirge, [From.GetBestName] has unleashed a scorching magickal force. A brilliant flash, flames and immense heat hotter than any fire magicks has engulfed part of this region, vaporising armies and turning to dust any unfortunate enough to be caught within the blast. Those not in the immediate blast but witness to the devastation have been blinded, burned or worse and fallout from the magickal energies has seeped into the land, corrupting it for generations. In the last moments, before the flash, you were able to shield your eyes. Unfortunately, you were still too close to the blast radius and your skin burns, falling away from your body as medics try to calm your screams.;;;;;;;;;;;;;x
ekansei.103.d4;Utilising the techniques of the Hirdirge, [From.GetBestName] has unleashed a brilliant, terrifying magickal force. In an instantaneous flash of white and heat, the Armies surrounding the Ansei have been indiscriminately vaporised into nothingness. Any not caught within the detonation but witness to its brilliance have been touched by the scorch, their eyes dulled by the white light and their skinned blistered. A sickness will spread amongst survivors within the province in the coming weeks, though the land itself and those hardy enough will survive. In the last moments, before the flash, you were able to shield your eyes. Unfortunately, you were still too close to the blast radius and your skin burns, falling away from your body as medics try to calm your screams.;;;;;;;;;;;;;x
ekansei.103.d5;Utilising the techniques of the Hirdirge, [From.GetBestName] has unleashed upon their enemies a terrifying magickal force. Masterfully executing the forbidden techniques, [From.GetBestName] directed their Pankratosword at the enemy army, vaporising it instantaneously. All but a few stragglers managed to survive and even those in the coming days will be taken by a sickness or the burns they have suffered. Collateral damage to the land and [Root.GetBestName]'s own forces was minimal, and the scorched landscape will recover with the seasons. [Root.GetBestName] too survived their own fearsome powers thanks to their masterful technique. In the last moments, before the flash, you were able to shield your eyes. Unfortunately, you were still too close to the blast radius and your skin burns, falling away from your body as medics try to calm your screams.;;;;;;;;;;;;;x
ekansei.103.d6;Utilising the techniques of the Hirdirge, [From.GetBestName] has destroyed themselves in a spectacular fashion. The energy they attempted to unleash backfired, their body and those immediately around them vaporising in a brilliant white-hot flash. All that remains is a large scorched crater, a permanent monument to [From.GetBestName]'s suicidal sacrifice. Nothing grows within the crater, that small piece of land forever corrupted. In the last moments, before the flash, you were able to shield your eyes. Unfortunately, you were still too close to the blast radius and your skin burns, falling away from your body as medics try to calm your screams.;;;;;;;;;;;;;x
ekansei.103.o1;The pain! I can't take it, please kill me!;;;;;;;;;;;;;x
ekansei103tt;In addition to your horrific disfigurement, the shear awesome power and your proximity to the blast has caused you to become sick with an unknown illness...\n;;;;;;;;;;;;;x
ekansei.102.o1;My eyes! They took my eyes!;;;;;;;;;;;;;x
ekansei102tt;In addition to your eyes being taken, the shear awesome power and your proximity to the blast has caused you to become sick with an unknown illness...\n;;;;;;;;;;;;;x
ekansei.100.o1;Now I am become Death, the destroyer of worlds.;;;;;;;;;;;;;x
ekansei.100.o2.4;A power as awesome as it is terrifying.;;;;;;;;;;;;;x
ekansei.100.o2.1;A necessary evil to achieve victory.;;;;;;;;;;;;;x
ekansei.100.o2.2;The death, the destruction. I am a god!;;;;;;;;;;;;;x
ekansei.100.o2.3;All of my enemies will fall.;;;;;;;;;;;;;x
ekansei.100.o3;I'd rather go out with a bang than witness my own defeat!;;;;;;;;;;;;;x
ekansei.101.o1;I am but dust in the wind.;;;;;;;;;;;;;x
ekansei.101.d1;Utilising the techniques of the Hirdirge, [From.GetBestName] has unmade the rules of nature. Those within the blast of energy will have neither felt nor seen the terrifying power as their flesh and bones were vaporised instantaneously, along with everything and everyone else in the province including [From.GetBestName]. While nowhere near as powerful as the combined Hirdirge Pankratosword that sank Yokuda, the power unleashed here has been truely devastating, scarring the landscape forever and corrupting even neighbouring provinces, an eerie silence now lays across the affected land, all manner of beasts and insects having died or fled. Those few individuals who have managed to survive the annihilation can scarcely be called lucky, for none escaped entirely unscathed. Alas you are one of the victims of this horrific power, your body vaporised and your spirit cast to oblivion.;;;;;;;;;;;;;x
ekansei.101.d2;Utilising the techniques of the Hirdirge, [From.GetBestName] has unleashed a devastating magickal force. A brilliant flash, flames and immense heat hotter than any fire magicks has engulfed a large swathe of this region, annihilating armies, innocents and cities alike, turning all to dust. Those not in the immediate blast but witness to the devastation have been blinded, burned or worse and even those in neighbouring lands will feel the effects of the Pankratosword in the days and weeks to come. Alas you are one of the victims of this horrific power, your body vaporised and your spirit cast to oblivion.;;;;;;;;;;;;;x
ekansei.101.d3;Utilising the techniques of the Hirdirge, [From.GetBestName] has unleashed a scorching magickal force. A brilliant flash, flames and immense heat hotter than any fire magicks has engulfed part of this region, vaporising armies and turning to dust any unfortunate enough to be caught within the blast. Those not in the immediate blast but witness to the devastation have been blinded, burned or worse and fallout from the magickal energies has seeped into the land, corrupting it for generations. Alas you are one of the victims of this horrific power, your body vaporised and your spirit cast to oblivion.;;;;;;;;;;;;;x
ekansei.101.d4;Utilising the techniques of the Hirdirge, [From.GetBestName] has unleashed a brilliant, terrifying magickal force. In an instantaneous flash of white and heat, the Armies surrounding the Ansei have been indiscriminately vaporised into nothingness. Any not caught within the detonation but witness to its brilliance have been touched by the scorch, their eyes dulled by the white light and their skinned blistered. A sickness will spread amongst survivors within the province in the coming weeks, though the land itself and those hardy enough will survive. Alas you are one of the victims of this horrific power, your body vaporised and your spirit cast to oblivion.;;;;;;;;;;;;;x
ekansei.101.d5;Utilising the techniques of the Hirdirge, [From.GetBestName] has unleashed upon their enemies a terrifying magickal force. Masterfully executing the forbidden techniques, [From.GetBestName] directed their Pankratosword at the enemy army, vaporising it instantaneously. All but a few stragglers managed to survive and even those in the coming days will be taken by a sickness or the burns they have suffered. Collateral damage to the land and [Root.GetBestName]'s own forces was minimal, and the scorched landscape will recover with the seasons. [Root.GetBestName] too survived their own fearsome powers thanks to their masterful technique but alas you are one of its many victims, your body vaporised and your spirit cast to oblivion.;;;;;;;;;;;;;x
ekansei.101.d6;Utilising the techniques of the Hirdirge, [From.GetBestName] has destroyed themselves in a spectacular fashion. The energy they attempted to unleash backfired, their body and those immediately around them vaporising in a brilliant white-hot flash. All that remains is a large scorched crater, a permanent monument to [From.GetBestName]'s suicidal sacrifice. Nothing grows within the crater, that small piece of land forever corrupted. Alas due to your proximity to [From.GetBestName] you have the unfortunate honour of accompanying them to the afterlife, your body vaporised along with theirs.;;;;;;;;;;;;;x
DEATH_PANKRATOSUICIDE;Died spectacularly to their own Pankratosword technique.;;;;;;;;;;;;;x
ekansei100survivor;[This.GetBestName] survives unscathed.;;;;;;;;;;;;;x
ekansei100blinding;[This.GetBestName] survives the blast but failed to turn from the blinding flash.;;;;;;;;;;;;;x
ekansei100burned;[This.GetBestName] survives the Pankratosword but is badly burned.;;;;;;;;;;;;;x
DEATH_PANKRATOSWORD;Died from the Pankratosword technique unleashed by $KILLER$.;;;;;;;;;;;;;x
ekansei100victim;[This.GetBestName] is claimed by the Pankratosword.;;;;;;;;;;;;;x
38453desc;I have begun updating and checking my calendar at regular intervals and writing notes to remind me of what I should be doing.  I even remembered to attend the seminary on time!;;;;;;;;;;;;;x
38453option;I am no longer absent minded.;;;;;;;;;;;;;x
38454desc;The effort of washing every day seems to be a waste of time. I just get dirty again. Maybe it would save time if I just washed once a week?;;;;;;;;;;;;;x
38454option;I have become a slob.;;;;;;;;;;;;;x
38455desc;I noticed someone I was speaking with flinch and withdraw when I got too close. I heard them vomiting outside a few minutes later. I think my breath might be physically repulsing people! I vowed to scrub my mouth and body until I am completely clean.;;;;;;;;;;;;;x
38455option;I am no longer a slob.;;;;;;;;;;;;;x
38456desc;I saw a pair of lovers beneath a tree today. They were wearing the most beautifully elegant clothes I have seen. The couple drew adoring gazes from all who passed by and I decided that I want to draw the same gazes when I appear in my finery.;;;;;;;;;;;;;x
38456option;I have become fashionable.;;;;;;;;;;;;;x
38457desc;The bill of sale from my most recent shopping trip stunned me. I hadn't quite realised how much I was spending on my wardrobe. The court seems to be moving away from red silks and towards crushed velvet, but I think I will stick with silk for a while longer.;;;;;;;;;;;;;x
38457option;I am no longer fashionable.;;;;;;;;;;;;;x
38458desc;I was trying to reach an apple on a tree outside the window but it was just beyond my grasp, so I stood on the windowsill to get closer. I lost my footing and tumbled into a passing cart filled with hay. That was quite fortunate, I suppose.;;;;;;;;;;;;;x
38458option;I have become reckless.;;;;;;;;;;;;;x
38459desc;I was about to bet one of my favourite heirlooms on the outcome of a dice roll when I began having second thoughts. I realised that some things in life should be kept safe from the ravages of chance.;;;;;;;;;;;;;x
38459option;I am no longer reckless.;;;;;;;;;;;;;x
73400desc;The meritocratic system in [Root.Liege.PrimaryTitle.GetName] has allowed me to fully demonstrate my ability to my liege, [Root.Liege.GetTitledFirstName], and I have made myself indispensable to [Root.Liege.GetHerHim] despite having no landed titles of my own. My rivals in court, many of them highborn nobles, are fuming!;;;;;;;;;;;;;x
73400option;I will turn my liege against them.;;;;;;;;;;;;;x
73401desc;Despite having no holdings of [From.GetHerHis] own, my loyal councillor [From.GetTitledName] has demonstrated [From.GetHerHis] value to me time and again. My less favoured landed vassals and the stagnant, backwards realms around [Root.PrimaryTitle.GetName] look on in jealousy. The meritocratic system is working!;;;;;;;;;;;;;x
73401lostrespect;§RLost Respect (-10)§! between [Root.GetTitledName] and [From.GetTitledName]'s detractors.\n;;;;;;;;;;;;;x
73401option;Well done, [From.GetTitledName]!;;;;;;;;;;;;;x
ABARGAIN;A Pact is offered.;;;;;;;;;;;;;x
abomination;Abomination;;;;;;;;;;;;;x
abomination_death;an Abomination;;;;;;;;;;;;;x
abomination_desc;This twisted disgusting creature is an abomination, likely some despicable trick of a Daedric Prince, or a perverted experiment by some decrepit mage.;;;;;;;;;;;;;x
abundant_forests;Abundant Forests;;;;;;;;;;;;;x
abundant_forests_desc;A survey of this province has revealed our forests to be filled with to the brim with useful resources and supplies.;;;;;;;;;;;;;x
ACCEPT;Accept.;;;;;;;;;;;;;x
action_advance_cul_tech_desc;Send your [GetLordSpiritualName] to advance the cultural technology of your demesne.;;;;;;;;;;;;;x
action_assist_arrest;Enforce Martial Law;Mater des révoltes;Revolten unterdrücken;;Suprimir revueltas;;;;;;;;;x
action_cure_disease;Cure Disease;;;;;;;;;;;;;x
action_cure_disease_desc;Send your [GetLordSpiritualName] to bolster a province's defence against disease, or to cure an existing one.;;;;;;;;;;;;;x
action_heal;Heal;;;;;;;;;;;;;x
action_heal_desc;Send your [GetLordSpiritualName] to a province to heal the wounded and cure the diseased.;;;;;;;;;;;;;x
action_improve_rel_relations;Improve Magickal Relations;Améliorer les relations religieuses;Religiöse Beziehungen verbessern;;Mejorar relaciones religiosas;;;;;;;;;x
action_improve_rel_relations_desc;Have your [GetLordSpiritualName] lead an academic delegation to discuss matters of magick with the local priests and wizards.;;;;;;;;;;;;;x
action_incite_revolt;Rally Rebels;;;;;;;;;;;;;x
action_incite_revolt_desc;Send your [GetMarshalName] to another Lord's lands to rally the dissidents against them.;;;;;;;;;;;;;x
action_inquisition;Proselytise;Faire du prosélytisme;Bekehren;;Hacer proselitismo;;;;;;;;;x
action_root_cabals;Root out Cabals;;;;;;;;;;;;;x
action_root_cabals_desc;Send your [GetSpymasterName] to root out dark cabals, necromancers and other evil groups from your provinces.;;;;;;;;;;;;;x
action_sabotage_economy;Sabotage Economy;;;;;;;;;;;;;x
action_sabotage_economy_desc;Send your [GetSpymasterName] to sabotage your enemy's economy.;;;;;;;;;;;;;x
action_sabotage_military;Sabotage Military;;;;;;;;;;;;;x
action_sabotage_military_desc;Send your [GetSpymasterName] to sabotage your enemy's military.;;;;;;;;;;;;;x
action_sabotage_research;Sabotage Research;;;;;;;;;;;;;x
action_sabotage_research_desc;Send your [GetSpymasterName] to sabotage your enemy's research.;;;;;;;;;;;;;x
action_slander;Slander;;;;;;;;;;;;;x
action_slander_desc;Use your [GetChancellorName] to tarnish another Lord's reputation.;;;;;;;;;;;;;x
action_squeeze_peasants_desc;Send your [GetTreasurerName] to ensure efficient taxation and logistical organisation in the county.;Demandez à votre Intendant de percevoir suffisamment d’impôts dans le comté.;Entsendet Euren Verwalter, um effiziente Besteuerung in der Grafschaft sicherzustellen.;;Envía a tu mayordomo para garantizar recaudación de impuestos eficaz en el condado.;;;;;;;;;x
action_study_technology_desc;Send your [GetSpymasterName] to study the technological progress of other realms.;;;;;;;;;;;;;x
action_survey;Survey Province;;;;;;;;;;;;;x
