title_histmage;Histmage;;;;;;;;;;;;;x
title_histmage_desc;Histmages are charged with the safe-keeping of the local Hists. Albeit bellicose, it's mostly a spiritual position of great prominence, usually granted to mages.;;;;;;;;;;;;;x
throne_keeper;Throne Keeper;;;;;;;;;;;;;x
exarch;Exarch;;;;;;;;;;;;;x
exarchess;Exarchessa;;;;;;;;;;;;;x
lord_hegemon;Lord Hegemon;;;;;;;;;;;;;x
chairman;Chairman;;;;;;;;;;;;;x
chairwoman;Chairwoman;;;;;;;;;;;;;x
archprelate;Arch-Prelate;;;;;;;;;;;;;x
prelate;Prelate;;;;;;;;;;;;;x
prophetess;Prophetess;;;;;;;;;;;;;x
prophet;Prophet;;;;;;;;;;;;;x
high_invoker;High Invoker;;;;;;;;;;;;;x
leader;Leader;;;;;;;;;;;;;x
champion;Champion;;;;;;;;;;;;;x
steward;Steward;;;;;;;;;;;;;x
pirate_enterprise_of;Pirate Enterprise of;;;;;;;;;;;;;x
captain;Captain;;;;;;;;;;;;;x
baron_captain;Baron-Captain;;;;;;;;;;;;;x
ahoy_captain;Ahoy, Captain;;;;;;;;;;;;;x
chief_flagellant;Chief Flagellant;;;;;;;;;;;;;x
chieftess_flagellant;Chieftess Flagellant;;;;;;;;;;;;;x
grand_master;Grand Master;;;;;;;;;;;;;x
grand_mistress;Grand Mistress;;;;;;;;;;;;;x
high_chief;High Chief;;;;;;;;;;;;;x
high_chiefess;High Chiefess;;;;;;;;;;;;;x
high_chieftain;High Chieftain;;;;;;;;;;;;;x
high_chieftess;High Chieftess;;;;;;;;;;;;;x
watchmaster;Watchmaster;;;;;;;;;;;;;x
watchmistress;Watchmistress;;;;;;;;;;;;;x
mufti;Mufti;;;;;;;;;;;;;x
anchorite;Anchorite;;;;;;;;;;;;;x
high_fane;High Fane;;;;;;;;;;;;;x
arch_priest;Arch-Priest;;;;;;;;;;;;;x
eventide_master;Eventide Master;;;;;;;;;;;;;x
arch_mage;Arch-Mage;;;;;;;;;;;;;x
grandmaster;Grandmaster;;;;;;;;;;;;;x
grandmistress;Grandmistress;;;;;;;;;;;;;x
keeper;Keeper;;;;;;;;;;;;;x
high_keeper;High-Keeper;;;;;;;;;;;;;x
mistress;Mistress;;;;;;;;;;;;;x
master;Master;;;;;;;;;;;;;x
knight;Knight;;;;;;;;;;;;;x
knight_commander;Knight-Commander;;;;;;;;;;;;;x
selective;Selective;;;;;;;;;;;;;x
swordsinger;Swordsinger;;;;;;;;;;;;;x
knight_paladin;Knight-Paladin;;;;;;;;;;;;;x
chief_huntress;Chief Huntress;;;;;;;;;;;;;x
chief_hunter;Chief Hunter;;;;;;;;;;;;;x
grand_marshal;Grand Marshal;;;;;;;;;;;;;x
farseer;Farseer;;;;;;;;;;;;;x
arbitrator;Arbitrator;;;;;;;;;;;;;x
your_highness;Your Highness;;;;;;;;;;;;;x
lord_high_king;Lord High king;;;;;;;;;;;;;x
high_king;High King;;;;;;;;;;;;;x
high_queen;High Queen;;;;;;;;;;;;;x
governor;Governor;;;;;;;;;;;;;x
high_kinlady;High Kinlady;;;;;;;;;;;;;x
castellan;Castellan;;;;;;;;;;;;;x
master_wizard;Master-Wizard;;;;;;;;;;;;;x
mistress_wizard;Mistress-Wizard;;;;;;;;;;;;;x
groundskeeper;Groundskeeper;;;;;;;;;;;;;x
harbormaster;Harbormaster;;;;;;;;;;;;;x
harbormistress;Harbormistress;;;;;;;;;;;;;x
prefect;Prefect;;;;;;;;;;;;;x
lord_mayor;Lord Mayor;;;;;;;;;;;;;x
lady_mayor;Lady Mayor;;;;;;;;;;;;;x
abbot;Abbot;;;;;;;;;;;;;x
abbess;Abbess;;;;;;;;;;;;;x
herald;Herald;;;;;;;;;;;;;x
prior;Prior;;;;;;;;;;;;;x
prioress;Prioress;;;;;;;;;;;;;x
jarl;Jarl;;;;;;;;;;;;;x
rootwarden;Rootwarden;;;;;;;;;;;;;x
rootwardress;Rootwardress;;;;;;;;;;;;;x
overlord;Overlord;;;;;;;;;;;;;x
overlady;Overlady;;;;;;;;;;;;;x
nightmare;Nightmare;;;;;;;;;;;;;x
ordinator;Ordinator;;;;;;;;;;;;;x
aureal;Aureal;;;;;;;;;;;;;x
mazken;Mazken;;;;;;;;;;;;;x
hedonist;Hedonist;;;;;;;;;;;;;x
plague_lord;Plague Lord;;;;;;;;;;;;;x
plague_lady;Plague Lady;;;;;;;;;;;;;x
nightingale;Nightingale;;;;;;;;;;;;;x
beggar_prince;Beggar-Prince;;;;;;;;;;;;;x
beggar_queen;Beggar-Queen;;;;;;;;;;;;;x
harvester;Harvester;;;;;;;;;;;;;x
auroran;Auroran;;;;;;;;;;;;;x
webmaster;Webmaster;;;;;;;;;;;;;x
webmistress;Webmistress;;;;;;;;;;;;;x
bringer;Bringer;;;;;;;;;;;;;x
lord_of_the_hunt;Lord of the Hunt;;;;;;;;;;;;;x
lady_of_the_hunt;Lady of the Hunt;;;;;;;;;;;;;x
chief_librarian;Chief-Librarian;;;;;;;;;;;;;x
chiefess_librarian;Chiefess-Librarian;;;;;;;;;;;;;x
contractor;Contractor;;;;;;;;;;;;;x
master_of_secrets;Master of Secrets;;;;;;;;;;;;;x
mistress_of_secrets;Mistress of Secrets;;;;;;;;;;;;;x
gravekeeper;Gravekeeper;;;;;;;;;;;;;x
warden;Warden;;;;;;;;;;;;;x
wardress;Wardress;;;;;;;;;;;;;x
head_warden;Head-Warden;;;;;;;;;;;;;x
head_wardress;Head-Wardress;;;;;;;;;;;;;x
empress_regent;Empress-Regent;;;;;;;;;;;;;x
nisswo;Nisswo;;;;;;;;;;;;;x
solar_prelate;Solar Prelate;;;;;;;;;;;;;x
grand_athelan;Grand Athelan;;;;;;;;;;;;;x
CULT_LEADER;Leader;;;;;;;;;;;;;x
CULT_LEADER_FOA;My Leader;;;;;;;;;;;;;x
NEDIC_GENERIC_TITLES;NEDIC_GENERIC_TITLES;NEDIC_GENERIC_TITLES;NEDIC_GENERIC_TITLES;;NEDIC_GENERIC_TITLES;;;;;;;;;x
baron_nedic;Lord;;;;;;;;;;;;;x
baron_female_nedic;Lady;;;;;;;;;;;;;x
barony_of_nedic;Lordship of;;;;;;;;;;;;;x
count_nedic;Baron;;;;;;;;;;;;;x
count_female_nedic;Baroness;;;;;;;;;;;;;x
county_of_nedic;Barony of;;;;;;;;;;;;;x
duke_nedic;Count;;;;;;;;;;;;;x
duke_female_nedic;Countess;;;;;;;;;;;;;x
duchy_of_nedic;County of;;;;;;;;;;;;;x
king_nedic;King;;;;;;;;;;;;;x
king_female_nedic;Queen;;;;;;;;;;;;;x
kingdom_of_nedic;Kingdom of;;;;;;;;;;;;;x
emperor_nedic;Emperor;;;;;;;;;;;;;x
emperor_female_nedic;Empress;;;;;;;;;;;;;x
empire_of_nedic;Empire of;;;;;;;;;;;;;x
city_baron_nedic;Mayor;;;;;;;;;;;;;x
city_baron_female_nedic;Mayoress;;;;;;;;;;;;;x
city_barony_of_nedic;City of;;;;;;;;;;;;;x
city_count_nedic;Lord Mayor;;;;;;;;;;;;;x
city_count_female_nedic;Lady Mayoress;;;;;;;;;;;;;x
city_county_of_nedic;Grand City of;;;;;;;;;;;;;x
city_duke_nedic;Governor;;;;;;;;;;;;;x
city_duke_female_nedic;Governess;;;;;;;;;;;;;x
city_duchy_of_nedic;Free Province of;;;;;;;;;;;;;x
city_king_nedic;Lord Protector;;;;;;;;;;;;;x
city_king_female_nedic;Lady Protector;;;;;;;;;;;;;x
city_kingdom_of_nedic;Republic of;;;;;;;;;;;;;x
city_emperor_nedic;Potentate;;;;;;;;;;;;;x
city_emperor_female_nedic;Potentate;;;;;;;;;;;;;x
city_empire_of_nedic;Sovereignty of;;;;;;;;;;;;;x
job_spiritual;Magister;;;;;;;;;;;;;x
BRETON_CULTURAL_TITLES;BRETON_CULTURAL_TITLES;BRETON_CULTURAL_TITLES;BRETON_CULTURAL_TITLES;;BRETON_CULTURAL_TITLES;;;;;;;;;x
baron_breton;Lord;;;;;;;;;;;;;x
baron_female_breton;Lady;;;;;;;;;;;;;x
barony_of_breton;Lordship of;;;;;;;;;;;;;x
count_breton;Baron;;;;;;;;;;;;;x
count_female_breton;Baroness;;;;;;;;;;;;;x
county_of_breton;Barony of;;;;;;;;;;;;;x
duke_breton;Duke;;;;;;;;;;;;;x
duke_female_breton;Duchess;;;;;;;;;;;;;x
duchy_of_breton;Duchy of;;;;;;;;;;;;;x
king_breton;King;;;;;;;;;;;;;x
king_female_breton;Queen;;;;;;;;;;;;;x
kingdom_of_breton;Kingdom of;;;;;;;;;;;;;x
emperor_breton;Emperor;;;;;;;;;;;;;x
emperor_female_breton;Empress;;;;;;;;;;;;;x
empire_of_breton;Empire of;;;;;;;;;;;;;x
city_baron_breton;Mayor;;;;;;;;;;;;;x
city_baron_female_breton;Mayoress;;;;;;;;;;;;;x
city_barony_of_breton;City of;;;;;;;;;;;;;x
city_count_breton;Lord Mayor;;;;;;;;;;;;;x
city_count_female_breton;Lady Mayoress;;;;;;;;;;;;;x
city_county_of_breton;Grand City of;;;;;;;;;;;;;x
city_duke_breton;Governor;;;;;;;;;;;;;x
city_duke_female_breton;Governess;;;;;;;;;;;;;x
city_duchy_of_breton;Free Province of;;;;;;;;;;;;;x
city_king_breton;King;;;;;;;;;;;;;x
city_king_female_breton;Queen;;;;;;;;;;;;;x
city_kingdom_of_breton;Kingdom of;;;;;;;;;;;;;x
city_emperor_breton;Emperor;;;;;;;;;;;;;x
city_emperor_female_breton;Empress;;;;;;;;;;;;;x
city_empire_of_breton;Empire of;;;;;;;;;;;;;x
family_palace_baron_breton;Merchant Prince;Patricien;Patrizier;;Patricio;;;;;;;;;x
family_palace_baron_female_breton;Merchant Princess;Dame;Lady;;Señora;;;;;;;;;x
family_palace_barony_of_breton;Palace of;Palais de;Palast von;;Palacio de;;;;;;;;;x
NORD_CULTURAL_TITLES;NORD_CULTURAL_TITLES;NORD_CULTURAL_TITLES;NORD_CULTURAL_TITLES;;NORD_CULTURAL_TITLES;;;;;;;;;x
baron_nord;Lord;;;;;;;;;;;;;x
baron_female_nord;Lady;;;;;;;;;;;;;x
barony_of_nord;Lordship of;;;;;;;;;;;;;x
count_nord;Thane;;;;;;;;;;;;;x
count_female_nord;Thane;;;;;;;;;;;;;x
county_of_nord;Thanedom of;;;;;;;;;;;;;x
duke_nord;Jarl;;;;;;;;;;;;;x
duke_female_nord;Jarl;;;;;;;;;;;;;x
duchy_of_nord;Jarldom of;;;;;;;;;;;;;x
king_nord;King;;;;;;;;;;;;;x
king_female_nord;Queen;;;;;;;;;;;;;x
kingdom_of_nord;Kingdom of;;;;;;;;;;;;;x
emperor_nord;Emperor;;;;;;;;;;;;;x
emperor_female_nord;Empress;;;;;;;;;;;;;x
empire_of_nord;Empire of;;;;;;;;;;;;;x
city_baron_nord;Mayor;;;;;;;;;;;;;x
city_baron_female_nord;Mayoress;;;;;;;;;;;;;x
city_barony_of_nord;City of;;;;;;;;;;;;;x
city_count_nord;Lord Mayor;;;;;;;;;;;;;x
city_count_female_nord;Lady Mayoress;;;;;;;;;;;;;x
city_county_of_nord;Grand City of;;;;;;;;;;;;;x
city_duke_nord;Protector;;;;;;;;;;;;;x
city_duke_female_nord;Protectress;;;;;;;;;;;;;x
city_duchy_of_nord;Free Hold of;;;;;;;;;;;;;x
city_king_nord;Union Protector;;;;;;;;;;;;;x
city_king_female_nord;Union Protectress;;;;;;;;;;;;;x
city_kingdom_of_nord;Union of;;;;;;;;;;;;;x
city_emperor_nord;Emperor Protector;;;;;;;;;;;;;x
city_emperor_female_nord;Emperor Protectress;;;;;;;;;;;;;x
city_empire_of_nord;Grand Union of;;;;;;;;;;;;;x
job_chancellor_nord;Lawthane;;;;;;;;;;;;;x
SKAAL_CULTURAL_TITLES;SKAAL_CULTURAL_TITLES;SKAAL_CULTURAL_TITLES;SKAAL_CULTURAL_TITLES;;SKAAL_CULTURAL_TITLES;;;;;;;;;x
baron_skaal;Chief;;;;;;;;;;;;;x
baron_female_skaal;Chiefess;;;;;;;;;;;;;x
barony_of_skaal;Hall of;;;;;;;;;;;;;x
count_skaal;Thane;;;;;;;;;;;;;x
count_female_skaal;Thane;;;;;;;;;;;;;x
county_of_skaal;Thanedom of;;;;;;;;;;;;;x
duke_skaal;Jarl;;;;;;;;;;;;;x
duke_female_skaal;Jarl;;;;;;;;;;;;;x
duchy_of_skaal;Jarldom of;;;;;;;;;;;;;x
king_skaal;King;;;;;;;;;;;;;x
king_female_skaal;Queen;;;;;;;;;;;;;x
kingdom_of_skaal;Kingdom of;;;;;;;;;;;;;x
emperor_skaal;Emperor;;;;;;;;;;;;;x
emperor_female_skaal;Empress;;;;;;;;;;;;;x
empire_of_skaal;Empire of;;;;;;;;;;;;;x
city_baron_skaal;Mayor;;;;;;;;;;;;;x
city_baron_female_skaal;Mayoress;;;;;;;;;;;;;x
city_barony_of_skaal;City of;;;;;;;;;;;;;x
city_count_skaal;Lord Mayor;;;;;;;;;;;;;x
city_count_female_skaal;Lady Mayoress;;;;;;;;;;;;;x
city_county_of_skaal;Grand City of;;;;;;;;;;;;;x
city_duke_skaal;Protector;;;;;;;;;;;;;x
city_duke_female_skaal;Protectess;;;;;;;;;;;;;x
city_duchy_of_skaal;Free Hold of;;;;;;;;;;;;;x
city_king_skaal;Union Protector;;;;;;;;;;;;;x
city_king_female_skaal;Union Protectess;;;;;;;;;;;;;x
city_kingdom_of_skaal;Union of;;;;;;;;;;;;;x
city_emperor_skaal;Emperor Protector;;;;;;;;;;;;;x
city_emperor_female_skaal;Emperor Protectess;;;;;;;;;;;;;x
city_empire_of_skaal;Imperial Union of;;;;;;;;;;;;;x
job_chancellor_skaal;Lawthane;;;;;;;;;;;;;x
job_marshal_skaal;Warthane;;;;;;;;;;;;;x
job_treasurer_skaal;Bonethane;;;;;;;;;;;;;x
job_spymaster_skaal;Shadowthane;;;;;;;;;;;;;x
job_spiritual_skaal;Lorekeeper;;;;;;;;;;;;;x
REACHMEN_CULTURAL_TITLES;REACHMEN_CULTURAL_TITLES;REACHMEN_CULTURAL_TITLES;REACHMEN_CULTURAL_TITLES;;REACHMEN_CULTURAL_TITLES;;;;;;;;;x
baron_reachmen;Chief;;;;;;;;;;;;;x
baron_female_reachmen;Chiefess;;;;;;;;;;;;;x
barony_of_reachmen;Redoubt of;;;;;;;;;;;;;x
count_reachmen;Chieftain;;;;;;;;;;;;;x
count_female_reachmen;Chieftess;;;;;;;;;;;;;x
county_of_reachmen;Chiefdom of;;;;;;;;;;;;;x
duke_reachmen;High Chief;;;;;;;;;;;;;x
duke_female_reachmen;High Chieftess;;;;;;;;;;;;;x
duchy_of_reachmen;High Chiefdom of;;;;;;;;;;;;;x
king_reachmen;King;;;;;;;;;;;;;x
king_female_reachmen;Queen;;;;;;;;;;;;;x
kingdom_of_reachmen;Kingdom of;;;;;;;;;;;;;x
emperor_reachmen;Emperor;;;;;;;;;;;;;x
emperor_female_reachmen;Empress;;;;;;;;;;;;;x
empire_of_reachmen;Empire of;;;;;;;;;;;;;x
city_baron_reachmen;Sheriff;;;;;;;;;;;;;x
city_baron_female_reachmen;Sheriff;;;;;;;;;;;;;x
city_barony_of_reachmen;City of;;;;;;;;;;;;;x
city_count_reachmen;Grand Mayor;;;;;;;;;;;;;x
city_count_female_reachmen;Grand Mayoress;;;;;;;;;;;;;x
city_county_of_reachmen;Grand City of;;;;;;;;;;;;;x
city_duke_reachmen;Governor;;;;;;;;;;;;;x
city_duke_female_reachmen;Governess;;;;;;;;;;;;;x
city_duchy_of_reachmen;City-State of;;;;;;;;;;;;;x
city_king_reachmen;Minister;;;;;;;;;;;;;x
city_king_female_reachmen;Minister;;;;;;;;;;;;;x
city_kingdom_of_reachmen;Republic of;;;;;;;;;;;;;x
city_emperor_reachmen;Potentate;;;;;;;;;;;;;x
city_emperor_female_reachmen;Potentate;;;;;;;;;;;;;x
city_empire_of_reachmen;Sovereignty of;;;;;;;;;;;;;x
job_marshal_reachmen;Warchief;;;;;;;;;;;;;x
job_spiritual_skaal;Ritualist;;;;;;;;;;;;;x
YOKUDAN_GENERIC_TITLES;YOKUDAN_GENERIC_TITLES;YOKUDAN_GENERIC_TITLES;YOKUDAN_GENERIC_TITLES;;YOKUDAN_GENERIC_TITLES;;;;;;;;;x
baron_yokudan_group;Lord;;;;;;;;;;;;;x
baron_female_yokudan_group;Lady;;;;;;;;;;;;;x
barony_of_yokudan_group;Lordship of;;;;;;;;;;;;;x
count_yokudan_group;Magnifico;;;;;;;;;;;;;x
count_female_yokudan_group;Magnifica;;;;;;;;;;;;;x
county_of_yokudan_group;Magnificence of;;;;;;;;;;;;;x
duke_yokudan_group;Grandee;;;;;;;;;;;;;x
duke_female_yokudan_group;Grandeya;;;;;;;;;;;;;x
duchy_of_yokudan_group;Grandeza of;;;;;;;;;;;;;x
king_yokudan_group;King;;;;;;;;;;;;;x
king_female_yokudan_group;Queen;;;;;;;;;;;;;x
kingdom_of_yokudan_group;Kingdom of;;;;;;;;;;;;;x
emperor_yokudan_group;Emperor;;;;;;;;;;;;;x
emperor_female_yokudan_group;Empress;;;;;;;;;;;;;x
empire_of_yokudan_group;Empire of;;;;;;;;;;;;;x
city_baron_yokudan_group;Magistrate;;;;;;;;;;;;;x
city_baron_female_yokudan_group;Magistrate;;;;;;;;;;;;;x
city_barony_of_yokudan_group;City of;;;;;;;;;;;;;x
city_count_yokudan_group;Lord Magistrate;;;;;;;;;;;;;x
city_count_female_yokudan_group;Lady Magistrate;;;;;;;;;;;;;x
city_county_of_yokudan_group;Grand City of;;;;;;;;;;;;;x
city_duke_yokudan_group;Governor;;;;;;;;;;;;;x
city_duke_female_yokudan_group;Governess;;;;;;;;;;;;;x
city_duchy_of_yokudan_group;Free Province of;;;;;;;;;;;;;x
city_king_yokudan_group;Minister;;;;;;;;;;;;;x
city_king_female_yokudan_group;Minister;;;;;;;;;;;;;x
city_kingdom_of_yokudan_group;Republic of;;;;;;;;;;;;;x
city_emperor_yokudan_group;Potentate;;;;;;;;;;;;;x
city_emperor_female_yokudan_group;Potentate;;;;;;;;;;;;;x
city_empire_of_yokudan_group;Sovereignty of;;;;;;;;;;;;;x
job_spiritual_yokudan;Imam;;;;;;;;;;;;;x
YOKUDAN_TITLES;YOKUDAN_TITLES;YOKUDAN_TITLES;YOKUDAN_TITLES;;YOKUDAN_TITLES;;;;;;;;;x
king_yokudan_group;Yokeda;;;;;;;;;;;;;x
king_female_yokudan_group;Yokeda;;;;;;;;;;;;;x
emperor_yokudan;Elden Yokeda;;;;;;;;;;;;;x
emperor_female_yokudan;Elden Yokeda;;;;;;;;;;;;;x
ALDMERIS_GENERIC_TITLES;ALDMERIS_GENERIC_TITLES;ALDMERIS_GENERIC_TITLES;ALDMERIS_GENERIC_TITLES;;ALDMERIS_GENERIC_TITLES;;;;;;;;;x
baron_aldmeris;Lord;;;;;;;;;;;;;x
baron_female_aldmeris;Lady;;;;;;;;;;;;;x
barony_of_aldmeris;Lordship of;;;;;;;;;;;;;x
count_aldmeris;Baron;;;;;;;;;;;;;x
count_female_aldmeris;Baroness;;;;;;;;;;;;;x
county_of_aldmeris;Barony of;;;;;;;;;;;;;x
duke_aldmeris;Prince;;;;;;;;;;;;;x
duke_female_aldmeris;Princess;;;;;;;;;;;;;x
duchy_of_aldmeris;Principality of;;;;;;;;;;;;;x
king_aldmeris;King;;;;;;;;;;;;;x
king_female_aldmeris;Queen;;;;;;;;;;;;;x
kingdom_of_aldmeris;Kingdom of;;;;;;;;;;;;;x
emperor_aldmeris;Imperator;;;;;;;;;;;;;x
emperor_female_aldmeris;Imperatrix;;;;;;;;;;;;;x
empire_of_aldmeris;Empire of;;;;;;;;;;;;;x
city_baron_aldmeris;Mayor;;;;;;;;;;;;;x
city_baron_female_aldmeris;Mayoress;;;;;;;;;;;;;x
city_barony_of_aldmeris;City of;;;;;;;;;;;;;x
city_count_aldmeris;Lord Mayor;;;;;;;;;;;;;x
city_count_female_aldmeris;Lady Mayoress;;;;;;;;;;;;;x
city_county_of_aldmeris;Grand City of;;;;;;;;;;;;;x
city_duke_aldmeris;Governor;;;;;;;;;;;;;x
city_duke_female_aldmeris;Governess;;;;;;;;;;;;;x
city_duchy_of_aldmeris;City-State of;;;;;;;;;;;;;x
city_king_aldmeris;Minister;;;;;;;;;;;;;x
city_king_female_aldmeris;Minister;;;;;;;;;;;;;x
city_kingdom_of_aldmeris;Republic of;;;;;;;;;;;;;x
city_emperor_aldmeris;Potentate;;;;;;;;;;;;;x
city_emperor_female_aldmeris;Potentate;;;;;;;;;;;;;x
city_empire_of_aldmeris;Sovereignty of;;;;;;;;;;;;;x
ALTMER_CULTURAL_TITLES;ALTMER_CULTURAL_TITLES;ALTMER_CULTURAL_TITLES;ALTMER_CULTURAL_TITLES;;ALTMER_CULTURAL_TITLES;;;;;;;;;x
baron_altmer;Cerum;;;;;;;;;;;;;x
baron_female_altmer;Ceruval;;;;;;;;;;;;;x
barony_of_altmer;Lordship of;;;;;;;;;;;;;x
count_altmer;Baron;;;;;;;;;;;;;x
count_female_altmer;Baroness;;;;;;;;;;;;;x
county_of_altmer;Barony of;;;;;;;;;;;;;x
duke_altmer;Kinlord;;;;;;;;;;;;;x
duke_female_altmer;Kinlady;;;;;;;;;;;;;x
duchy_of_altmer;Kinhold of;;;;;;;;;;;;;x
king_altmer;High Kinlord;;;;;;;;;;;;;x
king_female_altmer;High Kinlady;;;;;;;;;;;;;x
kingdom_of_altmer;Kingdom of;;;;;;;;;;;;;x
emperor_altmer;Primarch;;;;;;;;;;;;;x
emperor_female_altmer;Primarch;;;;;;;;;;;;;x
empire_of_altmer;Dominion of;;;;;;;;;;;;;x
city_baron_altmer;Canonreeve;;;;;;;;;;;;;x
city_baron_female_altmer;Canonreeve;;;;;;;;;;;;;x
city_barony_of_altmer;City of;;;;;;;;;;;;;x
city_count_altmer;Lord Reeve;;;;;;;;;;;;;x
city_count_female_altmer;Lady Reeve;;;;;;;;;;;;;x
city_county_of_altmer;Grand City of;;;;;;;;;;;;;x
city_duke_altmer;High Reeve;;;;;;;;;;;;;x
city_duke_female_altmer;High Reeve;;;;;;;;;;;;;x
city_duchy_of_altmer;City-State of;;;;;;;;;;;;;x
city_king_altmer;Minister;;;;;;;;;;;;;x
city_king_female_altmer;Minister;;;;;;;;;;;;;x
city_kingdom_of_altmer;Republic of;;;;;;;;;;;;;x
city_emperor_altmer;Potentate;;;;;;;;;;;;;x
city_emperor_female_altmer;Potentate;;;;;;;;;;;;;x
city_empire_of_altmer;Sovereignty of;;;;;;;;;;;;;x
job_treasurer_altmer;Optimate;;;;;;;;;;;;;x
job_chancellor_altmer;Vicereeve;;;;;;;;;;;;;x
job_marshal_altmer;Prime Battlereeve;;;;;;;;;;;;;x
job_spymaster_altmer;Canvaroth;;;;;;;;;;;;;x
job_spiritual_altmer;Divine Prosecutor;;;;;;;;;;;;;x
REGENT_altmer;Proxy Ruler;;;;;;;;;;;;;x
title_appointed_regent_altmer;Designated Proxy Ruler;;;;;;;;;;;;;x
AYLEID_CULTURAL_TITLES;AYLEID_CULTURAL_TITLES;AYLEID_CULTURAL_TITLES;AYLEID_CULTURAL_TITLES;;AYLEID_CULTURAL_TITLES;;;;;;;;;x
baron_ayleid;Pelin;;;;;;;;;;;;;x
baron_female_ayleid;Pelin;;;;;;;;;;;;;x
barony_of_ayleid;Pelinsel of;;;;;;;;;;;;;x
count_ayleid;Arpen;;;;;;;;;;;;;x
count_female_ayleid;Arpen;;;;;;;;;;;;;x
county_of_ayleid;Arpensel of;;;;;;;;;;;;;x
duke_ayleid;Malarpen;;;;;;;;;;;;;x
duke_female_ayleid;Malarpen;;;;;;;;;;;;;x
duchy_of_ayleid;Malarpensel of;;;;;;;;;;;;;x
king_ayleid;Aran;;;;;;;;;;;;;x
king_female_ayleid;Aran;;;;;;;;;;;;;x
kingdom_of_ayleid;Aransel of;;;;;;;;;;;;;x
emperor_ayleid;Malaran;;;;;;;;;;;;;x
emperor_female_ayleid;Malaran;;;;;;;;;;;;;x
empire_of_ayleid;Malaransel of;;;;;;;;;;;;;x
temple_baron_ayleid;Adaburo;;;;;;;;;;;;;x
temple_baron_female_ayleid;Adaburo;;;;;;;;;;;;;x
temple_barony_of_ayleid;Adamath of;;;;;;;;;;;;;x
temple_count_ayleid;Darpen;;;;;;;;;;;;;x
temple_count_female_ayleid;Darpen;;;;;;;;;;;;;x
temple_county_of_ayleid;Atda of;;;;;;;;;;;;;x
temple_duke_ayleid;Maladarpen;;;;;;;;;;;;;x
temple_duke_female_ayleid;Maladarpen;;;;;;;;;;;;;x
temple_duchy_of_ayleid;Malada of;;;;;;;;;;;;;x
temple_king_ayleid;Adaran;;;;;;;;;;;;;x
temple_king_female_ayleid;Adaran;;;;;;;;;;;;;x
temple_kingdom_of_ayleid;Aranda of;;;;;;;;;;;;;x
temple_emperor_ayleid;Maladaran;;;;;;;;;;;;;x
temple_emperor_female_ayleid;Maladaran;;;;;;;;;;;;;x
temple_empire_of_ayleid;Malaranda of;;;;;;;;;;;;;x
BOSMER_CULTURAL_TITLES;BOSMER_CULTURAL_TITLES;BOSMER_CULTURAL_TITLES;BOSMER_CULTURAL_TITLES;;BOSMER_CULTURAL_TITLES;;;;;;;;;x
baron_bosmer;Chief;;;;;;;;;;;;;x
baron_female_bosmer;Chief;;;;;;;;;;;;;x
barony_of_bosmer;Clanhold of;;;;;;;;;;;;;x
count_bosmer;Chieftain;;;;;;;;;;;;;x
count_female_bosmer;Chieftess;;;;;;;;;;;;;x
county_of_bosmer;Chiefdom of;;;;;;;;;;;;;x
duke_bosmer;Treethane;;;;;;;;;;;;;x
duke_female_bosmer;Treethane;;;;;;;;;;;;;x
duchy_of_bosmer;Treethanedom of;;;;;;;;;;;;;x
