alliancewar.100.d;The Ebonheart Pact, an alliance between Eastern Skyrim, most of the Houses of Morrowind, and some of the Argonian tribes, was founded after the three armies defeated the Akaviri invaders, shortly before the start of the Alliance War. The goal of the Pact was to protect the independence of its members through the destruction of the Empire and all its claimants.\nThe Imperial armies and the pretenders have been defeated over and over again before we could declare total victory.\n\nNow the Empire is in our hands, and it is time to finish what we started when the Three Alliances War began.;;;;;;;;;x
alliancewar.100.optA;We will forever be free!;;;;;;;;;x
JORUNN_ALLIANCE_WAR_WINNER_VASSALS_CYRODIIL_INDEPENDENT_CT;All your vassals in §YCyrodiil§! will be granted their independence.;;;;;;;;;x
alliancewar.101.t;The Covenant triumphant!;;;;;;;;;x
alliancewar.101.d;The Alliance War has ended with the Covenant, Emeric as its head, claiming the Ruby Throne! The alliance of Bretons, Redguards, and Orcs, a unique occurrence in the history of Tamriel which rose after the Reachmen invasion in the wake of the Three Banners War, proved to be too strong for the Empire and the other pretenders.\n\nThese three peoples can rejoice, as united they seem unstoppable.;;;;;;;;;x
alliancewar.101.optA;We are the sole legitimate Emperors of Cyrodiil.;;;;;;;;;x
alliancewar.102.t;The Dominion triumphant!;;;;;;;;;x
alliancewar.102.d;The Three Banners War is over! The Dominion, led by the victorious Queen Ayrenn, has claimed the Ruby Throne. The pretenders have been crushed, their armies beaten by the supreme Aldmeri Forces and their Khajiiti Auxilia.\n The people of Tamriel can rejoice once again, the rightful and just rule of Mer restored to the White-Gold Tower.\n\nThis is the Dawn of a New Era, one of stability and prosperity, the Age of the Aldmeri.;;;;;;;;;x
alliancewar.102.optA;Stand with us, united under your Eagle Primarch!;;;;;;;;;x
title_eagle_primarch;Eagle Primarch;;;;;;;;;x
alliancewar.103.t;Cyrodiil wins!;;;;;;;;;x
alliancewar.103.d;While Tamriel held its breath, waiting to see which faction would win the Three Banners War, the impossible happened. The armies of the Dominion, the Covenant, and of the Pact were sent home as Cyrodiil won victory after victory. The alliances were forced to sign a peace treaty with Cyrodiil, swearing to never set foot in the Imperial City ever again. Some still claim that the Empire is nothing but a puppet for Molag Bal or other various Daedric forces, but in time they will be proven wrong.\n\nCyrodiil can breathe again and rejoice.;;;;;;;;;x
alliancewar.103.optA;Cyrodiil will never bow down to a foreign invader!;;;;;;;;;x
AllianceWar105Title;A Dominion Diminished?;;;;;;;;;x
AllianceWar105;The Aldmeri Dominion was founded with the promise that our people would share in the spoils of ruling the Empire, the realm of Man. Now the Empire is no more, yet here we remain under the Altmer yoke. How much of our blood has been spilled for nothing? How much more will be spilled for Altmer fantasies of power?;;;;;;;;;x
AllianceWar105OptA;Enough is enough! This 'Dominion' is through!;;;;;;;;;x
alliancewar.110.t;The Dominion defeated!;;;;;;;;;x
alliancewar.110.d;As the armies of the Aldmeri Dominion and the Empire of Cyrodiil clashed, it became clear that Queen Ayrenn's forces were outmatched. Earlier in the day, the Dominion was forced to sign a peace treaty with Cyrodiil, marking the end of the Dominion's attacks on the Empire.\n\nAs the Dominion retreats, the odds of Cyrodiil winning the war have never been so high...;;;;;;;;;x
alliancewar.110.dAlliance;[Root.GetFirstNameWithNick] already claimed Cyrodiil, but it didn't mean that the Three Banners War was over yet. Conflict with the other alliances continued, and it reached a breaking point today.\n\n[From.GetFirstNameWithNick] of [From.PrimaryTitle.GetName] has been forced to sign a peace treaty with [Root.GetFirstName] and leave the Seat of the Sundered Kings.\n\nIt seems [Root.GetFirstName] might be able to keep and protect Cyrodiil until [Root.GetSheHe] can proclaim a total victory...;;;;;;;;;x
alliancewar.110.optA;A glorious victory for Cyrodiil!;;;;;;;;;x
alliancewar.110.optB;A crushing defeat...;;;;;;;;;x
alliancewar.110.optC;Will this conflict ever end?;;;;;;;;;x
alliancewar.111.t;The Pact pushed back!;;;;;;;;;x
alliancewar.111.d;After months of fierce fighting in northern Cyrodiil, the armies of the Ebonheart Pact were pushed one last time. Today, King Jorunn was forced to sue for peace, officially ending his assaults on Cyrodiil.\n\nAs the Pact retreats, the odds of Cyrodiil winning the war have never been so high...;;;;;;;;;x
alliancewar.112.t;The Covenant retreats!;;;;;;;;;x
alliancewar.112.d;The Breton, Redguard, and Orcish armies could not defeat those of the Empire. The Royal Council, having no other choice, officially ended the war with Cyrodiil, as victory seemed impossible. The Iliac Bay will take no further part in the Three Banners War.\n\nAs the Covenant retreats, the odds of Cyrodiil winning the war have never been so high...;;;;;;;;;x
alliancewar.115.t;Cyrodiil falls!;;;;;;;;;x
alliancewar.115.d;The Three Banners War was started over the Empire of Cyrodiil and the Imperial City. Each faction has already fought for months or even years for the Seat of the Sundered Kings, and today one of them can claim to be on the path to victory! [From.GetFirstNameWithNick] defeated the armies defending Cyrodiil, and claimed the Imperial Isle as [From.GetHerHis] own!\n\nThe conflict is not yet over. The other factions still need to be defeated, and peace has to be restored.;;;;;;;;;x
alliancewar.115.dFaction;While [Root.GetFirstNameWithNick] already claimed victory, [Root.GetHerHis] hopes of glory were shattered today when [Root.GetSheHe] was forced to sign a humiliating peace treaty with [From.GetFirstNameWithNick]. [Root.GetHerHisCap] faction has been forced to leave Cyrodiil, as troops from [From.GetFirstName] entered the Imperial City and secured most of the cities still free from occupying forces.\n[From.GetFirstName] now claims Cyrodiil as [From.GetHerHis] own!\n\nWhile the conflict draws to a close, there still are some rebellious forces denying [From.GetFirstName]'s claim on Cyrodiil and the Empire.;;;;;;;;;x
alliancewar.115.optA;We will crush the rebels and invaders!;;;;;;;;;x
alliancewar.115.optB;They will not hold it for long!;;;;;;;;;x
alliancewar.115.optC;When will this war finally be over?;;;;;;;;;x
AllianceWar105OptB;The Dominion is still beneficial. There is no need for further violence.;;;;;;;;;x
AllianceWar210;[From.GetBestName] has informed me of [From.GetHerHis] plans to invade foreign lands and expand Reachman influence. [From.GetSheHeCap] believes that now is the time to strike, and "humbly" requests funding on my part to recruit additional forces for [From.GetHerHis] invasion attempt.;;;;;;;;;x
AllianceWar210OptA;Of course. You have my support!;;;;;;;;;x
AllianceWar210OptB;Not possible, [From.GetFirstName].;;;;;;;;;x
AllianceWar215;There are targets ripe for conquest. Their ineffectual garrisons stand no chance against my fearsome warriors - it is merely a question of where to strike.;;;;;;;;;x
AllianceWarNilheim;To Nilheim!;;;;;;;;;x
AllianceWarMorvunskar;To Morvunskar!;;;;;;;;;x
AllianceWarAnsilvund;To Ansilvund!;;;;;;;;;x
AllianceWarRiften;To Riften!;;;;;;;;;x
AllianceWarWhiterun;To Whiterun!;;;;;;;;;x
AllianceWarValtgard;To Valtgard!;;;;;;;;;x
AllianceWarEvermore;To Evermore!;;;;;;;;;x
AllianceWarDunkarn;To Dunkarn!;;;;;;;;;x
AllianceWarJehenna;To Jehenna!;;;;;;;;;x
AllianceWarFarrun;To Farrun!;;;;;;;;;x
AllianceWarDorven;To Dorven!;;;;;;;;;x
AllianceWar223;The invasion commences! Unfortunately, I was not able to receive any funding from my previous host, and my forces are not as large as I anticipated. But I still sense victory is on the horizon!;;;;;;;;;x
AllianceWar223Acknowledge;Tamriel belongs to the Reachmen!;;;;;;;;;x
AllianceWar224;The invasion commences! With the funding I acquired from my previous host, my forces are grander than I could have hoped. I sense that victory is on the horizon!;;;;;;;;;x
AllianceWar224Acknowledge;Tamriel belongs to the Reachmen!;;;;;;;;;x
AllianceWar225;[From.GetBestName] has gathered an expeditionary force of tribal warriors, wandering adventurers, freelancing mercenaries and other fighters in a bid to conquer foreign lands in the name of the Reach and its people!;;;;;;;;;x
AllianceWar225Acknowledge;Well... good luck with that!;;;;;;;;;x
AllianceWar230;Victory! I knew it was a certainty. Now, as my warriors plunder and celebrate, I can rest easy knowing that not only did I deal a crushing blow to our foes, but that I have also given my people new lands and new hopes.;;;;;;;;;x
AllianceWar230OptA;I should repay my sponsor with an oath of fealty.;;;;;;;;;x
AllianceWar230OptB;For [Root.PrimaryTitle.GetFullName]! For the Reach!;;;;;;;;;x
AllianceWar231;As a token of thanks for your patronage during my efforts to secure new lands for my people, I humbly offer my fealty to you, and will serve as your loyal vassal forthwith.;;;;;;;;;x
AllianceWar231OptA;I accept your offer, [From.GetFirstName].;;;;;;;;;x
AllianceWar231OptB;I am flattered, but you're on your own.;;;;;;;;;x
