stealthattack;They'll never spot me in the shadows, from whence I shall strike.;;;;;;;;;;;;;x
retreat;I must retreat!;;;;;;;;;;;;;x
retreattip;(The outcome of a retreat will be affected by your Intrigue skill);;;;;;;;;;;;;x
martialtip;(Your Martial Skill will affect the outcome);;;;;;;;;;;;;x
stealthtip;(Your Intrigue Skill will affect the outcome);;;;;;;;;;;;;x
magictip;(Your Learning Skill will affect the outcome);;;;;;;;;;;;;x
retreatmagictip;(Your experience in magicka, and your knowledge of the Illusion school allows you to escape this encounter unnoticed);;;;;;;;;;;;;x
loot;You gather up the loot.;;;;;;;;;;;;;x
adventures202desc;A hail of arrows, a butchery by sword and axe. Using my martial prowess I have slaughtered my foes.;;;;;;;;;;;;;x
adventures203desc;Though my martial prowess proved to be greater than my foes', they managed to get in a few good hits before I cut the last of them down.;;;;;;;;;;;;;x
adventures204desc;No matter how hard I pressed the attack, I couldn't overcome my foes' superior combat abilities. Their weapons cut deep and I thought I was done for, but a freak accident on their part allowed me to slip past, and I ran bleeding down the road, making good my escape.;;;;;;;;;;;;;x
adventures205desc;No matter how hard I pressed the attack, I couldn't overcome my foes' superior combat abilities. They cut deep with weapon, fang or spell, and I was certainly done for.;;;;;;;;;;;;;x
adventures215opt;That was close!;;;;;;;;;;;;;x
adventures215desc;When faced with a great threat, I turned tail and ran.  Luckily they nor anyone else saw me... I hope.;;;;;;;;;;;;;x
ouch;Ouch!;;;;;;;;;;;;;x
traitinfectedinjury;I have become wounded, and it appears to be infected, oozing with pus.;;;;;;;;;;;;;x
icky;Icky.;;;;;;;;;;;;;x
adventures216desc;When faced with a great threat, I turned tail and ran, my enemies hot on my heels. I managed to deflect a few blows but some made it through my defences, although by some miracle I did manage to escape.;;;;;;;;;;;;;x
EVTDESC900102;During your journey you spot a ferocious pack of wolves.;;;;;;;;;;;;;x
EVTOPTA900102;Fight!;;;;;;;;;;;;;x
ADV_FIGHTTOOLTIP;You will have a chance of winning, getting injured, maimed or even killed.;;;;;;;;;;;;;x
EVTOPTB900102;Sneak around.;;;;;;;;;;;;;x
ADV_SNEAKTOOLTIP;You will have a chance of escaping, getting injured, maimed or even killed.;;;;;;;;;;;;;x
EVTOPTC900102;Speak to them.;;;;;;;;;;;;;x
ADV_SPEAKTOOLTIP;You will have a chance of getting heard by the beasts or be injured, maimed or even killed.;;;;;;;;;;;;;x
EVTDESC900108;A nasty-looking troll, brandishing a bloody axe, blocks all passages out of the room.;;;;;;;;;;;;;x
EVTOPTA900108;Fight the troll with your sword.;;;;;;;;;;;;;x
EVTOPTB90010;Throw your sword at the troll.;;;;;;;;;;;;;x
EVTOPTB900108TOOLTIPA;...;;;;;;;;;;;;;x
EVTDESC900109;The troll, who is not overly proud, graciously accepts the gift and eats it hungrily. Poor troll, he dies from an internal haemorrhage and his carcass disappears in a sinister black fog.;;;;;;;;;;;;;x
EVTOPTA900109;Go forth.;;;;;;;;;;;;;x
EVTDESC900110;The troll, who is remarkably coordinated, catches the sword and, being for the moment sated, throws it back.;;;;;;;;;;;;;x
EVTOPTA900110;I've been hit by my own sword!;;;;;;;;;;;;;x
EVTDESC900111;Fortunately, the troll has poor control, and the sword falls to the floor. He does not look pleased.;;;;;;;;;;;;;x
EVTOPTA900111;Back to the fight.;;;;;;;;;;;;;x
