tribunal_2;Power - 2;;;;;;;x
tribunal_2_desc;This Tribune's power is weak.;;;;;;;x
tribunal_1;Power - 1;;;;;;;x
tribunal_1_desc;This Tribune's power is mundane.;;;;;;;x
tribunal_0;Deceased;;;;;;;x
tribunal_0_desc;This Tribune is dead.;;;;;;;x
emperor_likes_THIS_tt;This Character Likes...;;Dieser Daedrische Prinz mag...;;;;;;;x
emperor_dislikes_THIS_tt;This Character Dislikes...;;Dieser Daedrische Prinz mag nicht...;;;;;;;x
emperor_has_ambiguous_feelings_of_THIS_tt;(§G[Root.GetFirstName] Likes [This.GetLike]§! but §R[Root.GetFirstName] [This.GetDislike]§!);;;;;;;;;x
OFFMAP_TRIBUTARIES_TOOLTIP_DESCEMPEROR_LIKES_LABEL;This Character Likes;;;;;;;;;x
EMPEROR_LIKES_LABEL;This Character Likes;;;;;;;;;x
EMPEROR_DISLIKES_LABEL;This Character Dislikes;;;;;;;;;x
OFFMAP_TRIBUTARIES_TOOLTIP_DESC;This character does not have tributaries. They do, however, have loyal followers at their disposal.;;;;;;;;;x
OFFMAP_VIEW_BUTTON_INSTANT;$OFFMAP|Y$\nOpen interaction with $OFFMAP|Y$.;;;;;;;;;x
OFFMAP_GIFTS_DESC;If [From.GetFirstName] is interested in mortal affairs, it may be possible to curry favor with [From.GetHerHim] and improve your §YArdor§!.;;;;;;;;;x
OFFMAP_BOONS_DESC;If [From.GetFirstName] is interested in mortal affairs, you can ask for one of a variety of powerful boons, which the Prince may be willing to grant at the cost of some §YArdor§!.;;;;;;;;;x
OFFMAP_GRACE_TOOLTIP;This is your current [Root.GetCurrency] with [Root.GetName].;;;;;;;;;x
OFFMAP_GRACE_TOOLTIP_GAIN;Monthly gain:;Gain mensuel:;Monatlicher Erhalt:;;Ganancia mensual:;;;;;;;;;x
OFFMAP_GRACE_TOOLTIP_DESC;[Root.GetCurrency] can be gained by giving tribute to [Root.GetFullName], and can be used to gain a variety of boons.;Vous pouvez gagner de la [Root.GetCurrency] en envoyant un tribut à l'[Root.GetFullName], et ensuite l'utiliser afin d'obtenir diverses faveurs.;[Root.GetCurrency] kann erhalten werden, indem [Root.GetFullName] Tribut erbracht wird und kann für eine Reihe Gefallen benutzt werden.;;Se puede ganar [Root.GetCurrency] dando tributo a [Root.GetFullName] y se puede usar para conseguir una serie de regalos.;;;;;;;;;x
OFFMAP_LIKES_TOOLTIP;This Character Likes...;;;;;;;;;x
OFFMAP_LIKES_AND_DISLIKES_DESC;Daedric Princes have varying interests and tastes, but above all else, the mortals they most prefer to interact with are the doom-driven heroes of exceptional potential. These are the individuals most likely to attract their attention...;;;;;;;;;x
OFFMAP_DISLIKES_TOOLTIP;This Character Dislikes...;;;;;;;;;x
offmap_openly_worship;Openly worships [From.GetFirstName];;;;;;;;;x
offmap_secretly_worship;Secretly worships [From.GetFirstName];;;;;;;;;x
offmap_pantheon_worship;Worships [From.GetFirstName] within a pantheon;;;;;;;;;x
offmap_likes_patron_almalexia;Follower of [From.GetFirstName];;;;;;;;;x
offmap_likes_patron_sothasil;Follower of [From.GetFirstName];;;;;;;;;x
offmap_likes_patron_vivec;Follower of [From.GetFirstName];;;;;;;;;x
offmap_offering;Offering is Appreciated;;;;;;;;;x
offmap_mural;Artwork is Appreciated;;;;;;;;;x
offmap_likes_khajiit;You are a Khajiit;;;;;;;;;x
offmap_likes_argonians;You are an Argonian;;;;;;;;;x
offmap_likes_bretons;;You are a Breton;;;;;;;;;x
offmap_likes_colovians;You are a Colovian;;;;;;;;;x
offmap_likes_imperials;You are a Heartlander;;;;;;;;;x
offmap_likes_nibeneans;You are a Nibenean;;;;;;;;;x
offmap_likes_nords;You are a Nord;;;;;;;;;x
offmap_likes_reachmen;You are a Reachman;;;;;;;;;x
offmap_likes_redguards;You are a Redguard;;;;;;;;;x
offmap_likes_altmer;You are an Altmer;;;;;;;;;x
offmap_likes_bosmer;You are a Bosmer;;;;;;;;;x
offmap_likes_dunmer;You are a Dunmer;;;;;;;;;x
offmap_likes_orsimer;You are an Orsimer;;;;;;;;;x
offmap_likes_ayleids;You are an Ayleid;;;;;;;;;x
offmap_likes_chimer;You are a Chimer;;;;;;;;;x
offmap_likes_dwemer;You are a Dwemer;;;;;;;;;x
offmap_likes_falmer;You are a Falmer;;;;;;;;;x
offmap_likes_maormer;You are a Maormer;;;;;;;;;x
offmap_likes_akaviri;You are an Akaviri;;;;;;;;;x
offmap_likes_kamal;You are a Kamal;;;;;;;;;x
offmap_likes_potun;You are a Po Tun;;;;;;;;;x
offmap_likes_tangmo;You are a Tangmo;;;;;;;;;x
offmap_likes_tsaesci;You are a Tsaesci;;;;;;;;;x
offmap_likes_quey;You are a Quey;;;;;;;;;x
offmap_likes_dremora;You are a Dremora;;;;;;;;;x
offmap_likes_sload;You are a Sload;;;;;;;;;x
offmap_likes_undead;You are an Undead;;;;;;;;;x
offmap_likes_lustful;You are Lustful;;;;;;;;;x
offmap_likes_chaste;You are Chaste;;;;;;;;;x
offmap_likes_gluttonous;You are Gluttonous;;;;;;;;;x
offmap_likes_temperate;You are Temperate;;;;;;;;;x
offmap_likes_greedy;You are Greedy;;;;;;;;;x
offmap_likes_charitable;You are Charitable;;;;;;;;;x
offmap_likes_slothful;You are Slothful;;;;;;;;;x
offmap_likes_diligent;You are Diligent;;;;;;;;;x
offmap_likes_envious;You are Envious;;;;;;;;;x
offmap_likes_kind;You are Kind;;;;;;;;;x
offmap_likes_wroth;You are Wroth;;;;;;;;;x
offmap_likes_patient;You are Patient;;;;;;;;;x
offmap_likes_proud;You are Proud;;;;;;;;;x
offmap_likes_humble;You are Humble;;;;;;;;;x
offmap_likes_deceitful;You are Deceitful;;;;;;;;;x
offmap_likes_honest;You are Honest;;;;;;;;;x
offmap_likes_craven;You are Craven;;;;;;;;;x
offmap_likes_brave;You are Brave;;;;;;;;;x
offmap_likes_shy;You are Shy;;;;;;;;;x
offmap_likes_gregarious;You are Gregarious;;;;;;;;;x
offmap_likes_ambitious;You are Ambitious;;;;;;;;;x
offmap_likes_content;You are Content;;;;;;;;;x
offmap_likes_arbitrary;You are Arbitrary;;;;;;;;;x
offmap_likes_just;You are Just;;;;;;;;;x
offmap_likes_cynical;You are Cynical;;;;;;;;;x
offmap_likes_zealous;You are Zealous;;;;;;;;;x
offmap_likes_paranoid;You are Paranoid;;;;;;;;;x
offmap_likes_trusting;[FromFromFromFrom.GetFirstName] is Trusting;;;;;;;;;x
offmap_likes_cruel;You are Cruel;;;;;;;;;x
offmap_likes_ruthless;You are Ruthless;;;;;;;;;x
offmap_likes_reckless;You are Reckless;;;;;;;;;x
offmap_likes_absent_minded;You are Absent-Minded;;;;;;;;;x
offmap_likes_vain;You are Vain;;;;;;;;;x
offmap_likes_slovenly;You are Slovenly;;;;;;;;;x
offmap_likes_erudite;You are Erudite;;;;;;;;;x
offmap_likes_stubborn;You are Stubborn;;;;;;;;;x
offmap_likes_celibate;You are Celibate;;;;;;;;;x
offmap_likes_groomed;You are Groomed;;;;;;;;;x
offmap_likes_uncouth;You are Uncouth;;;;;;;;;x
offmap_likes_diseased;You are Diseased;;;;;;;;;x
offmap_likes_vow_1;Vow of Ignoble Squalor;;;;;;;;;x
offmap_likes_vow_2;Vow of Wretched Squalor;;;;;;;;;x
offmap_likes_vow_3;Vow of Woeful Squalor;;;;;;;;;x
offmap_likes_poets;You are a Poet;;;;;;;;;x
offmap_likes_falconers;You are a Falconer;;;;;;;;;x
offmap_likes_gardeners;You are a Gardener;;;;;;;;;x
offmap_likes_administrators;You are an Administrator;;;;;;;;;x
offmap_likes_architects;You are an Architect;;;;;;;;;x
offmap_likes_blacksmiths;You are a Blacksmith;;;;;;;;;x
offmap_likes_engineers;You are an Engineer;;;;;;;;;x
offmap_likes_impalers;You are an Impaler;;;;;;;;;x
offmap_likes_seducers;You are a Seducer;;;;;;;;;x
offmap_likes_seductresses;You are a Seductress;;;;;;;;;x
offmap_likes_schemers;You are a Schemer;;;;;;;;;x
offmap_likes_smugglers;You are a Smuggler;;;;;;;;;x
offmap_likes_saboteurs;You are a Saboteur;;;;;;;;;x
offmap_likes_pirates;You are a Pirate;;;;;;;;;x
offmap_likes_duelists;You are a Duelist;;;;;;;;;x
offmap_likes_hunters;You are a Hunter;;;;;;;;;x
offmap_likes_strategists;You are a Strategist;;;;;;;;;x
offmap_likes_adventurers;You are an Adventurer;;;;;;;;;x
offmap_likes_gladiators;You are a Gladiator;;;;;;;;;x
offmap_likes_equestrians;You are an Equestrian;;;;;;;;;x
offmap_likes_hedonists;You are a Hedonist;;;;;;;;;x
offmap_likes_socializers;You are a Socializer;;;;;;;;;x
offmap_likes_gamers;You are a Gamer;;;;;;;;;x
offmap_likes_painters;You are a Painter;;;;;;;;;x
offmap_likes_musicians;You are a Musician;;;;;;;;;x
offmap_likes_gamblers;You are a Gambler;;;;;;;;;x
offmap_likes_mystics;You are a Mystic;;;;;;;;;x
offmap_likes_scholars;You are a Scholar;;;;;;;;;x
offmap_likes_theologians;You are a Theologian;;;;;;;;;x
offmap_likes_alchemists;You are an Alchemist;;;;;;;;;x
offmap_likes_magicians;You are a Magician;;;;;;;;;x
offmap_likes_necromancers;You are a Necromancer;;;;;;;;;x
offmap_likes_batshit_crazy;You are Utterly Crazy;;;;;;;;;x
offmap_likes_drunkards;You are a Drunkard;;;;;;;;;x
offmap_likes_skooma_addiction;You are a Skooma Addict;;;;;;;;;x
offmap_likes_dragonborns;You are a Dragonborn;;;;;;;;;x
offmap_likes_dragonblood;You have Dragon Blood;;;;;;;;;x
offmap_likes_lycans;You are a Lycanthrope;;;;;;;;;x
offmap_likes_vampires;You are a Vampire;;;;;;;;;x
offmap_likes_warlords;You are a Warlord;;;;;;;;;x
offmap_likes_slavers;You are a Slaver;;;;;;;;;x
offmap_likes_exslaves;You are an Ex-Slave;;;;;;;;;x
offmap_likes_house_dres;You are from House Dres;;;;;;;;;x
offmap_likes_house_hlaalu;You are from House Hlaalu;;;;;;;;;x
offmap_likes_house_indoril;You are from House Indoril;;;;;;;;;x
offmap_likes_house_redoran;You are from House Redoran;;;;;;;;;x
offmap_likes_house_telvanni;You are from House Telvanni;;;;;;;;;x
offmap_likes_house_sadras;You are from House Sadras;;;;;;;;;x
offmap_likes_house_sul;You are from House Sul;;;;;;;;;x
offmap_likes_house_veloth;You are from House Veloth;;;;;;;;;x
offmap_likes_house_dagoth;You are from House Dagoth;;;;;;;;;x
offmap_likes_houseless_dunmer;You are Houseless;;;;;;;;;x
offmap_likes_house_custom_1;You are from a Custom House;;;;;;;;;x
offmap_likes_house_custom_2;You are from a Custom House;;;;;;;;;x
offmap_likes_house_custom_3;You are from a Custom House;;;;;;;;;x
offmap_likes_vassal;You are a loyal vassal;;;;;;;;;x
offmap_likes_benefactor;You are an esteemed Benefactor;;;;;;;;;x
offmap_likes_protectorate;You are a humble Protectorate;;;;;;;;;x
offmap_likes_religious_unity;You are a fellow [From.Religion.GetName];;;;;;;;;x
offmap_likes_strong_chiefs;You are a Strong Chief;;;;;;;;;x
offmap_likes_weak_chiefs;You are a Weak Chief;;;;;;;;;x
likes_dragonborns;Dragonborn Heroes;;;;;;;;;x
likes_dwemer;Dwemer;;;;;;;;;x
