#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
alchemy21d;[From.GetBestName], your alchemist, has prepared a potion to increase your stewardship skills whilst performing alchemical experiments in [From.Location.GetName].;;;;;;;;;;;;;x
alchemy22d;The potion of stewardship you drank seems to have had little if any appreciable effect.;;;;;;;;;;;;;x
alchemy26d;[From.GetBestName], your alchemist, has prepared a potion to increase your speechcraft and persuasion whilst performing alchemical experiments in [From.Location.GetName].;;;;;;;;;;;;;x
alchemy27d;The potion of speechcraft you drank seems to have had little if any appreciable effect.;;;;;;;;;;;;;x
alchemy2d;[From.GetBestName], whom you have instructed to perform alchemical experiments, has approached you with the results of [From.GetHerHis] latest experiment. Apparently it is a rather potent fertility potion in a small blue bottle.;;;;;;;;;;;;;x
alchemy31d;[From.GetBestName], your alchemist, has prepared a potion to increase your intrigue while performing alchemical experiments in [From.Location.GetName].;;;;;;;;;;;;;x
alchemy32d;The potion of intrigue you drank seems to have had little if any appreciable effect.;;;;;;;;;;;;;x
alchemy36d;[From.GetBestName], your alchemist, has prepared a potion to increase your learning capabilities while performing alchemical experiments in [From.Location.GetName].;;;;;;;;;;;;;x
alchemy37d;The potion you drank to increase your learning capabilities seems to have had little if any appreciable effect.;;;;;;;;;;;;;x
alchemy3d;It seems the fertility potion you had your alchemist prepare has not had the desired effect. If anything, you feel like your libido has gone down...;;;;;;;;;;;;;x
alchemy3o;I just don't feel sexual any more...;;;;;;;;;;;;;x
alchemy41d;"[From.GetBestName], your alchemist, bursts into the room with a wild gleeful look in their eyes. "I've done it! I've done it!" they proclaim as they dance around in circles, clutching a glowing bottle to their chest. It seems [From.GetBestName] has created what they call a 'Special Brew', which they claim will permanently increase one aspect of your skills.";;;;;;;;;;;;;x
alchemy42d;The potion [From.GetBestName] gave you certainly was a 'Special Brew'. You already feel stronger, and as you gaze at maps, battle plans form in your mind and your sword falls easier in your hand.;;;;;;;;;;;;;x
alchemy43d;The potion [From.GetBestName] gave you certainly was a 'Special Brew'. You seem more able to convince others to do your bidding, your speechcraft and diplomatic capabilities seem to have increased considerably.;;;;;;;;;;;;;x
alchemy44d;The potion [From.GetBestName] gave you certainly was a 'Special Brew'. You have gained greater insight into the management of people, and seem acutely aware of the intricacies of handling domestic affairs.;;;;;;;;;;;;;x
alchemy45d;The potion [From.GetBestName] gave you certainly was a 'Special Brew'. You have gained an almost otherwordly perception of the goings on about you, able to see the patterns in peoples movements and speech. Schemes seem to come to you as easily as slicing bread.;;;;;;;;;;;;;x
alchemy46d;The potion [From.GetBestName] gave you certainly was a 'Special Brew'. You already feel smarter, and have gained an acute awareness of knowledgeable topics.;;;;;;;;;;;;;x
alchemy4d;Your liege has refused the potion you brewed.;;;;;;;;;;;;;x
alchemy4o;Well, I suppose it's not for everyone.;;;;;;;;;;;;;x
alchemy51d;[From.GetBestName], your alchemist, miscalculated one of [From.GetHerHis] experimental recipes and ended up creating a batch of minor healing potions. They are of little use at court but the soldiers would benefit greatly from them.;;;;;;;;;;;;;x
alchemy53d;[From.GetBestName], your alchemist, miscalculated one of [From.GetHerHis] experimental recipes and ended up creating a batch of minor fortify potions. They are of little use at court but the soldiers would benefit greatly from them.;;;;;;;;;;;;;x
alchemy61d;[From.GetBestName], your alchemist, has produced a rare Alteration potion. [From.GetSheHe] claims that it can remove any deformities a person may have, but is quick to point out how your perfect, divine self lacks any of those awful deformities. [From.GetSheHe] goes on to state that the potion could also enhance one's already perfect form...;;;;;;;;;;;;;x
alchemy62d;A few moments after you down the potion, your entire body is filled with a wracking pain. You drop to the floor and feel parts of your body being pulled and torn, popped and snapped. Eventually the harrowing experience subsides, and you stand looking in to the mirror to find your deformity has...vanished!;;;;;;;;;;;;;x
alchemy63d;That damn fool of an alchemist has given you the wrong polymorph potion! They've turned you into a chicken!;;;;;;;;;;;;;x
alchemy64d;After several hours of waiting, [From.GetBestName], your alchemist, leaves the room looking very angry with [From.GetHerselfHimself]. It appears the Polymorph Potion has had no discernible effect upon your person...;;;;;;;;;;;;;x
alchemy66d;A few days after you had the polymorph potion from your alchemist you were involved in a scuffle with a man who was severely ill. The servants who burnt your clothes died from the same ailment shortly after, you on the other hand have proven immune. It appears the potion had an unintended effect, you also don't appear to have aged a day since drinking it...;;;;;;;;;;;;;x
alchemy67d;Finally the polymorph potion has warn off - your body has stretched and snapped back to its original form before you consumed that tainted potion.;;;;;;;;;;;;;x
alchemy6d;[From.GetBestName], your alchemist, has approached you with the results of his latest experiment. Apparently [From.GetBestName] has created a rather potent health potion.;;;;;;;;;;;;;x
alchemy7d;The potion of health that your alchemist prepared appears to have not had the desired effect.;;;;;;;;;;;;;x
aldmeris_opinion;Aldmeris Opinion;;;;;;;;;;;;;x
alikr_opinion;Alik'r Opinion;;;;;;;;;;;;;x
alkosh_opinion;Alkosh Opinion;;;;;;;;;;;;;x
almsivi_old_velothi_opinion;Velothi Opinion;;;;;;;;;;;;;x
almsivi_opinion;Almsivi Opinion;;;;;;;;;;;;;x
altmer_opinion;Altmer Opinion;;;;;;;;;;;;;x
amulet_draconian_madstone;Draconian Madstone;;;;;;;;;;;;;x
amulet_draconian_madstone_desc;The Draconian Madstone is an ancient Tsaesci amulet said to grant the wearer protection from disease and poison, it was a prized possession of the snakemen's Empresses, a symbol of their authority much in the same way as the Amulet of Kings represented the authority of the Emperors of Tamriel. It was bequeathed to the General of the Tsaesci Invasion at the end of the first era by the Empress who hoped it would protect the man, her son, on his grand campaign. Unfortunately the Amulet, along with the General and his army, was seemingly lost to history.;;;;;;;;;;;;;x
amulet_of_infectious_charm;Amulet of Infectious Charm;;;;;;;;;;;;;x
amulet_of_infectious_charm_desc;A legendary trinket of some renown, the Amulet has the ability to render an individual almost unresistable to the opposite sex. The one who wears this amulet around their neck is blessed with the powers of suggestion and seduction, albiet at the cost of health and a susceptibility to disease.;;;;;;;;;;;;;x
amulet_of_necromancer;Necromancer's Amulet;;;;;;;;;;;;;x
amulet_of_necromancer_desc;The Necromancer's Amulet is a legendary item created by Mannimarco, the King of Worms. In appearance it is an exquisite amulet, often with a skull emblazoned upon it, though it's shape seems to shift with each new owner. It grants the wearer a measure of protection almost equal to wearing fullplate without the additional burden, as well as regeneration from injury. The wearer also becomes wise beyond his years and far more capable as a Spellcaster. This comes at a price however, as the amulet exacts a tax upon it's wearer's health, slowly degenerating them until they become little more than a husk. The amulet is unstable in this world, and is forever doomed to fade in and out of existence, reappearing at locations distant from that of its disappearance, although some say this is intentional, the Amulet abandoning it's owner when it has all but drained the very last breathes from them in it's seemingly unending search for it's original master.;;;;;;;;;;;;;x
amulet_of_necromancy;Amulet of Necromancy;;;;;;;;;;;;;x
amulet_of_necromancy_desc;A dark amulet, said to hold power over the undead. While it can be extremely powerful in the hands of the right mage, only those who can claim to master Necromancy are known to hold it. Some say it is just a pale immitation of the much more potent Necromancer's Amulet, crafted by the King of Worms himself...;;;;;;;;;;;;;x
amulet_dark;Dark Amulet;;;;;;;;;;;;;x
amulet_dark_desc;A strange amulet, said to hold enough power to sustain the necromancer's dominion over the undead.;;;;;;;;;;;;;x
amulet_tainted;Tainted Amulet;;;;;;;;;;;;;x
amulet_tainted_desc;While potent, this amulet is said to drain the life of its wearer...;;;;;;;;;;;;;x
amulet_of_unity;Amulet of Unity;;;;;;;;;;;;;x
amulet_of_unity_desc;A highly prized enchanted amulet, these trinkets were fashioned by an unknown individual during the Potentate era preceeding the Interregnum. They were originally crafted to aid the Potentate in maintaining his control by dispatching them as gifts to local governors he appointed, the trinkets enhancing the disposition of unruly nobles and peasants alike toward the wearer. These days they are sought after by Merchants, Nobles and others who seek their beguiling powers over servants and vassals.;;;;;;;;;;;;;x
animism_opinion;Animism Opinion;;;;;;;;;;;;;x
anuic_skaal_opinion;Anuic Opinion;;;;;;;;;;;;;x
appeased_religious;The local people feel that they and their ruler are blessed by the Gods. They are therefore less likely to revolt.;Ceux qui habitent cette province sentent que leur souverain et eux sont bénis par Dieu. Ils sont donc moins susceptibles de se révolter.;Die Menschen in dieser Provinz glauben, sie und ihr Herrscher seien von Gott gesegnet. Daher ist es weniger wahrscheinlich, dass sie revoltieren. ;;Las personas que viven en esta provincia sienten que tanto ellos como su gobernante están bendecidos por Dios. Por tanto, son menos propensos a la rebelión.;;;;;;;;;;;;;x
appoint_local_magistrate;Appoint Local Magistrate;;;;;;;;;;;;;x
appoint_local_magistrate_desc;Appoint a Magistrate from amongst the locals. This will appoint a new ruler for the target barony with a culture matching the province's local culture.;;;;;;;;;;;;;x
arch_curator;Arch-Curator;;;;;;;;;;;;;x
arch_primate;Arch-Primate;;;;;;;;;;;;;x
archcanon;Archcanon;;;;;;;;;;;;;x
archein_opinion;Archein Opinion;;;;;;;;;;;;;x
arghsabrecat;Argh!;;;;;;;;;;;;;x
argonian_opinion;Argonian Opinion;;;;;;;;;;;;;x
artifact_count;Artifacts Owned;;;;;;;;;;;;;x
ashlander_opinion;Ashlander Opinion;;;;;;;;;;;;;x
ASK_FOR_EXCOMMUNICATION_INTERACTION_0;Ask §Y[Recipient.GetTitledFirstName]§W to excommunicate §Y[ThirdPartyCharacter.GetBestName]§W. This will cost you §R$COST$§W Favour and, if granted, will be viewed as an insult by [ThirdPartyCharacter.GetPossPronoun] relatives.;ASK_FOR_EXCOMMUNICATION_INTERACTION_0_FRA;ASK_FOR_EXCOMMUNICATION_INTERACTION_0_GER;;ASK_FOR_EXCOMMUNICATION_INTERACTION_0_SPA;;;;;;;;;x
ASK_FOR_EXCOMMUNICATION_INTERACTION_DESC;Ask §Y[Actor.RelHead.GetTitledFirstName]§W to excommunicate §Y[ThirdPartyCharacter.GetBestName]§W. This will cost you §R100§W Favour and, if granted, will be viewed as an insult by [ThirdPartyCharacter.GetPossPronoun] relatives.;_ASK_FOR_EXCOMMUNICATION_INTERACTION_FRENCH;ASK_FOR_EXCOMMUNICATION_INTERACTION_GERMAN;;ASK_FOR_EXCOMMUNICATION_INTERACTION_SPANISH;;;;;;;;;x
ask_for_land_desc;I can ask my Liege to give some land to my unlanded child. This can only be done once every two years.;;;;;;;;;;;;;x
ask_friend_loan;Request a Loan;;;;;;;;;;;;;x
ask_friend_loan_desc;Request a Loan from your friend, §G[This.GetFirstName]§!.;;;;;;;;;;;;;x
ask_merchant_loan;Request a Loan;;;;;;;;;;;;;x
ask_merchant_loan_desc;Request a Loan from §Y[This.GetTitledFirstName]§!, Head of the §Y[This.GetTitle]§!.;;;;;;;;;;;;;x
atlastmeagain;At last, I'm me again! ... *Bawk*;;;;;;;;;;;;;x
atmoran_opinion;Atmoran Opinion;;;;;;;;;;;;;x
atmoran_pantheon_opinion;Atmoran Pantheon Opinion;;;;;;;;;;;;;x
auriel_opinion;Auri-El Opinion;;;;;;;;;;;;;x
awildbardappears;A Master Bard appears at Court.;;;;;;;;;;;;;x
awildbmageappears;A Master Battlemage appears at Court.;;;;;;;;;;;;;x
awildknightappears;A Master Knight appears at Court.;;;;;;;;;;;;;x
awildmageappears;A Master Mage appears at Court.;;;;;;;;;;;;;x
awildmonkappears;A Master Monk appears at Court.;;;;;;;;;;;;;x
awildnightbladeappears;A Master Nightblade appears at Court.;;;;;;;;;;;;;x
awildpilgrimappears;A Master Pilgrim appears at Court.;;;;;;;;;;;;;x
awildpriestappears;A Master Priest appears at Court.;;;;;;;;;;;;;x
awildthiefappears;A Master Thief appears at Court.;;;;;;;;;;;;;x
awildwarriorappears;A Master Warrior appears at Court.;;;;;;;;;;;;;x
ayleid_opinion;Ayleid Opinion;;;;;;;;;;;;;x
b_alacantir;Alacantir;;;;;;;;;;;;;x
b_nerva;Nerva;;;;;;;;;;;;;x
baan_dar_opinion;Baan Dar Opinion;;;;;;;;;;;;;x
block_all_seduction_toggle;Allow Seduction Toggle;;;;;;;;;;;;;x
block_all_seduction_toggle_desc;Toggle whether [From.GetFullName] can be the target of seductions. This only applies to player characters.;;;;;;;;;;;;;x
block_seduction_tt;§KPrevent§! §G[From.GetFullName]§! from being the target of seduction actions.;;;;;;;;;;;;;x
bosmer_opinion;Bosmer Opinion;;;;;;;;;;;;;x
breton_opinion;Breton Opinion;;;;;;;;;;;;;x
build_mausoleum_tt;Your Chief Architect begins the momentous task of designing and constructing your personal Mausoleum, to house your body when you soul departs for Aetherius... or Oblivion, wherever it finds itself in the afterlife.;;;;;;;;;;;;;x
CAN_HOLD_MORE_ARTIFACTS;Can hold more artifacts;;;;;;;;;;;;;x
cancelpotion;I don't think my liege would be interested.;;;;;;;;;;;;;x
cancelpotiontt;You try to sell the potion at the local market.;;;;;;;;;;;;;x
captain;Captain;;;;;;;;;;;;;x
cb_install_antiking_desc;Install another Person as King;;;;;;;;;;;;;x
Chairman;Chairman;;;;;;;;;;;;;x
champion;Champion;;;;;;;;;;;;;x
chancellor10d;My attempts to bring our glorious culture to [Root.GetName] have proven successful. The inhabitants of [Root.GetName] are now majority [Root.Holder.Culture.GetName], or at least are practising our customs in their daily lives.;;;;;;;;;;;;;x
chancellor10t;Province Culture Converted;;;;;;;;;;;;;x
chancellor11d;My attempts to bring our glorious culture to [From.Location.GetName] have proven successful. The inhabitants of [From.Location.GetName] are now majority [Root.Culture.GetName], or at least are practising our customs in their daily lives.;;;;;;;;;;;;;x
chancellor1d;The locals have become increasingly angered at what they see as encroachment of their territory by the new colonists I have recently brought into [Location.GetName].;;;;;;;;;;;;;x
chancellor1o;Inform my liege of these troubling developments.;;;;;;;;;;;;;x
chancellor1t;Locals Angered;;;;;;;;;;;;;x
chancellor2d;My liege I must inform you of the troubles in [From.Location.GetName]. My attempts to settle the province with our own people and sway the locals to our way of life and culture have met with great resistance. The people are angry and we may soon be facing an open rebellion.;;;;;;;;;;;;;x
chancellor4d;My attempts to bring in settlers from our other provinces to aid in the conversion of [Location.GetName] have proven successful. Several small enclaves have been established and some of the natives have started to adopt our customs and mannerisms.;;;;;;;;;;;;;x
chancellor4t;Cultural Enclaves Established;;;;;;;;;;;;;x
chancellor5d;My attempts to bring in settlers from our other provinces to aid in the conversion of [From.Location.GetName] have proven successful. Several small enclaves have been established and some of the natives have started to adopt our customs and mannerisms.;;;;;;;;;;;;;x
cheese_everywhere;Bountiful Cheese;;;;;;;;;;;;;x
cheese_everywhere_desc;A million wheels of cheese have rained from the sky in this province. There were a few deaths but in general the people are ecstatic at the bountiful yield of cheese for they will surely not die of hunger in the near future.;;;;;;;;;;;;;x
chimer_opinion;Chimer Opinion;;;;;;;;;;;;;x
chimeris_opinion;Chimeris Opinion;;;;;;;;;;;;;x
choosebigbox;Choose the large, rough hewn chest.;;;;;;;;;;;;;x
chooselittlebox;Choose the small, ordinary chest.;;;;;;;;;;;;;x
choosemediumbox;Choose the medium, ornate chest.;;;;;;;;;;;;;x
cleanse_impure;Cleanse Impure;;;;;;;;;;;;;x
cleanse_impure_desc;[Root.GetTitledFirstName]'s purity is deficient. As a good Altmer, I must perform the proper rituals and remove them from existence.;;;;;;;;;;;;;x
cluckcluck;*Cluck Cluck!* *Bwaaak!*;;;;;;;;;;;;;x
colovian_opinion;Colovian Opinion;;;;;;;;;;;;;x
Company_of;Company of;;;;;;;;;;;;;x
convert_to_castle;Convert to Castle;;;;;;;;;;;;;x
convert_to_castle_desc;Convert this holding to a castle holding.;;;;;;;;;;;;x
convert_to_city;Convert to City;;;;;;;;;;;;;x
convert_to_city_desc;Convert this holding to a city holding.;;;;;;;;;;;;;x
convert_to_temple;Convert to Temple;;;;;;;;;;;;;x
convert_to_temple_desc;Convert this holding to a temple holding.;;;;;;;;;;;;;x
create_tamriel_tt_0;Only those who dominate can form the Empire of Tamriel. To fulfil this requirement you must meet all of the following.\n - Hold three Crowns including at least,\n - The High Kingdom of Cyrodiil\n - At least one other High Kingdom\n;;;;;;;;;;;;;x
create_tamriel_tt_1;Only those destined to rule can form the Empire of Tamriel. To fulfil this requirement you must meet one of the following.\n - Obtain the Amulet of Kings\n - Obtain a legitimate Claim to the Empire\n - Have a Divine or Imperial Bloodline\n - Be the Dragonborn\n;;;;;;;;;;;;;x
crown_opinion;Crown Opinion;;;;;;;;;;;;;x
CULLING;Culling;;;;;;;;;;;;;x
cult_greybeards_opinion;Voice Opinion;;;;;;;;;;;;;x
curse_of_arkay_death;died of complications from a divine curse.;;;;;;;;;;;;;x
daedra_azura_opinion;Azura Cult Opinion;;;;;;;;;;;;;x
daedra_boethiah_opinion;Boethiah Cult Opinion;;;;;;;;;;;;;x
daedra_clavicus_opinion;Clavicus Vile Cult Opinion;;;;;;;;;;;;;x
daedra_hermaeus_opinion;Hermaeus Cult Opinion;;;;;;;;;;;;;x
daedra_hircine_opinion;Hircine Cult Opinion;;;;;;;;;;;;;x
daedra_jyggalag_opinion;Jyggalag Cult Opinion;;;;;;;;;;;;;x
daedra_malacath_opinion;Malacath Cult Opinion;;;;;;;;;;;;;x
daedra_mehrunes_opinion;Mehrunes Cult Opinion;;;;;;;;;;;;;x
daedra_mephala_opinion;Mephala Cult Opinion;;;;;;;;;;;;;x
daedra_meridia_opinion;Meridia Cult Opinion;;;;;;;;;;;;;x
daedra_molag_opinion;Molag Bal Cult Opinion;;;;;;;;;;;;;x
known_vampire_opinion;Known Vampire Opinion;;;;;;;;;;;;;x
house_telvanni_opinion;House Telvanni Opinion;;;;;;;;;;;;;x
daedra_namira_opinion;Namira Cult Opinion;;;;;;;;;;;;;x
daedra_nocturnal_opinion;Nocturnal Cult Opinion;;;;;;;;;;;;;x
daedra_opinion;Daedra Opinion;;;;;;;;;;;;;x
daedra_opinion;Daedric Cults Opinion;;;;;;;;;;;;;x
daedra_peryite_opinion;Peryite Cult Opinion;;;;;;;;;;;;;x
daedra_sanguine_opinion;Sanguine Cult Opinion;;;;;;;;;;;;;x
daedra_sheogorath_opinion;Sheogorath Cult Opinion;;;;;;;;;;;;;x
daedra_vaermina_opinion;Vaermina Cult Opinion;;;;;;;;;;;;;x
daedric;Daedric;;;;;;;;;;;;;x
daedric_opinion;Daedric Opinion;;;;;;;;;;;;;x
development_investment;Developed Infrastructure;;;;;;;;;;;;;x
development_investment_desc;Investments have greatly improved the infrastructure in this province.;;;;;;;;;;;;;x
disable_colonization;Disable Colonisation;;;;;;;;;;;;;x
disable_colonization_desc;Disable Colonisation;;;;;;;;;;;;;x
diseasecured;Your illnesses are cured!;;;;;;;;;;;;;x
distributethem;Distribute them amongst the soldiery.;;;;;;;;;;;;;x
donotformtheorder;I do not wish to sponsor the formation of an Order.;;;;;;;;;;;;;x
dontbecrazycrazyman;What is this craziness?;;;;;;;;;;;;;x
draconian_madstone_tt;\nProvides protection against assassination attempts.\nProvides protection against diseases and illnesses.\n;;;;;;;;;;;;;x
dragon;Dragon;;;;;;;;;x
dragon_cult_opinion;Dragon Cult Opinion;;;;;;;;;;;;;x
dragon_modifier;Dragon Modifier;;;;;;;;;x
DRAGONGUARD_TAMRIEL;Dragonguard;;;;;;;;;x
DRAGONGUARD_TAMRIEL_ADJ;Dragonguard;;;;;;;;;x
draugr_opinion;Draugr Opinion;;;;;;;;;;;;;x
dremora_opinion;Dremora Opinion;;;;;;;;;;;;;x
drinkup;Hm, I could really use one of those!;;;;;;;;;;;;;x
drinkuptt;You down the bitter potion in one gulp.\n;;;;;;;;;;;;;x
dunmer_opinion;Dunmer Opinion;;;;;;;;;;;;;x
dwemer_opinion;Dwemer Opinion;;;;;;;;;;;;;x
EDUCATION_RANKUP_CHECK_CT;You get a better understanding of your education and training;;;;;;;;;;;;;x
eight_divines_opinion;Eight Divines Opinion;;;;;;;;;;;;;x
sea_worship_opinion;Cult of Kthulhut Opinion;;;;;;;;;;;;;x
plaguing_kings_opinion;Plaguing Kings Opinion;;;;;;;;;;;;;x
ekartifactdaedra.0.d;"The Oghma Infinium sits before you. It seems to shimmer and pulsate with swirling currents of magickal energy. Thus far you have read only small excerpts, granting you limited pieces of the Oghma's power but you have the choice of absorbing the Oghma's knowledge and power in it's entirity. Doing so will "destroy" the artifact but grant you near godlike powers.";;;;;;;;;x
ekartifactdaedra.0.o1a;I will unlock all of it's secrets and become a God in my own right!;;;;;;;;;x
ekartifactdaedra.0.o1b;I will unlock all of it's secrets and become a God in my own right!;;;;;;;;;x
ekartifactdaedra.0.o1tt;Black tentacle like strands of cold energy reach forth from the book, worming their way into your mind.;;;;;;;;;;;;;x
ekartifactdaedra.0.o2;I must restrain myself, the Oghma Infinium is too precious to be lost.;;;;;;;;;;;;;x
ekartifactdaedra.0.t;Manipulating the Oghma Infinium;;;;;;;;;x
ekartifactdaedra.1.d1;Black tentacle like strands of cold energy reach forth from the book. You recoil in agony as they pierce your mind, worming their way into your thoughts. Your vision fades to absolute black, you blink and open your eyes to an infinite starry abyss. You blink again and feel your brain boil in your skull as a thousand symbols, images, sounds and thoughts echo through the abyss...\nHours later a startled servant wakes you from your unconcious state, sprawled and drooling as you were upon the hard floor.\nAs you take to your feet, you feel renewed, strong, powerful. All the knowledge of a thousand worlds flows freely in your mind, and you look upon the world around you for what it really is, an illusion, a forgery. It is but a game, and now you are the player.;;;;;;;;;;;;;x
ekartifactdaedra.1.d2;Black tentacle like strands of cold energy reach forth from the book. You recoil in agony as they pierce your mind, worming their way into your thoughts. Your vision fades to absolute black, you blink and open your eyes to an infinite starry abyss. You blink again and feel your brain boil in your skull as a thousand symbols, images, sounds and thoughts echo through the abyss...\nHours later a startled servant finds your corpse, foamed drool oozing from your mouth and a foul smelling grey-brown liquid seeping from your nose and ears. Your mind was incapable of containing all that the Oghma Infinium had to share.;;;;;;;;;;;;;x
ekartifactdaedra.1.d3;"Black tentacle like strands of cold energy reach forth from the book. You recoil in agony as they pierce your mind, worming their way into your thoughts. Your vision fades to absolute black, you blink and open your eyes to an infinite starry abyss. You blink again and feel your brain boil in your skull as a thousand symbols, images, sounds and thoughts echo through the abyss...\nHours later a startled servant find gibbering and drooling in the corner about "Crusaders", "Paradoxes" and someone called "Todd the Liar". Unfortunately it seems the Oghma Infinium has permanently destroyed you, whatever secrets it shared are sadly lost somewhere in that shattered mind.";;;;;;;;;x
ekartifactdaedra.1.o1;It's all so clear to me now.;;;;;;;;;;;;;x
ekartifactdaedra.1.o3;Every mountain can be climbed! INFINITE QUESTS!;;;;;;;;;x
ekartifactdaedra.1.o4;It's all so clear to us now.;;;;;;;;;;;;;x
ekartifactdaedra.1.d1new;The pages of the Oghma Infinium swirl before me. With this, I can choose a path that will enable me to defeat any obstacle, climb every mountain, and reach new heights.;;;;;;;;;;;;;x
ekartifactdaedra.PathOfGuile;The Path of Guile.;;;;;;;;;;;;;x
ekartifactdaedra.PathOfMight;The Path of Might.;;;;;;;;;;;;;x
ekartifactdaedra.PathOfWealth;The Path of Wealth.;;;;;;;;;;;;;x
ekartifactdaedra.PathOfShadow;The Path of Shadow.;;;;;;;;;;;;;x
ekartifactdaedra.PathOfMagic;The Path of Magic.;;;;;;;;;;;;;x
ekartifactdaedra.Wrap;(More Options);;;;;;;;;x
embargo_cb_desc;When successful removes all trade posts of [From.GetTitledName] from your Realm and forbids any new trade posts for the Duration of the truce;;;;;;;;;;;;;x
embezzle_success_tt;Embezzlement has no success condition, so long as a character wishes to continue embezzling they can continue to do so. To end the embezzlement plot either cancel it as you would a normal plot or choose the End Embezzlement decision.;;;;;;;;;;;;;x
enable_colonization;Enable Colonisation;;;;;;;;;;;;;x
enable_colonization_desc;Enable Colonisation;;;;;;;;;;;;;x
enacted_special_tax;Enacted Special Tax Edict;;;;;;;;;;;;;x
enacted_special_tax_desc;[Root.GetBestName] has issued an edict declaring a Special Tax upon their vassals in excess of the standard taxation laws.;;;;;;;;;;;;;x
EVTDESC_SoA_5312;Widespread rumours say that [From.GetTitledFirstName] leads a most wicked lifestyle, quite unsuitable for any priest and even more so for one in his exalted position.;Des rumeurs persistantes disent que [From.GetTitledFirstName] mène une vie des plus dissolues et fort peu convenable à un prêtre, qui plus est dans la position qui est la sienne.;Gerüchte vom verwerflichen Lebenswandel von [From.GetTitledFirstName] greifen um sich, wie sie für jeden Priester, insbesondere solchen Status', völlig untragbar sind.;;Se han extendido rumores que dicen que [From.GetTitledFirstName] lleva un estilo de vida totalmente infame, bastante inapropiado para un sacerdote y más para uno de su posición.;;;;;;;;;;;;;x
EVTDESC_SoA_5314;Widespread rumours say that [From.GetTitledFirstName] leads a most wicked lifestyle, quite unsuitable for the spiritual head of the Tribunal Temple.;Des rumeurs persistantes disent que [From.GetTitledFirstName] mène une vie des plus dissolues et fort peu convenable à un prêtre, qui plus est dans sa position de chef spirituel de tous les musulmans.;Gerüchten zufolge ist der Lebenswandel von [From.GetTitledFirstName] aufs Höchste verwerflich und für das spirituelle Oberhaupt der Muslims völlig untragbar.;;Se han extendido rumores que dicen que [From.GetTitledFirstName] lleva un estilo de vida totalmente infame, bastante inapropiado para el líder espiritual de todos los verdaderos musulmanes.;;;;;;;;;;;;;x
