tp_shrine_nocturnal_desc;A shrine dedicated to Nocturnal, Daedric Prince of night and shadows.;;;;;;;;;;;;;x
tp_shrine_peryite;Shrine of Peryite;;;;;;;;;;;;;x
tp_shrine_peryite_desc;A shrine dedicated to Peryite, Daedric Prince of the natural order and pestilence.;;;;;;;;;;;;;x
tp_shrine_sanguine;Shrine of Sanguine;;;;;;;;;;;;;x
tp_shrine_sanguine_desc;A shrine dedicated to Sanguine, Daedric Prince of hedonism and debauchery.;;;;;;;;;;;;;x
tp_shrine_sheogorath;Shrine of Sheogorath;;;;;;;;;;;;;x
tp_shrine_sheogorath_desc;A shrine dedicated to Sheogorath, Daedric Prince of madness.;;;;;;;;;;;;;x
tp_shrine_vaermina;Shrine of Vaermina;;;;;;;;;;;;;x
tp_shrine_vaermina_desc;A shrine dedicated to Vaermina, Daedric Prince of dreams and nightmares.;;;;;;;;;;;;;x
ca_altmercastlemages_4;Altmer Mage Quarters;;;;;;;;;;;;;x
ca_altmercastlemages_5;Altmer Mage Quarters;;;;;;;;;;;;;x
ca_altmercastlemages_desc;No culture is known to place a greater emphasis on magical warfare than the Altmer. Their mages are renowned both for their unusual natural talents, and the excellent quality of their training. Magical warriors of varying types are housed and trained here.;;;;;;;;;;;;;x
ca_archbowyer_0;Small Bowyer;;;;;;;;;;;;;x
ca_archbowyer_0_desc;A small bowyer making bows in small quantities for your archers.;;;;;;;;;;;;;x
ca_archbowyer_1;Bowyer;;;;;;;;;;;;;x
ca_archbowyer_1_desc;This place can supply you with as many bows as your forces would need.;;;;;;;;;;;;;x
ca_archrange_0;Small Archery Range;;;;;;;;;;;;;x
ca_archrange_0_desc;A small archery range allowing missile troops to practice for the inevitability of war.;;;;;;;;;;;;;x
ca_archrange_1;Medium Archery Range;;;;;;;;;;;;;x
ca_archrange_1_desc; A bigger range allows for more archers to practice together and as a unit.;;;;;;;;;;;;;x
ca_argonianelitebarracks_0;Elite Argonian Barracks;;;;;;;;;;;;;x
ca_argonianelitebarracks_1;Elite Argonian Barracks;;;;;;;;;;;;;x
ca_argonianelitebarracks_desc;The best and the brightest Argonian warriors are master infantry and battlemages hardened by rigorous training and constant fighting. This edifice is less a barracks and more a dining hall where the finest warriors meet in-between training sessions.;;;;;;;;;;;;;x
ca_argonianoutposts_0;Patrol Outposts;;;;;;;;;;;;;x
ca_argonianoutposts_1;Patrol Outposts;;;;;;;;;;;;;x
ca_argonianoutposts_desc;This sparse ring of fortified huts encircles the outskirts of the local settlement to provide lodging for the constant patrols that lurk in the shadows. In the event of a siege, they can screen enemy attackers and buy the settlement critical time.;;;;;;;;;;;;;x
ca_argonianpracticerange_0;Argonian Practice Range;;;;;;;;;;;;;x
ca_argonianpracticerange_1;Argonian Practice Range;;;;;;;;;;;;;x
ca_argonianpracticerange_2;Argonian Practice Range;;;;;;;;;;;;;x
ca_argonianpracticerange_desc;One of the reasons that the Argonians have enjoyed such success as guerrilla fighters is because of their affinity for magic, which allows them to rain Destruction spells down upon hapless foes while keeping a distance. This range offers Argonian mages a place to hone their craft in tandem with archers, who are trained to complement them by providing covering fire.;;;;;;;;;;;;;x
ca_argonianspeardrillyard_0;Argonian Spear Drill Yard;;;;;;;;;;;;;x
ca_argonianspeardrillyard_1;Argonian Spear Drill Yard;;;;;;;;;;;;;x
ca_argonianspeardrillyard_2;Argonian Spear Drill Yard;;;;;;;;;;;;;x
ca_argonianspeardrillyard_desc;In Argonian armies, spearmen act as the first line of defence against charging cavalry, and form the backbone of most Argonian formations. A drill yard affords spearmen with an adequate training space, so that they can make the most of their free time and practice with this simple but effective weapon.;;;;;;;;;;;;;x
ca_argonianwarquarters_0;Argonian War Quarters;;;;;;;;;;;;;x
ca_argonianwarquarters_1;Argonian War Quarters;;;;;;;;;;;;;x
ca_argonianwarquarters_2;Argonian War Quarters;;;;;;;;;;;;;x
ca_argonianwarquarters_3;Argonian War Quarters;;;;;;;;;;;;;x
ca_argonianwarquarters_4;Argonian War Quarters;;;;;;;;;;;;;x
ca_argonianwarquarters_desc;Argonian armies are foot-based, and favour light troop types over heavy ones. This barracks provides a living space for various infantry warriors, most of whom are lightly-armed yet rugged and archers.;;;;;;;;;;;;;x
ca_armor_smith_0;Small Armour-Smith;;;;;;;;;;;;;x
ca_armor_smith_0_desc;A small armourer's shop able to make enough armour at a time that it can outfit a large party of adventurers but not an army or a castle.;;;;;;;;;;;;;x
ca_armor_smith_1;Medium Armour-Smith;;;;;;;;;;;;;x
ca_armor_smith_1_desc;An armourer's shop big enough to supply your castle with armour.;;;;;;;;;;;;;x
ca_armor_smith_2;Large Armour-Smith;;;;;;;;;;;;;x
ca_armor_smith_2_desc;With enough armourers working in it, this place can outfit a small army with armour in no time.;;;;;;;;;;;;;x
ca_armor_smith_3;Master Armourer's Smithy;;;;;;;;;;;;;x
ca_armor_smith_3_desc;A master smith is employed here, producing exceptional pieces of armour for elite troops and officers. This smith also instructs the other smiths on a variety of techniques to improve their efficiency and quality.;;;;;;;;;;;;;x
ca_ayleidguardianbarracks_0;Ayleid Guardian Barracks;;;;;;;;;;;;;x
ca_ayleidguardianbarracks_1;Ayleid Guardian Barracks;;;;;;;;;;;;;x
ca_ayleidguardianbarracks_2;Ayleid Guardian Barracks;;;;;;;;;;;;;x
ca_ayleidguardianbarracks_3;Ayleid Guardian Barracks;;;;;;;;;;;;;x
ca_ayleidguardianbarracks_desc;Ever since their ouster from the Heartland, the Ayleids have abandoned their ancient ways of using heavily-armoured warriors, instead favouring lightly-armoured mages and long-range archers. This barracks houses Ayleid archers and mages who are trained to use their abilities to complement their respective strengths on the battlefield.;;;;;;;;;;;;;x
ca_ayleidmeteorforge_0;Meteoric Glass and Iron Forge;;;;;;;;;;;;;x
ca_ayleidmeteorforge_1;Meteoric Glass and Iron Forge;;;;;;;;;;;;;x
ca_ayleidmeteorforge_desc;Meteoric glass and iron are Aetherial materials with considerable magical capabilities. They are difficult to work with, but the Ayleids are adept in unlocking their potential. Meteoric glass and iron are studied and shaped into powerful artifacts such as Welkynd stones at this forge. The products can be applied in many ways to improve military capabilities. The skilled individuals who work with these materials can also use them to great effect when called into combat.;;;;;;;;;;;;;x
ca_barracks_0;Barracks;;;;;;;;;;;;;x
ca_barracks_0_desc;Barracks are where you house your loyal soldiers during times of peace.;;;;;;;;;;;;;x
ca_barracks_1;Expanded Barracks;;;;;;;;;;;;;x
ca_barracks_1_desc;An enlarged barracks can accommodate even more of your loyal soldiers to defend your lands or invade foreign ones.;;;;;;;;;;;;;x
ca_bath_0;Bath Rooms;;;;;;;;;;;;;x
ca_bath_0_desc;Bath rooms built in your castle will allow your subjects working in the castle to be more clean;;;;;;;;;;;;;x
ca_bath_1;Small Bathhouse;;;;;;;;;;;;;x
ca_bath_1_desc;A small public bathhouse where people gather to clean themselves and also to socialize.;;;;;;;;;;;;;x
ca_bath_2;Medium Bathhouse;;;;;;;;;;;;;x
ca_bath_2_desc;A medium sized public bathhouse where people gather to clean themselves and also to socialize.;;;;;;;;;;;;;x
ca_bath_3;Large Bathhouse;;;;;;;;;;;;;x
ca_bath_3_desc;A large bathhouse where people gather to clean themselves and also to socialize.;;;;;;;;;;;;;x
ca_bath_4;Baths Complex;;;;;;;;;;;;;x
ca_bath_4_desc;A baths complex is not just a large bathhouse, as it also includes saunas, massage rooms and relaxation therapies.;;;;;;;;;;;;;x
ca_bosmerfletcher_0;Bosmer Fletcher;;;;;;;;;;;;;x
ca_bosmerfletcher_1;Bosmer Fletcher;;;;;;;;;;;;;x
ca_bosmerfletcher_desc;In keeping with the Green Pact, traditional Bosmer arrows are not made of graht-oak wood, but use materials such as ivory. Artisans in this fletcher's workshop produce a vast quantity of speciality arrows according to ancient Bosmer techniques. This keeps the local archers well-armed.;;;;;;;;;;;;;x
ca_bosmergreenspeakers_0;Greenspeakers' Huts;;;;;;;;;;;;;x
ca_bosmergreenspeakers_1;Greenspeakers' Huts;;;;;;;;;;;;;x
ca_bosmergreenspeakers_desc;The Greenspeakers are Bosmer with the magical training to turn humble saplings into the massive graht-oaks that Bosmer settlements are based around. The Greenspeakers living here can use their training to strengthen a settlement's defenses by manipulating the foliage into various structures and patterns. When at war, they can apply their more general magical skills on the battlefield.;;;;;;;;;;;;;x
ca_bosmerspearquarters_0;Bosmer Spear Quarters;;;;;;;;;;;;;x
ca_bosmerspearquarters_1;Bosmer Spear Quarters;;;;;;;;;;;;;x
ca_bosmerspearquarters_2;Bosmer Spear Quarters;;;;;;;;;;;;;x
ca_bosmerspearquarters_3;Bosmer Spear Quarters;;;;;;;;;;;;;x
ca_bosmerspearquarters_desc;The spear is one of the most popular weapons in Valenwood. Spears are easy to produce and replace, and are highly effective against a variety of enemies, especially cavalry troops such as those employed by powers outside of Valenwood. Bosmer spearmen train extensively in tactics designed to cover friendly archers from hostile troops.;;;;;;;;;;;;;x
ca_bosmerjaqspursquarters_0;Jaqspurs' Quarters;;;;;;;;;;;;;x
ca_bosmerjaqspursquarters_1;Jaqspurs' Quarters;;;;;;;;;;;;;x
ca_bosmerjaqspursquarters_2;Jaqspurs' Quarters;;;;;;;;;;;;;x
ca_bosmerjaqspursquarters_3;Jaqspurs' Quarters;;;;;;;;;;;;;x
ca_bosmerjaqspursquarters_4;Jaqspurs' Quarters;;;;;;;;;;;;;x
ca_bosmerjaqspursquarters_desc;The Jaqspurs are long-range Bosmer archers, trained to fell enemy troops well before they can pose a significant threat. These quarters house a significant force of Jaqspurs, and are equipped with shooting ranges so they can best hone their marksmanship in-between fighting.;;;;;;;;;;;;;x
ca_bosmerscoutbarracks_0;Bosmer Scout Quarters;;;;;;;;;;;;;x
ca_bosmerscoutbarracks_1;Bosmer Scout Quarters;;;;;;;;;;;;;x
ca_bosmerscoutbarracks_2;Bosmer Scout Quarters;;;;;;;;;;;;;x
ca_bosmerscoutbarracks_desc;Not all Bosmer warriors train to be archers. Many use swords, daggers, and other short-ranged weapons to great effect, especially in the cramped conditions of the Valenwood forests. Scouts reside in these quarters during times of peace, always ready to provide reconnaissance and front-line support during wartime.;;;;;;;;;;;;;x
ca_bretoninfantryquarters_0;Breton Mage Quarters;;;;;;;;;;;;;x
ca_bretoninfantryquarters_1;Breton Mage Quarters;;;;;;;;;;;;;x
ca_bretoninfantryquarters_2;Breton Mage Quarters;;;;;;;;;;;;;x
ca_bretoninfantryquarters_3;Breton Mage Quarters;;;;;;;;;;;;;x
ca_bretoninfantryquarters_4;Breton Mage Quarters;;;;;;;;;;;;;x
ca_bretoninfantryquarters_5;Breton Mage Quarters;;;;;;;;;;;;;x
ca_bretoninfantryquarters_desc;Any self-respecting Breton lord or lady maintains a fighting force of local mages, whose natural talents are honed by training and study. These quarters house a group of battle-trained mages whose abilities can demolish hostile forces in short order.;;;;;;;;;;;;;x
ca_bretoncavalry0;Breton Stables;;;;;;;;;;;;;x
ca_bretoncavalry1;Expanded Breton Stables;;;;;;;;;;;;;x
ca_bretoncavalry2;Breton Knight Camps;;;;;;;;;;;;;x
ca_bretoncavalry3;Breton Knight Quarters;;;;;;;;;;;;;x
ca_bretoncavalry0_desc;Breton martial tradition places a heavy emphasis on use of both magic and Knights, with the local Breton nobility contributing to the bulk of the latter.;;;;;;;;;;;;;x
ca_bridge_0;Gate Bridge;;;;;;;;;;;;;x
ca_bridge_0_desc;A bridge, usually accompanied by a moat, restricts the ways the enemy can get into the castle and bottleneck the ones attacking the gates.;;;;;;;;;;;;;x
ca_bridge_1;Draw Bridge;;;;;;;;;;;;;x
ca_bridge_1_desc; A draw bridge can be raised in the event of a siege to prevent the enemy from storming through the gates and leaving them on the other bank.;;;;;;;;;;;;;x
ca_collegeofwinterhold;College of Winterhold;;;;;;;;;;;;;x
ca_collegeofwinterhold_d;The College of Winterhold is a school for magick in the city of Winterhold. The campus is large and fortress-like in appearance. The buildings are separated by a central courtyard and various walkways. It functions much like the Mages' Guild in other parts of Tamriel, except in its being a singular and completely independent establishment.;;;;;;;;;;;;;x
ca_colovianbarding_0;Horse Barding Workshop;;;;;;;;;;;;;x
ca_colovianbarding_1;Horse Barding Workshop;;;;;;;;;;;;;x
ca_colovianbarding_desc;A knight who rides on an unarmoured horse is a vulnerable knight, no matter how heavy their own armour may be. Here, several specialists produce hefty quantities of top-quality barding for horses, to give knights an edge in combat.;;;;;;;;;;;;;x
ca_colovianknightstables_0;Colovian Knights' Stables;;;;;;;;;;;;;x
ca_colovianknightstables_1;Colovian Knights' Stables;;;;;;;;;;;;;x
ca_colovianknightstables_2;Colovian Knights' Stables;;;;;;;;;;;;;x
ca_colovianknightstables_desc;The noble warriors of Colovia place an incredible amount of emphasis on equestrianism, and spend accordingly high sums to take care of their horses. These stables provide luxurious accommodations for a large number of local war horses, helping the castle maintain a sizeable knightly cavalry force.;;;;;;;;;;;;;x
ca_colovianpaddock_0;Colovian Paddock;;;;;;;;;;;;;x
ca_colovianpaddock_1;Colovian Paddock;;;;;;;;;;;;;x
ca_colovianpaddock_2;Colovian Paddock;;;;;;;;;;;;;x
ca_colovianpaddock_desc;Not all horses are afforded fine stables, but these enclosed pasture lands are larger than normal and feature a well-trained team of breeders and caretakers who ensure that all the local horses are healthy and in fighting shape.;;;;;;;;;;;;;x
ca_colovianquartriders_0;Colovian Riders' Quarters;;;;;;;;;;;;;x
ca_colovianquartriders_1;Colovian Riders' Quarters;;;;;;;;;;;;;x
ca_colovianquartriders_2;Colovian Riders' Quarters;;;;;;;;;;;;;x
ca_colovianquartriders_3;Colovian Riders' Quarters;;;;;;;;;;;;;x
ca_colovianquartriders_4;Colovian Riders' Quarters;;;;;;;;;;;;;x
ca_colovianquartriders_desc;Partly due to terrain and partly due to a history full of raids, skirmishes and border wars, the Colovians possess what is among the finest cavalry in all of Tamriel. This complex houses horsemen and their steeds, who can be called into battle to shatter enemy lines with devastating charges.;;;;;;;;;;;;;x
ca_colovianridingschool_0;Colovian Riding School;;;;;;;;;;;;;x
ca_colovianridingschool_1;Colovian Riding School;;;;;;;;;;;;;x
ca_colovianridingschool_desc;Among the Colovians, equestrianism is an activity practised at all levels of society. A few retired knights are employed here, offering their knowledge to the less-wealthy men and women-at-arms so that even they can make a decisive difference on the battlefield.;;;;;;;;;;;;;x
ca_tower_crystal_like_law;Crystal-Like-Law;;;;;;;;;;;;;x
ca_tower_crystal_like_law_desc;Crystal Tower, or Crystal-Like-Law is a mystical structure located on the isle of Summerset, which, like White-Gold, was created in imitation of the Aedric Ada-Mantia. Considered the heart and soul of the Altmeri homeland, it was heavily warded and protected, with access to the tower being limited to two specially attuned keepers from the College of Sapiarchs. It was said to exist in every realm simultaneously, including the various planes of Oblivion.;;;;;;;;;;;;;x
ca_curtain_0;Palisade Curtain;;;;;;;;;;;;;x
ca_curtain_0_desc;A curtain wall is a defensive wall built outside the main wall with some distance between them. This one is formed of palisades.;;;;;;;;;;;;;x
ca_curtain_1;Stone Curtain;;;;;;;;;;;;;x
ca_curtain_1_desc;A curtain wall is a defensive wall built outside the main wall with some distance between them. This one is made of stone.;;;;;;;;;;;;;x
ca_tower_ada_mantia;Ada-Mantia;;;;;;;;;;;;;x
ca_tower_ada_mantia_desc;Ada-Mantia, also known as the Adamantine Tower, Direnni Tower, or Ur-Tower, is believed to be the oldest building in Tamriel, if not the entirety of Nirn. During the creation of Nirn, and thus the Mundus itself, the Aedra created this structure to hold Convention, a dictate deciding the fate of both Lorkhan and the Mundus itself when the former's supposed trickery was revealed. Due to its Aedric nature and stabilizing influence upon the Mundus, it was oft copied in construction and purpose. While not of Altmer make, it became known as Direnni Tower through its tenure as the seat of the named eponymous Altmer dynasty, which ruled High Rock in ages past in the form of the Direnni Hegemony, before their power was broken against the Alessians at Glenumbra Moors.;;;;;;;;;;;;;x
ca_dock_0;Small Docks;;;;;;;;;;;;;x
ca_dock_0_desc;Small docks for ships to dock in, supplying a small fleet for the local liege.;;;;;;;;;;;;;x
ca_dock_1;Shipwright;;;;;;;;;;;;;x
ca_dock_1_desc;A shipwright has been built, allowing for more ships to be built and supplied to the local liege.;;;;;;;;;;;;;x
ca_dock_2;Medium Docks;;;;;;;;;;;;;x
ca_dock_2_desc;The local docks have been expanded so that more ships can dock there, forming a small navy.;;;;;;;;;;;;;x
ca_dock_3;Wharf;;;;;;;;;;;;;x
ca_dock_3_desc;A wharf has been set up so that more ships can dock in a smaller area.;;;;;;;;;;;;;x
ca_dock_4;Large Docks;;;;;;;;;;;;;x
ca_dock_4_desc;The dock has been expanded even further, allowing for a fair sized navy to be supplied to the local liege.;;;;;;;;;;;;;x
ca_dunmerinfquarters_0;Velothi Infantry Quarters;;;;;;;;;;;;;x
ca_dunmerinfquarters_1;Velothi Infantry Quarters;;;;;;;;;;;;;x
ca_dunmerinfquarters_2;Velothi Infantry Quarters;;;;;;;;;;;;;x
ca_dunmerinfquarters_3;Velothi Infantry Quarters;;;;;;;;;;;;;x
ca_dunmerinfquarters_4;Velothi Infantry Quarters;;;;;;;;;;;;;x
ca_dunmerinfquarters_5;Velothi Infantry Quarters;;;;;;;;;;;;;x
ca_dunmerinfquarters_desc;There are four martial disciplines that govern traditional Velothi military culture - sword, spear, bow and magic. Here, fighters of all four types are housed, outfitted and trained in the time-honoured ways of their ancestors.;;;;;;;;;;;;;x
ca_dwemeranimonculory_0;Animonculory;;;;;;;;;;;;;x
ca_dwemeranimonculory_1;Animonculory;;;;;;;;;;;;;x
ca_dwemeranimonculory_2;Animonculory;;;;;;;;;;;;;x
ca_dwemeranimonculory_desc;An animonculory is an automated manufactory that produces the mechanized forces to supplement Dwemer armies in battle. This facility is capable of churning out huge numbers of automatons to rapidly replenish the ranks of the Dwemer armies.;;;;;;;;;;;;;x
ca_dwemerballistastorage_0;Dwemer Ballistas Storage;;;;;;;;;;;;;x
ca_dwemerballistastorage_desc;Ballistae are slow-moving and harmless in close quarters, but utterly devastating at long range, especially if they have a clear line of sight. This yard is designed to store an additional complement of ballistae.;;;;;;;;;;;;;x
ca_dwemerdefensivetraps_0;Dwemer Traps;;;;;;;;;;;;;x
ca_dwemerdefensivetraps_1;Dwemer Traps;;;;;;;;;;;;;x
ca_dwemerdefensivetraps_2;Dwemer Traps;;;;;;;;;;;;;x
ca_dwemerdefensivetraps_desc;Fire traps, swinging gates, spinning blades and other nightmarish contraptions await any adventurer or invader who dares to step foot in the defensive tunnels of this castle. These traps make sieges significantly more painful for attacking armies to carry out.;;;;;;;;;;;;;x
ca_dwemermagequarters_0;Dwemer Mage Quarters;;;;;;;;;;;;;x
ca_dwemermagequarters_1;Dwemer Mage Quarters;;;;;;;;;;;;;x
ca_dwemermagequarters_2;Dwemer Mage Quarters;;;;;;;;;;;;;x
ca_dwemermagequarters_desc;Many Dwemer are skilled in magic, and while not all possess the talents of the Tonal Architects, many are still more than powerful enough to use their spells in combat. These quarters house a team of mages skilled with a variety of combat-oriented magic.;;;;;;;;;;;;;x
ca_dwemerspearquarters_0;Dwemer Spear Quarters;;;;;;;;;;;;;x
ca_dwemerspearquarters_1;Dwemer Spear Quarters;;;;;;;;;;;;;x
ca_dwemerspearquarters_2;Dwemer Spear Quarters;;;;;;;;;;;;;x
ca_dwemerspearquarters_3;Dwemer Spear Quarters;;;;;;;;;;;;;x
ca_dwemerspearquarters_4;Dwemer Spear Quarters;;;;;;;;;;;;;x
ca_dwemerspearquarters_desc;The spear is one of the favorite weapons of Dwemer infantry. A line of spears can easily protect the narrow subterranean passageways from invaders, but can also defend important positions and protect against cavalry charges in the open field. These quarters provide weapon storage and a place for spearmen to live and train.;;;;;;;;;;;;;x
ca_dwemerspherestorage_0;Dwemer Sphere Storage;;;;;;;;;;;;;x
ca_dwemerspherestorage_1;Dwemer Sphere Storage;;;;;;;;;;;;;x
ca_dwemerspherestorage_desc;Dwemer Spheres are powerful automatons that specialize in close-quarters combat. They are surprisingly nimble and fairly well-armoured. This yard is dedicated to the storage of an additional complement of Spheres.;;;;;;;;;;;;;x
ca_dwemerspiderstorage_0;Dwemer Spider Storage;;;;;;;;;;;;;x
ca_dwemerspiderstorage_1;Dwemer Spider Storage;;;;;;;;;;;;;x
ca_dwemerspiderstorage_desc;Small and agile, Dwemer Spiders lack the power of heavier automatons but can still be dangerous against unwary opponents. This yard is designed to store an additional complement of mechanized Spiders.;;;;;;;;;;;;;x
ca_exercise_0;Small Exercising Area;;;;;;;;;;;;;x
ca_exercise_0_desc;A small area for soldiers to exercise and keep in condition for combat.;;;;;;;;;;;;;x
ca_exercise_1;Medium Exercising Area;;;;;;;;;;;;;x
ca_exercise_1_desc;A medium sized area for exercising to keep the local levy in good shape for marching and combat.;;;;;;;;;;;;;x
ca_exercise_2;Large Exercising Area;;;;;;;;;;;;;x
ca_exercise_2_desc;A large sized exercising area for soldiers to be in the best physical state for combat and moving between points.;;;;;;;;;;;;;x
ca_falmernoblearchers_0;Falmer Noble Archers' Range;;;;;;;;;;;;;x
ca_falmernoblearchers_1;Falmer Noble Archers' Range;;;;;;;;;;;;;x
ca_falmernoblearchers_2;Falmer Noble Archers' Range;;;;;;;;;;;;;x
ca_falmernoblearchers_3;Falmer Noble Archers' Range;;;;;;;;;;;;;x
ca_falmernoblearchers_desc;Archery is especially significant to Falmer culture, due to the renown of Auri-El's Bow. Consequently, many Falmer nobles train in the ways of archery, and are expert sharpshooters whose pride and valour help to instil confidence in friendly troops. This range is reserved for noble archers to meet, train, and hold contests of skill.;;;;;;;;;;;;;x
ca_falmernoblespears_0;Falmer Noble Spearmen's Grounds;;;;;;;;;;;;;x
ca_falmernoblespears_1;Falmer Noble Spearmen's Grounds;;;;;;;;;;;;;x
ca_falmernoblespears_desc;The Falmer have long used the spear as one of their primary weapons. A wall of spears provides excellent cover for archers and mages alike, both of which are favoured troops in Falmer armies. Noble warriors tirelessly train at these grounds, hoping that their skills can help protect their allies and vanquish their enemies in battle.;;;;;;;;;;;;;x
ca_falmerparagongates_0;Paragon Gates;;;;;;;;;;;;;x
ca_falmerparagongates_1;Paragon Gates;;;;;;;;;;;;;x
ca_falmerparagongates_2;Paragon Gates;;;;;;;;;;;;;x
ca_falmerparagongates_desc;The Paragon Gate is a Falmer innovation that allows an individual to instantly teleport from one location to another without need of a mage's assistance. Levy troops from the countryside can suddenly travel to the castle to muster, or can appear on the walls to bolster the local defences.;;;;;;;;;;;;;x
ca_Farm_0;Small Farm;;;;;;;;;;;;;x
ca_Farm_0_desc;A small farm for sustaining your castle.;;;;;;;;;;;;;x
ca_Farm_1;Medium Farm;;;;;;;;;;;;;x
ca_Farm_1_desc;With more land to sow and more hands in the field you get even more produce.;;;;;;;;;;;;;x
ca_Farm_2;Large Farm;;;;;;;;;;;;;x
ca_Farm_2_desc;Now covering much of the land and housing a host of farmers your farms not only sustain your castle but they are also a reliable source of income.;;;;;;;;;;;;;x
ca_fortImprove_0;Murder Holes;;;;;;;;;;;;;x
ca_fortImprove_0_desc;Murder holes are holes in the ceiling of a gateway the defenders can use to fire projectiles or pour oil on to the enemy below.;;;;;;;;;;;;;x
ca_fortImprove_1;Oil Pots;;;;;;;;;;;;;x
