EKJobs100Title;Vampire Found!;;;;;;;;;;;;;x
EKJobs110_known_benevolent_vampire_suspect;[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName] bursts into your [Root.GetChamber], flanked by several [Root.GetReligionWarriorPlural] dragging [accused_vampire.GetBestName] with them in chains. "My [Root.GetTitle], it is no secret that [accused_vampire.GetFirstName] is a vampire, and although [accused_vampire.GetSheHe] claims not to feed upon the living, I maintain that [accused_vampire.GetSheHe] is still a threat to the realm!";;;;;;;;;;;;;x
EKJobs110_unknown_vampire_highly_suspect;[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName] bursts into your [Root.GetChamber], flanked by several [Root.GetReligionWarriorPlural] dragging [accused_vampire.GetBestName] with them in chains. "My [Root.GetTitle], I have strong evidence suggesting that [accused_vampire.GetFirstName] is a vampire! With your permission, I would like to test [accused_vampire.GetHerHim] in front of the court to determine the truth, once and for all!";;;;;;;;;;;;;x
EKJobs110_fake_vampire_highly_suspect;[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName] bursts into your [Root.GetChamber], flanked by several [Root.GetReligionWarriorPlural] dragging [accused_vampire.GetBestName] with them in chains. "My [Root.GetTitle], I have strong evidence suggesting that [accused_vampire.GetFirstName] is a vampire! With your permission, I would like to test [accused_vampire.GetHerHim] in front of the court to determine the truth, once and for all!";;;;;;;;;;;;;x
EKJobs110_unknown_vampire_moderate_suspect;[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName] bursts into your [Root.GetChamber], flanked by several [Root.GetReligionWarriorPlural] dragging [accused_vampire.GetBestName] with them in chains. "My [Root.GetTitle], I have some evidence suggesting that [accused_vampire.GetFirstName] is a vampire! With your permission, I would like to test [accused_vampire.GetHerHim] in front of the court to determine the truth, once and for all!";;;;;;;;;;;;;x
EKJobs110_fake_vampire_moderate_suspect;[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName] bursts into your [Root.GetChamber], flanked by several [Root.GetReligionWarriorPlural] dragging [accused_vampire.GetBestName] with them in chains. "My [Root.GetTitle], I have some evidence suggesting that [accused_vampire.GetFirstName] is a vampire! With your permission, I would like to test [accused_vampire.GetHerHim] in front of the court to determine the truth, once and for all!";;;;;;;;;;;;;x
EKJobs110_wildcard_vampire_suspect;[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName] bursts into your [Root.GetChamber], flanked by several [Root.GetReligionWarriorPlural] dragging [accused_vampire.GetBestName] with them in chains. "My [Root.GetTitle], I suspect that [accused_vampire.GetFirstName] may be a vampire! With your permission, I would like to test [accused_vampire.GetHerHim] in front of the court to determine the truth, once and for all!";;;;;;;;;;;;;x
EKJobs110OptA;Throw the vampire into the dungeon!;;;;;;;;;x
EKJobs110OptB;Very well. We shall see if [accused_vampire.GetFirstName] truly is a vampire.;;;;;;;;;x
EKJobs110OptC;I command you to let [accused_vampire.GetFirstName] go at once!;;;;;;;;;x
EKJobs110OptD;I will allow no such thing to occur, [Root.GetLordSpiritualName]. Let [accused_vampire.GetFirstName] go.;;;;;;;;;x
EKJobs115A;That insufferable fool, [my_liege.GetLordSpiritualName] [my_liege.job_spiritual.GetFullName]! [my_liege.job_spiritual.GetSheHeCap] and a small army of guards arrested me and brought me before [my_liege.GetBestName], who ordered me thrown into [my_liege.GetHerHis] dungeon due to my vampirism!;;;;;;;;;;;;;x
EKJobs115B;That closed-minded fool, [my_liege.GetLordSpiritualName] [my_liege.job_spiritual.GetFullName]! [my_liege.job_spiritual.GetSheHeCap] and a small army of guards arrested me and brought me before [my_liege.GetBestName], who ordered me thrown into [my_liege.GetHerHis] dungeon due to my vampirism! Have they forgotten that I have shown restraint, and feed only upon willing mortals?;;;;;;;;;;;;;x
EKJobs115OptA;This injustice will not soon be forgotten...;;;;;;;;;x
EKJobs120;Ha! Even though [my_liege.GetLordSpiritualName] [my_liege.job_spiritual.GetFullName] had me dragged before [my_liege.GetBestName] in chains and requested I be imprisoned because of my vampiric powers, [my_liege.GetFirstName] has shown mercy and allowed me to go free!;;;;;;;;;;;;;x
EKJobs120OptA;How fortuitous!;;;;;;;;;x
EKJobs125A;Curses! [my_liege.job_spiritual.GetFullName] had me arrested and dragged before before [my_liege.GetBestName] in chains. The two determined that I would be tested to uncover the truth about my condition.\n In front of the entire court, [my_liege.GetLordSpiritualName] cast a bolt of sunfire upon me. As my skin began to burn, I winced in pain. Gasps erupted from the gathered crowd. The truth of my immortality is a secret no more!;;;;;;;;;;;;;x
EKJobs125B;What is the meaning of this? [my_liege.job_spiritual.GetFullName] had me arrested and dragged before before [my_liege.GetBestName] in chains. The two determined that I would be tested to see whether or not I'm a vampire.\n In front of the entire court, [my_liege.GetLordSpiritualName] cast a bolt of sunfire upon me. Nothing happened. Then [my_liege.GetLordSpiritualName] cast another, and another, each having no effect upon me.;;;;;;;;;;;;;x
EKJobs125OptA;Unhand me, mortal fools! Unhand me this instant!;;;;;;;;;x
EKJobs125OptB;I shall not resist. I *am* a vampire. But I swear, I shall not feed on the unwilling!;;;;;;;;;x
EKJobs125OptC;What's wrong with you, [my_liege.job_spiritual.GetFirstName]?;;;;;;;;;x
EKJobs130A;That fool, [my_liege.GetLordSpiritualName] [my_liege.job_spiritual.GetFullName], had me dragged before [my_liege.GetBestName] in chains and requested I be tested before the court to determine whether or not I am a vampire. Yet [my_liege.GetBestName] refused to allow the test to happen, and had me released!;;;;;;;;;;;;;x
EKJobs130OptA;My secret remains safe...for now.;;;;;;;;;x
EKJobs130B;How ridiculous! That fool, [my_liege.GetLordSpiritualName] [my_liege.job_spiritual.GetFullName], had me dragged before [my_liege.GetBestName] in chains and requested I be tested before the court to determine whether or not I am a vampire! Thankfully, [my_liege.GetBestName] had me released before the situation became any more embarrassing.;;;;;;;;;;;;;x
EKJobs130OptB;I am not amused, [my_liege.job_spiritual.GetFirstName].;;;;;;;;;x
EKJobs135;[my_liege.GetBestName] followed my advice and ordered [accused_vampire.GetFirstName] thrown into the dungeon! Both the court, and common folk, will be able to sleep just a little easier tonight.;;;;;;;;;x
EKJobs135OptA;And my vigilance has not gone unnoticed.;;;;;;;;;x
EKJobs140;Despite [accused_vampire.GetFirstName]'s vampirism being plain to see, [my_liege.GetFirstName] chose to let the fiend go! Why? Could it be ignorance? Disinterest? Disregard? Or...are [my_liege.GetBestName] and [accused_vampire.GetFirstName] working together?;;;;;;;;;x
EKJobs140OptA;I should drop it for now.;;;;;;;;;x
EKJobs140OptB;You can't run from justice forever, [accused_vampire.GetFirstName]!;;;;;;;;;x
EKJobs140OptC;What's wrong with you, [my_liege.GetFirstName]?;;;;;;;;;x
EKJobs140OptD;Curse you both, [accused_vampire.GetFirstName] and [my_liege.GetFirstName]!;;;;;;;;;x
EKJobs145A;[Root.job_spiritual.GetFirstName] casts a spell of Sunfire upon [accused_vampire.GetFirstName]. [accused_vampire.GetFirstName] winces with pain and [accused_vampire.GetHerHis] skin begins to burn. As the rest of the court responds with shock, [accused_vampire.GetFirstName] turns violent, screaming and raving!;;;;;;;;;x
EKJobs145B;[Root.job_spiritual.GetFirstName] casts a spell of Sunfire upon [accused_vampire.GetFirstName]. [accused_vampire.GetFirstName] winces with pain and [accused_vampire.GetHerHis] skin begins to burn. As the rest of the court responds with shock, [accused_vampire.GetFirstName] swears that [accused_vampire.GetSheHe] will never take a blood meal from an unwilling party.;;;;;;;;;x
EKJobs145C;[Root.job_spiritual.GetFirstName] casts a spell of Sunfire upon [accused_vampire.GetFirstName]. Nothing happens to [accused_vampire.GetFirstName]. [Root.job_spiritual.GetFirstName] casts several more bolts of Sunfire, but the results are the same - nothing changes. [accused_vampire.GetFirstName] grows increasingly annoyed and [Root.job_spiritual.GetFirstName] looks quite deflated.;;;;;;;;;x
EKJobs145OptA;Throw the vampire into the dungeon!;;;;;;;;;x
EKJobs145OptB;I command you to let [accused_vampire.GetFirstName] go at once!;;;;;;;;;x
EKJobs145OptC;This test is over. Let [accused_vampire.GetFirstName] go, now!;;;;;;;;;x
EKJobs145OptD;[accused_vampire.GetFirstName] could still be a vampire! Throw [accused_vampire.GetHerHim] into the dungeon!;;;;;;;;;x
EKJobs150A;My plea falls on deaf ears as [my_liege.GetBestName] has me hauled away to the dungeon and locked in a cold, dark cell. At least the dimness of my "accommodations" isn't a problem for me.;;;;;;;;;x
EKJobs150B;Despite [my_liege.job_spiritual.GetFirstName]'s absurd "vampire test" proving that I'm *not* a vampire, [my_liege.GetTitle] [my_liege.GetFirstName] has me hauled away to the dungeon anyway! I demand to be freed, but the guards don't care - they throw me into a dark cell and lock the door.;;;;;;;;;x
EKJobs150OptA;I will get out of here eventually. I need only wait for my opportunity.;;;;;;;;;x
EKJobs150OptB;I don't belong in here! Let me out!;;;;;;;;;x
EKJobs155A;[my_liege.GetBestName] decided that despite my vampirism being proven to the court, there was no need to have me imprisoned. I've been released from captivity and am free to do as I please...though there is the matter of answering concerns about whether or not I prey upon others for blood.;;;;;;;;;x
EKJobs155B;By shrugging off the effects of sunfire, I proved beyond a shadow of a doubt that I can't possibly be a vampire. [my_liege.GetBestName] ordered me released from custody, though I'm none too happy with [my_liege.job_spiritual.GetFirstName] getting me involved in all this.;;;;;;;;;x
EKJobs155OptA;Mortals are nothing more than cattle to be devoured!;;;;;;;;;x
EKJobs155OptB;If I drink, it will only be from one who permits it.;;;;;;;;;x
EKJobs155OptC;At least this is over.;;;;;;;;;x
EKJobs160;Given that [accused_vampire.GetFirstName] showed no response to my test, it was only fitting that [my_liege.GetBestName] had [accused_vampire.GetHerHim] released. It's safe to say that [accused_vampire.GetFirstName] isn't a vampire after all.;;;;;;;;;x
EKJobs160OptA;And now I look like a fool!;;;;;;;;;x
EKJobs165;Given that [accused_vampire.GetFirstName] showed no response to my test and therefore couldn't be a vampire, the entire court was baffled when [my_liege.GetBestName] had [accused_vampire.GetHerHim] hauled to the dungeons anyway!;;;;;;;;;x
EKJobs165OptA;That was unexpected...;;;;;;;;;x
EKJobs165OptB;HA! That will show [accused_vampire.GetFirstName]!;;;;;;;;;x
EKJobs200Title;Werewolf Found!;;;;;;;;;;;;;x
lycan_found_tooltip;You bring §Y[accused_lycan.GetBestName]§! to the court of §Y[Root.Liege.GetTitle] [Root.Liege.GetFirstName]§!, [Root.Liege.GetSheHe] will decide what to do!;;;;;;;;;x
accuse_rival_lycan_tooltip;Take this opportunity to get back at your rival and accuse §Y[rival_target.GetHerHim]§! of being a werewolf. §Y[rival_target.GetBestName]§! might not be - but would still be humiliated nonetheless...;;;;;;;;;x
probably_not_a_lycan_tooltip;Quietly clear §Y[accused_lycan.GetBestName]§! as a suspect and move on.;;;;;;;;;x
lycan_imprison_tooltip;§Y[accused_lycan.GetBestName]§! is immediately thrown into the dungeon.;;;;;;;;;x
lycan_test_tooltip;Allow §Y[Root.GetLordSpiritualName]§! to determine if §Y[accused_lycan.GetBestName]§! is a werewolf or not.;;;;;;;;;x
lycan_free_tooltip;Allow §Y[accused_lycan.GetBestName]§! to go free, exonerating [accused_lycan.GetHerHim] from any wrongdoing.;;;;;;;;;x
EKJobs205_known_lycan_suspect;The fact that the fiendish werewolf [accused_lycan.GetBestName] openly preys on innocents is a disgrace, and this atrocity must end immediately!;;;;;;;;;;;;;x
EKJobs205_known_benevolent_lycan_suspect;[accused_lycan.GetBestName] claims to have firm control over [accused_lycan.GetHerHis] lycanthropy, but the fact of the matter is that [accused_lycan.GetSheHe] is a werewolf, and is a threat all the same!;;;;;;;;;;;;;x
EKJobs205_unknown_lycan_highly_suspect;I have been monitoring [accused_lycan.GetBestName]'s appearance, schedule, dietary habits, and general demeanor for quite some time now. While the rest of court seems oblivious, I am almost certain that [accused_lycan.GetSheHe] is a werewolf!;;;;;;;;;;;;;x
EKJobs205_fake_lycan_highly_suspect;I have been monitoring [accused_lycan.GetBestName]'s appearance, schedule, dietary habits, and general demeanor for quite some time now. While the rest of court seems oblivious, I am almost certain that that [accused_lycan.GetSheHe] is a werewolf!;;;;;;;;;;;;;x
EKJobs205_unknown_lycan_moderate_suspect;I have been monitoring [accused_lycan.GetBestName]'s appearance, schedule, dietary habits, and general demeanor for quite some time now. While the rest of the court seems oblivious, I am quite suspicious that [accused_lycan.GetSheHe] is a werewolf!;;;;;;;;;;;;;x
EKJobs205_fake_lycan_moderate_suspect;I have been monitoring [accused_lycan.GetBestName]'s appearance, schedule, dietary habits, and general demeanor for quite some time now. While the rest of the court seems oblivious, I am quite suspicious that [accused_lycan.GetSheHe] is a werewolf!;;;;;;;;;;;;;x
EKJobs205_wildcard_lycan_suspect;I have been monitoring [accused_lycan.GetBestName]'s appearance, schedule, dietary habits, and general demeanor for quite some time now. Although I have some doubts as to [accused_lycan.GetHerHis] nature, I believe that [accused_lycan.GetFirstName] is a werewolf!;;;;;;;;;;;;;x
EKJobs205OptA;Seize [accused_lycan.GetHerHim]! [accused_lycan.GetSheHeCap] will face [Root.Liege.GetTitle] [Root.Liege.GetFirstName]'s justice.;;;;;;;;;;;;;x
EKJobs205OptB;I know who I would rather accuse...;Il y a quelqu'un d'autre que je préférerais accuser...;Ich weiß, wen ich lieber beschuldigen würde ...;;Sé a quién preferiría acusar...;;;;;;;;;x
EKJobs205OptC;Perhaps [accused_lycan.GetFirstName] isn't a werewolf...;;;;;;;;;x
EKJobs210_known_lycan_suspect;[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName] bursts into your [Root.GetChamber], flanked by several [Root.GetReligionWarriorPlural] dragging [accused_lycan.GetBestName] with them in chains. "My [Root.GetTitle], it is no secret that [accused_lycan.GetFirstName] is a werewolf, and what's more, [accused_lycan.GetSheHe] is a cold-blooded killer! You must do something about [accused_lycan.GetHerHim]!";;;;;;;;;;;;;x
EKJobs210_known_benevolent_lycan_suspect;[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName] bursts into your [Root.GetChamber], flanked by several [Root.GetReligionWarriorPlural] dragging [accused_lycan.GetBestName] with them in chains. "My [Root.GetTitle], it is no secret that [accused_lycan.GetFirstName] is a werewolf, and although [accused_lycan.GetSheHe] claims to have control over [accused_lycan.GetHerHis] form, I believe that [accused_lycan.GetSheHe] is still a threat to the realm!";;;;;;;;;;;;;x
EKJobs210_unknown_lycan_highly_suspect;[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName] bursts into your [Root.GetChamber], flanked by several [Root.GetReligionWarriorPlural] dragging [accused_lycan.GetBestName] with them in chains. "My [Root.GetTitle], I have strong evidence suggesting that [accused_lycan.GetFirstName] is a werewolf! With your permission, I would like to test [accused_lycan.GetHerHim] in front of the court to determine the truth, once and for all!";;;;;;;;;;;;;x
EKJobs210_fake_lycan_highly_suspect;[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName] bursts into your [Root.GetChamber], flanked by several [Root.GetReligionWarriorPlural] dragging [accused_lycan.GetBestName] with them in chains. "My [Root.GetTitle], I have strong evidence suggesting that [accused_lycan.GetFirstName] is a werewolf! With your permission, I would like to test [accused_lycan.GetHerHim] in front of the court to determine the truth, once and for all!";;;;;;;;;;;;;x
EKJobs210_unknown_lycan_moderate_suspect;[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName] bursts into your [Root.GetChamber], flanked by several [Root.GetReligionWarriorPlural] dragging [accused_lycan.GetBestName] with them in chains. "My [Root.GetTitle], I have some evidence suggesting that [accused_lycan.GetFirstName] is a werewolf! With your permission, I would like to test [accused_lycan.GetHerHim] in front of the court to determine the truth, once and for all!";;;;;;;;;;;;;x
EKJobs210_fake_lycan_moderate_suspect;[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName] bursts into your [Root.GetChamber], flanked by several [Root.GetReligionWarriorPlural] dragging [accused_lycan.GetBestName] with them in chains. "My [Root.GetTitle], I have some evidence suggesting that [accused_lycan.GetFirstName] is a werewolf! With your permission, I would like to test [accused_lycan.GetHerHim] in front of the court to determine the truth, once and for all!";;;;;;;;;;;;;x
EKJobs210_wildcard_lycan_suspect;[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName] bursts into your [Root.GetChamber], flanked by several [Root.GetReligionWarriorPlural] dragging [accused_lycan.GetBestName] with them in chains. "My [Root.GetTitle], I suspect that [accused_lycan.GetFirstName] may be a werewolf! With your permission, I would like to test [accused_lycan.GetHerHim] in front of the court to determine the truth, once and for all!";;;;;;;;;;;;;x
EKJobs210OptA;Throw the werewolf into the dungeon!;;;;;;;;;x
EKJobs210OptB;Very well. We shall see if [accused_lycan.GetFirstName] truly is a werewolf.;;;;;;;;;x
EKJobs210OptC;I command you to let [accused_lycan.GetFirstName] go at once!;;;;;;;;;x
EKJobs210OptD;I will allow no such thing to occur, [Root.GetLordSpiritualName]. Let [accused_lycan.GetFirstName] go.;;;;;;;;;x
EKJobs215A;That insufferable fool, [my_liege.GetLordSpiritualName] [my_liege.job_spiritual.GetFullName]! [my_liege.job_spiritual.GetSheHeCap] and a small army of guards arrested me and brought me before [my_liege.GetBestName], who ordered me thrown into [my_liege.GetHerHis] dungeon due to my beast-blood!;;;;;;;;;;;;;x
EKJobs215B;That closed-minded fool, [my_liege.GetLordSpiritualName] [my_liege.job_spiritual.GetFullName]! [my_liege.job_spiritual.GetSheHeCap] and a small army of guards arrested me and brought me before [my_liege.GetBestName], who ordered me thrown into [my_liege.GetHerHis] dungeon due to my beast-blood! Have they forgotten that I have total control over my form, and mean them no harm?;;;;;;;;;;;;;x
EKJobs215OptA;This injustice will not soon be forgotten...;;;;;;;;;x
EKJobs220;Ha! Even though [my_liege.GetLordSpiritualName] [my_liege.job_spiritual.GetFullName] had me dragged before [my_liege.GetBestName] in chains and requested I be imprisoned because of my beast-blood, [my_liege.GetFirstName] has shown mercy and allowed me to go free!;;;;;;;;;;;;;x
EKJobs220OptA;How fortuitous!;;;;;;;;;x
EKJobs225A;Curses! [my_liege.job_spiritual.GetFullName] had me arrested and dragged before before [my_liege.GetBestName] in chains. The two determined that I would be tested to uncover the truth about my condition.\n In front of the entire court, I am placed inside a cage. [my_liege.GetLordSpiritualName] and several guards begin to taunt me, and throw pieces of cow carcass inside my enclosure. My anger rises...the smell of blood grows stronger...;;;;;;;;;;;;;x
EKJobs225B;What is the meaning of this? [my_liege.job_spiritual.GetFullName] had me arrested and dragged before before [my_liege.GetBestName] in chains. The two determined that I would be tested to see whether or not I'm a werewolf.\n In front of the entire court, [my_liege.GetLordSpiritualName] stuffs me into a cage, and with the aid of several guards, begins a round of taunting before throwing chunks of cow carcass into the cage. But I shall not fall for their tricks!;;;;;;;;;;;;;x
EKJobs225C;What is the meaning of this? [my_liege.job_spiritual.GetFullName] had me arrested and dragged before before [my_liege.GetBestName] in chains. The two determined that I would be tested to see whether or not I'm a werewolf.\n In front of the entire court, [my_liege.GetLordSpiritualName] stuffs me into a cage, and with the aid of several guards, begins a round of taunting before throwing chunks of cow carcass into the cage. I glare back, unamused. After some time, the taunting grinds to a halt.;;;;;;;;;;;;;x
EKJobs225OptA;I MUST transform!;;;;;;;;;x
EKJobs225OptB;I shall NOT transform!;;;;;;;;;x
EKJobs225OptC;A werewolf I may be, but my beast form is under control!;;;;;;;;;x
EKJobs225OptD;What's wrong with you, [my_liege.job_spiritual.GetFirstName]?;;;;;;;;;x
EKJobs230A;That fool, [my_liege.GetLordSpiritualName] [my_liege.job_spiritual.GetFullName], had me dragged before [my_liege.GetBestName] in chains and requested I be tested before the court to determine whether or not I am a werewolf. Yet [my_liege.GetBestName] refused to allow the test to happen, and had me released!;;;;;;;;;;;;;x
EKJobs230OptA;My secret remains safe...for now.;;;;;;;;;x
EKJobs230B;How ridiculous! That fool, [my_liege.GetLordSpiritualName] [my_liege.job_spiritual.GetFullName], had me dragged before [my_liege.GetBestName] in chains and requested I be tested before the court to determine whether or not I am a werewolf! Thankfully, [my_liege.GetBestName] had me released before the situation became any more embarrassing.;;;;;;;;;;;;;x
EKJobs230OptB;I am not amused, [my_liege.job_spiritual.GetFirstName].;;;;;;;;;x
EKJobs235;[my_liege.GetBestName] followed my advice and ordered [accused_lycan.GetFirstName] thrown into the dungeon! Both the court, and common folk, will be able to sleep just a little easier tonight.;;;;;;;;;x
EKJobs235OptA;And my vigilance has not gone unnoticed.;;;;;;;;;x
EKJobs240;Despite [accused_lycan.GetFirstName]'s lycanthropy being plain to see, [my_liege.GetFirstName] chose to let the fiend go! Why? Could it be ignorance? Disinterest? Disregard? Or...are [my_liege.GetBestName] and [accused_lycan.GetFirstName] working together?;;;;;;;;;x
EKJobs240OptA;I should drop it for now.;;;;;;;;;x
EKJobs240OptB;You can't run from justice forever, [accused_lycan.GetFirstName]!;;;;;;;;;x
EKJobs240OptC;What's wrong with you, [my_liege.GetFirstName]?;;;;;;;;;x
EKJobs240OptD;Curse you both, [accused_lycan.GetFirstName] and [my_liege.GetFirstName]!;;;;;;;;;x
EKJobs245A;[Root.job_spiritual.GetFirstName] shoves [accused_lycan.GetFirstName] into a cage. [Root.job_spiritual.GetFirstName], joined by several guards, begins taunting [accused_lycan.GetFirstName], before throwing hunks of cow carcass into the cage. [accused_lycan.GetFirstName] breaks into a sweat, and shortly thereafter, transforms into a werewolf! Worked into a frenzy, [accused_lycan.GetFirstName] snarls and growls, and futilely attempts to break free.;;;;;;;;;x
EKJobs245B;[Root.job_spiritual.GetFirstName] shoves [accused_lycan.GetFirstName] into a cage. [Root.job_spiritual.GetFirstName], joined by several guards, begins taunting [accused_lycan.GetFirstName], before throwing hunks of cow carcass into the cage. [accused_lycan.GetFirstName] glares back from inside the enclosure. After a while, a bemused [Root.job_spiritual.GetFirstName] decides to stop the test, deeming the results "inconclusive.";;;;;;;;;x
EKJobs245C;[Root.job_spiritual.GetFirstName] shoves [accused_lycan.GetFirstName] into a cage. [Root.job_spiritual.GetFirstName], joined by several guards, begins taunting [accused_lycan.GetFirstName], before throwing hunks of cow carcass into the cage. [accused_lycan.GetFirstName] glares back from inside the enclosure. From inside the cage, [accused_lycan.GetFirstName] calmly looks at us and transforms into a werewolf! The crowd is stunned, but [accused_lycan.GetFirstName] exhibits no savage behavior, and claims to have [accused_lycan.GetHerHis] beast-blood under control.;;;;;;;;;x
EKJobs245D;[Root.job_spiritual.GetFirstName] shoves [accused_lycan.GetFirstName] into a cage. [Root.job_spiritual.GetFirstName], joined by several guards, begins taunting [accused_lycan.GetFirstName], before throwing hunks of cow carcass into the cage. [accused_lycan.GetFirstName] glares back from inside the enclosure. After a while, a bemused [Root.job_spiritual.GetFirstName] decides to stop the test, deeming the results "inconclusive.";;;;;;;;;x
EKJobs245OptA;Throw the werewolf into the dungeon!;;;;;;;;;x
EKJobs245OptB;I command you to let [accused_lycan.GetFirstName] go at once!;;;;;;;;;x
EKJobs245OptC;This test is over. Let [accused_lycan.GetFirstName] go, now!;;;;;;;;;x
EKJobs245OptD;[accused_lycan.GetFirstName] could still be a werewolf! Throw [accused_lycan.GetHerHim] into the dungeon!;;;;;;;;;x
EKJobs250A;My plea falls on deaf ears as [my_liege.GetBestName] has me hauled away to the dungeon and locked in a cold, dark cell. At least the rats in here would be a fine snack...;;;;;;;;;x
EKJobs250B;Despite passing [my_liege.job_spiritual.GetFirstName]'s absurd "werewolf test," [my_liege.GetTitle] [my_liege.GetFirstName] has me hauled away to the dungeon anyway! I demand to be freed, but the guards don't care - they throw me into a dark cell and lock the door.;;;;;;;;;x
EKJobs250OptA;Let me out of here! Let me out!;;;;;;;;;x
EKJobs250OptB;I don't belong in here! Let me out!;;;;;;;;;x
EKJobs255A;[my_liege.GetBestName] decided that despite my lycanthropy being proven to the court, there was no need to have me imprisoned. I've been released from captivity and am free to do as I please...though doubt remains that I can control my beast form appropriately.;;;;;;;;;x
EKJobs255B;Judging by my lack of a transformation despite [my_liege.job_spiritual.GetFirstName]'s alleged "best" efforts, I've proved that I'm no werewolf. [my_liege.GetBestName] ordered me released from custody, though I'm none too happy with [my_liege.job_spiritual.GetFirstName] getting me involved in all this.;;;;;;;;;x
EKJobs255OptA;Sooner or later, the call of the blood will be too much to resist...;;;;;;;;;x
EKJobs255OptB;The doubters will be proven wrong.;;;;;;;;;x
EKJobs255OptC;At least this is over.;;;;;;;;;x
