aambition.16.optb;Wait...someone else has it?!;;;;;;;;;x
amass_wealth_help;Ask Liege for Help Amassing Wealth;Ask Liege for Help Amassing Wealth;Ask Liege for Help Amassing Wealth;;Ask Liege for Help Amassing Wealth;;;;;;;;;x
amass_wealth_help_desc;Ask your friend, [Root.Liege.GetTitledFirstName], to provide you with some money to help you amass wealth.;Ask your friend, [Root.Liege.GetTitledFirstName], to provide you with some money to help you amass wealth.;Ask your friend, [Root.Liege.GetTitledFirstName], to provide you with some money to help you amass wealth.;;Ask your friend, [Root.Liege.GetTitledFirstName], to provide you with some money to help you amass wealth.;;;;;;;;;x
attacker_forced_peace_tooltip;[This.GetFirstName] is forced to make peace.;[This.GetFirstName] is forced to make peace.;[This.GetFirstName] is forced to make peace.;;[This.GetFirstName] is forced to make peace.;;;;;;;;;x
bastardevents.0.a;I wonder what he'll say.;I wonder what he'll say.;I wonder what he'll say.;;I wonder what he'll say.;;;;;;;;;x
bastardevents.0.desc;My mother is asking my father to legitimize me.;My mother is asking my father to legitimize me.;My mother is asking my father to legitimize me.;;My mother is asking my father to legitimize me.;;;;;;;;;x
bastardevents.1.a;Rebuff the absurd request!;Rebuff the absurd request!;Rebuff the absurd request!;;Rebuff the absurd request!;;;;;;;;;x
bastardevents.1.b;Grant the request and enable him to inherit.;Grant the request and enable him to inherit.;Grant the request and enable him to inherit.;;Grant the request and enable him to inherit.;;;;;;;;;x
bastardevents.1.desc;The mother of my bastard is asking me to legitimize him.;The mother of my bastard is asking me to legitimize him.;The mother of my bastard is asking me to legitimize him.;;The mother of my bastard is asking me to legitimize him.;;;;;;;;;x
bastardevents.2.a;Well, there are other ways...;Well, there are other ways...;Well, there are other ways...;;Well, there are other ways...;;;;;;;;;x
bastardevents.2.b;Maybe he'll change his mind if I work harder.;Maybe he'll change his mind if I work harder.;Maybe he'll change his mind if I work harder.;;Maybe he'll change his mind if I work harder.;;;;;;;;;x
bastardevents.2.c;It's okay, I didn't want to inherit anyway.;It's okay, I didn't want to inherit anyway.;It's okay, I didn't want to inherit anyway.;;It's okay, I didn't want to inherit anyway.;;;;;;;;;x
bastardevents.2.desc;My father refused to legitimize me.;My father refused to legitimize me.;My father refused to legitimize me.;;My father refused to legitimize me.;;;;;;;;;x
bastardevents.3.a;My mother will like that.;My mother will like that.;My mother will like that.;;My mother will like that.;;;;;;;;;x
bastardevents.3.desc;My father decided to legitimize me!;My father decided to legitimize me!;My father decided to legitimize me!;;My father decided to legitimize me!;;;;;;;;;x
bastardevents.4.a;What a jerk!;What a jerk!;What a jerk!;;What a jerk!;;;;;;;;;x
bastardevents.4.desc;The father has refused to legitimise your son.;The father has refused to legitimise your son.;The father has refused to legitimise your son.;;The father has refused to legitimise your son.;;;;;;;;;x
bastardevents.5.a;He loves me!;He loves me!;He loves me!;;He loves me!;;;;;;;;;x
bastardevents.5.desc;The father of your son, [From.GetFirstName], has decided to legitimize him.;The father of your son, [From.GetFirstName], has decided to legitimize him.;The father of your son, [From.GetFirstName], has decided to legitimize him.;;The father of your son, [From.GetFirstName], has decided to legitimize him.;;;;;;;;;x
bastard_chain_tooltip;Legitimization is requested.;Legitimization is requested.;Legitimization is requested.;;Legitimization is requested.;;;;;;;;;x
battleambition.0.desc;I have faced my foeman on the field and displayed my courage.;I have faced my foeman on the field and displayed my courage.;I have faced my foeman on the field and displayed my courage.;;I have faced my foeman on the field and displayed my courage.;;;;;;;;;x
battleambition.1.desc;I have faced the heathens in battle and displayed my courage.;I have faced the heathens on the field and displayed my courage.;I have faced the heathens in battle and displayed my courage.;;I have faced the heathens on the field and displayed my courage.;;;;;;;;;x
battleambition.10.a;I fight with Athena's blessing!;I fight with Athena's blessing!;I fight with Athena's blessing!;;I fight with Athena's blessing!;;;;;;;;;x
battleambition.10.b;I fight with [Root.Religion.GetRandomGodName]'s blessing!;I fight with [Root.Religion.GetRandomGodName]'s blessing!;I fight with [Root.Religion.GetRandomGodName]'s blessing!;;I fight with [Root.Religion.GetRandomGodName]'s blessing!;;;;;;;;;x
battleambition.10.desc;The foe cast his spear and struck [Root.GetFirstName] on the shield.  'A hit!', he shouted, 'And I don't think you will last long now.'  [Root.GetFirstName] answered undismayed: 'A miss, not a hit!' Then [Root.GetSheHe] threw.  Fate guided the point to the man's nose.  He tumbled out of the saddle in his armour, gleaming in the sun.  The horse shied, and there his life and courage vanished away.;The foe cast his spear and struck [Root.GetFirstName] on the shield.  'A hit!', he shouted, 'And I don't think you will last long now.'  [Root.GetFirstName] answered undismayed: 'A miss, not a hit!' Then [Root.GetSheHe] threw.  Fate guided the point to the man's nose.  He tumbled out of the saddle in his armour, gleaming in the sun.  The horse shied, and there his life and courage vanished away.;The foe cast his spear and struck [Root.GetFirstName] on the shield.  'A hit!', he shouted, 'And I don't think you will last long now.'  [Root.GetFirstName] answered undismayed: 'A miss, not a hit!' Then [Root.GetSheHe] threw.  Fate guided the point to the man's nose.  He tumbled out of the saddle in his armour, gleaming in the sun.  The horse shied, and there his life and courage vanished away.;;The foe cast his spear and struck [Root.GetFirstName] on the shield.  'A hit!', he shouted, 'And I don't think you will last long now.'  [Root.GetFirstName] answered undismayed: 'A miss, not a hit!' Then [Root.GetSheHe] threw.  Fate guided the point to the man's nose.  He tumbled out of the saddle in his armour, gleaming in the sun.  The horse shied, and there his life and courage vanished away.;;;;;;;;;x
battleambition.11.a;It was a wonderful sight, and the warriors stared.;It was a wonderful sight, and the warriors stared.;It was a wonderful sight, and the warriors stared.;;It was a wonderful sight, and the warriors stared.;;;;;;;;;x
battleambition.11.desc;...savage, now, angry and desperate, [Root.GetSheHe] lifted it high over his head and struck with all the strength he had left.  Caught the foe in the neck and cut it through, broke bones and all.  The body fell to the floor, lifeless.  The sword was wet with blood, and [Root.GetBestName] rejoiced at the sight.;...savage, now, angry and desperate, [Root.GetSheHe] lifted it high over his head and struck with all the strength he had left.  Caught the foe in the neck and cut it through, broke bones and all.  The body fell to the floor, lifeless.  The sword was wet with blood, and [Root.GetBestName] rejoiced at the sight.;...savage, now, angry and desperate, [Root.GetSheHe] lifted it high over his head and struck with all the strength he had left.  Caught the foe in the neck and cut it through, broke bones and all.  The body fell to the floor, lifeless.  The sword was wet with blood, and [Root.GetBestName] rejoiced at the sight.;;...savage, now, angry and desperate, [Root.GetSheHe] lifted it high over his head and struck with all the strength he had left.  Caught the foe in the neck and cut it through, broke bones and all.  The body fell to the floor, lifeless.  The sword was wet with blood, and [Root.GetBestName] rejoiced at the sight.;;;;;;;;;x
battleambition.12.a;'For courage mixed with prudence is not foolish...';'For courage mixed with prudence is not foolish...';'For courage mixed with prudence is not foolish...';;'For courage mixed with prudence is not foolish...';;;;;;;;;x
battleambition.12.desc;As court jester, I was trying to keep my liege's troops entertained before battle. I was standing in the middle of field between the two armies, juggling knives and singing the Song of Roland, when one of the enemies rushed out to challenge me.  Hastily, I tossed one of the knives I was juggling into his throat!;As court jester, I was trying to keep my liege's troops entertained before battle. I was standing in the middle of field between the two armies, juggling knives and singing the Song of Roland, when one of the enemies rushed out to challenge me.  Hastily, I tossed one of the knives I was juggling into his throat!;As court jester, I was trying to keep my liege's troops entertained before battle. I was standing in the middle of field between the two armies, juggling knives and singing the Song of Roland, when one of the enemies rushed out to challenge me.  Hastily, I tossed one of the knives I was juggling into his throat!;;As court jester, I was trying to keep my liege's troops entertained before battle. I was standing in the middle of field between the two armies, juggling knives and singing the Song of Roland, when one of the enemies rushed out to challenge me.  Hastily, I tossed one of the knives I was juggling into his throat!;;;;;;;;;x
battleambition.13.a;Uh, I'm not quite dead.  In fact, I think I could pull through!;Uh, I'm not quite dead.  In fact, I think I could pull through!;Uh, I'm not quite dead.  In fact, I think I could pull through!;;Uh, I'm not quite dead.  In fact, I think I could pull through!;;;;;;;;;x
battleambition.13.desc;The men were beginning to lose courage, so I attempted to rally them to make another stand against the incoming enemy cavalry charge.  It was then I was hit with an arrow!\n'Brave, Brave [Root.GetBestName],' I heard a companion say, 'you shall not have died in vain!';The men were beginning to lose courage, so I attempted to rally them to make another stand against the incoming enemy cavalry charge.  It was then I was hit with an arrow!\n'Brave, Brave [Root.GetBestName],' I heard a companion say, 'you shall not have died in vain!';The men were beginning to lose courage, so I attempted to rally them to make another stand against the incoming enemy cavalry charge.  It was then I was hit with an arrow!\n'Brave, Brave [Root.GetBestName],' I heard a companion say, 'you shall not have died in vain!';;The men were beginning to lose courage, so I attempted to rally them to make another stand against the incoming enemy cavalry charge.  It was then I was hit with an arrow!\n'Brave, Brave [Root.GetBestName],' I heard a companion say, 'you shall not have died in vain!';;;;;;;;;x
battleambition.14.a;It is easy to see that you are not used to this matter of adventures.;It is easy to see that you are not used to this matter of adventures.;It is easy to see that you are not used to this matter of adventures.;;It is easy to see that you are not used to this matter of adventures.;;;;;;;;;x
battleambition.14.desc;'Fly not, cowards and vile beings, for a single knight attacks you.'  But as he drove his lance-point into the sail the wind whirled it round with such force that it shivered the lance to pieces, sweeping with it horse and rider, who went rolling over on the plain, in a sorry condition.;'Fly not, cowards and vile beings, for a single knight attacks you.'  But as he drove his lance-point into the sail the wind whirled it round with such force that it shivered the lance to pieces, sweeping with it horse and rider, who went rolling over on the plain, in a sorry condition.;'Fly not, cowards and vile beings, for a single knight attacks you.'  But as he drove his lance-point into the sail the wind whirled it round with such force that it shivered the lance to pieces, sweeping with it horse and rider, who went rolling over on the plain, in a sorry condition.;;'Fly not, cowards and vile beings, for a single knight attacks you.'  But as he drove his lance-point into the sail the wind whirled it round with such force that it shivered the lance to pieces, sweeping with it horse and rider, who went rolling over on the plain, in a sorry condition.;;;;;;;;;x
battleambition.2.a;A fine kill, but I broke the shaft to my favourite axe!;A fine kill, but I broke the shaft to my favourite axe!;A fine kill, but I broke the shaft to my favourite axe!;;A fine kill, but I broke the shaft to my favourite axe!;;;;;;;;;x
battleambition.2.desc;I was in front of the battle lines and began to deliver a speech when some foolish rider on the opposing side began racing towards me, no doubt trying to kill me.  I would have had enough time to retreat behind my men, but I wanted to make a good example, so I remained to face this knight.  When he got close, I stood in my stirrups and smashed my axe downwards across his face.;I was in front of the battle lines and began to deliver a speech when some foolish rider on the opposing side began racing towards me, no doubt trying to kill me.  I would have had enough time to retreat behind my men, but I wanted to make a good example, so I remained to face this knight.  When he got close, I stood in my stirrups and smashed my axe downwards across his face.;I was in front of the battle lines and began to deliver a speech when some foolish rider on the opposing side began racing towards me, no doubt trying to kill me.  I would have had enough time to retreat behind my men, but I wanted to make a good example, so I remained to face this knight.  When he got close, I stood in my stirrups and smashed my axe downwards across his face.;;I was in front of the battle lines and began to deliver a speech when some foolish rider on the opposing side began racing towards me, no doubt trying to kill me.  I would have had enough time to retreat behind my men, but I wanted to make a good example, so I remained to face this knight.  When he got close, I stood in my stirrups and smashed my axe downwards across his face.;;;;;;;;;x
battleambition.3.a;He thanked me for rescuing him.;He thanked me for rescuing him.;He thanked me for rescuing him.;He thanked me for rescuing him.;;He thanked me for rescuing him.;He thanked me for rescuing him.;;;;;;;;;x
battleambition.3.b;Perhaps I can make use of this foolish knight.;Perhaps I can make use of this foolish knight.;Perhaps I can make use of this foolish knight.;;Perhaps I can make use of this foolish knight.;;;;;;;;;x
battleambition.3.c;I gave him a lecture on patience.;I gave him a lecture on patience.;I gave him a lecture on patience.;;I gave him a lecture on patience.;;;;;;;;;x
battleambition.3.d;Instruct him to never do that again.;Instruct him to never do that again.;Instruct him to never do that again.;;Instruct him to never do that again.;;;;;;;;;x
battleambition.3.desc;I was trying to keep the men in line when one of my soldiers broke rank and began hacking at a group of enemies. The fool eventually got hit by a spear. After ordering the men to stay put, I ran from the battle lines to save him. I drove the enemy back and together we retreated to the safety of the ranks, and to the cheers of the men.;I was trying to keep the men in line when one of my soldiers broke rank and began hacking at a group of enemies. The fool eventually got hit by a spear. After ordering the men to stay put, I ran from the battle lines to save him. I drove the enemy back and together we retreated to the safety of the ranks, and to the cheers of the men.;I was trying to keep the men in line when one of my soldiers broke rank and began hacking at a group of enemies. The fool eventually got hit by a spear. After ordering the men to stay put, I ran from the battle lines to save him. I drove the enemy back and together we retreated to the safety of the ranks, and to the cheers of the men.;;I was trying to keep the men in line when one of my soldiers broke rank and began hacking at a group of enemies. The fool eventually got hit by a spear. After ordering the men to stay put, I ran from the battle lines to save him. I drove the enemy back and together we retreated to the safety of the ranks, and to the cheers of the men.;;;;;;;;;x
battleambition.4.a;Thank him for the rescue.;Thank him for the rescue.;Thank him for the rescue.;;Thank him for the rescue.;;;;;;;;;x
battleambition.4.b;Reward him for his bravery.;Reward him for his bravery.;Reward him for his bravery.;;Reward him for his bravery.;;;;;;;;;x
battleambition.4.desc;I got impatient and charged the enemy by myself.  I killed several of them, but eventually one struck me with a spear.  Thankfully, right as I was about to get hit again, another soldier from my side killed the one about to stab me, and helped drive back the others. Together we returned to our ranks.  The men were cheering at our bravery!;I got impatient and charged the enemy by myself.  I killed several of them, but eventually one struck me with a spear.  Thankfully, right as I was about to get hit again, another soldier from my side killed the one about to stab me, and helped drive back the others. Together we returned to our ranks.  The men were cheering at our bravery!;I got impatient and charged the enemy by myself.  I killed several of them, but eventually one struck me with a spear.  Thankfully, right as I was about to get hit again, another soldier from my side killed the one about to stab me, and helped drive back the others. Together we returned to our ranks.  The men were cheering at our bravery!;;I got impatient and charged the enemy by myself.  I killed several of them, but eventually one struck me with a spear.  Thankfully, right as I was about to get hit again, another soldier from my side killed the one about to stab me, and helped drive back the others. Together we returned to our ranks.  The men were cheering at our bravery!;;;;;;;;;x
battleambition.5.a;He'll make a decent ransom.;He'll make a decent ransom.;He'll make a decent ransom.;;He'll make a decent ransom.;;;;;;;;;x
battleambition.5.desc;'Yield, [Root.GetOnlyDynastyName]!'  I was mostly unscathed from the fall from my horse, but the knight above me kept shouting at me to yield.  Since I was still disoriented from the fall, he probably didn't think I was much of a threat.  That's when I remembered my helmet has a spike on the top and bashed my head into his horse.\n'Yield...' the knight moaned.;'Yield, [Root.GetOnlyDynastyName]!'  I was mostly unscathed from the fall from my horse, but the knight above me kept shouting at me to yield.  Since I was still disoriented from the fall, he probably didn't think I was much of a threat.  That's when I remembered my helmet has a spike on the top and bashed my head into his horse.\n'Yield...' the knight moaned.;'Yield, [Root.GetOnlyDynastyName]!'  I was mostly unscathed from the fall from my horse, but the knight above me kept shouting at me to yield.  Since I was still disoriented from the fall, he probably didn't think I was much of a threat.  That's when I remembered my helmet has a spike on the top and bashed my head into his horse.\n'Yield...' the knight moaned.;;'Yield, [Root.GetOnlyDynastyName]!'  I was mostly unscathed from the fall from my horse, but the knight above me kept shouting at me to yield.  Since I was still disoriented from the fall, he probably didn't think I was much of a threat.  That's when I remembered my helmet has a spike on the top and bashed my head into his horse.\n'Yield...' the knight moaned.;;;;;;;;;x
battleambition.6.a;And so I rode, but I dared not look back to see if they were following...;And so I rode, but I dared not look back to see if they were following...;And so I rode, but I dared not look back to see if they were following...;;And so I rode, but I dared not look back to see if they were following...;;;;;;;;;x
battleambition.6.desc;'You won't hear me calling "For [Root.Liege.GetTitledFirstName]!"' I began.  'This is your land that the enemy is attacking. If he wins, it is your homes he will burn.  It is your women he will rape.  Fight for, [Root.Capital.GetName], your home!  Those are brave men over there.  Let's go kill them!';'You won't hear me calling "For [Root.Liege.GetTitledFirstName]!"' I began.  'This is your land that the enemy is attacking. If he wins, it is your homes he will burn.  It is your women he will rape.  Fight for, [Root.Capital.GetName], your home!  Those are brave men over there.  Let's go kill them!';'You won't hear me calling "For [Root.Liege.GetTitledFirstName]!"' I began.  'This is your land that the enemy is attacking. If he wins, it is your homes he will burn.  It is your women he will rape.  Fight for, [Root.Capital.GetName], your home!  Those are brave men over there.  Let's go kill them!';;'You won't hear me calling "For [Root.Liege.GetTitledFirstName]!"' I began.  'This is your land that the enemy is attacking. If he wins, it is your homes he will burn.  It is your women he will rape.  Fight for, [Root.Capital.GetName], your home!  Those are brave men over there.  Let's go kill them!';;;;;;;;;x
battleambition.7.a;No reward is necessary.;No reward is necessary;No reward is necessary;;No reward is necessary;;;;;;;;;x
battleambition.7.b;I'll take the silver.;I'll take the silver.;I'll take the silver.;;I'll take the silver.;;;;;;;;;x
battleambition.7.c;Have a monument of me built here.;Have a monument of me built here.;Have a monument of me built here.;;Have a monument of me built here.;;;;;;;;;x
battleambition.7.desc;The enemy was pillaging the local villages between fighting.  I could not tolerate the abuse of innocents and even though the other leaders thought it was a foolish waste of troops, I rode out to defend the villagers and helped guard a small settlement from would-be raiders.  The peasants were grateful for my valiant defence of their home, and offered me a reward for my heroism.;The enemy was pillaging the local villages between fighting.  I could not tolerate the abuse of innocents and even though the other leaders thought it was a foolish waste of troops, I rode out to defend the villagers and helped guard a small settlement from would-be raiders.  The peasants were grateful for my valiant defence of their home, and offered me a reward for my heroism.;The enemy was pillaging the local villages between fighting.  I could not tolerate the abuse of innocents and even though the other leaders thought it was a foolish waste of troops, I rode out to defend the villagers and helped guard a small settlement from would-be raiders.  The peasants were grateful for my valiant defence of their home, and offered me a reward for my heroism.;;The enemy was pillaging the local villages between fighting.  I could not tolerate the abuse of innocents and even though the other leaders thought it was a foolish waste of troops, I rode out to defend the villagers and helped guard a small settlement from would-be raiders.  The peasants were grateful for my valiant defence of their home, and offered me a reward for my heroism.;;;;;;;;;x
battleambition.8.a;A risky sortie, but it paid off.;A risky sortie, but it paid off.;A risky sortie, but it paid off.;;A risky sortie, but it paid off.;;;;;;;;;x
battleambition.8.desc;Under the cover of night, I led my men on a bold charge against the besiegers.  Suddenly and swiftly, we rushed from the gates of [From.Siege.GetName], and a great victory was won.;Under the cover of night, I led my men on a bold charge against the besiegers.  Suddenly and swiftly, we rushed from the gates of [From.Siege.GetName], and a great victory was won.;Under the cover of night, I led my men on a bold charge against the besiegers.  Suddenly and swiftly, we rushed from the gates of [From.Siege.GetName], and a great victory was won.;;Under the cover of night, I led my men on a bold charge against the besiegers.  Suddenly and swiftly, we rushed from the gates of [From.Siege.GetName], and a great victory was won.;;;;;;;;;x
battleambition.9.a;I must ride, despite the risks.;I must ride, despite the risks.;I must ride, despite the risks.;;I must ride, despite the risks.;;;;;;;;;x
battleambition.9.b;No... to ride would be the death of me.;No... to ride would be the death of me.;No... to ride would be the death of me.;;No... to ride would be the death of me.;;;;;;;;;x
battleambition.9.c;I have no fear, [Root.Religion.GetRandomGodName] will protect me.;I have no fear, [Root.Religion.GetRandomGodName] will protect me.;I have no fear, [Root.Religion.GetRandomGodName] will protect me.;;I have no fear, [Root.Religion.GetRandomGodName] will protect me.;;;;;;;;;x
battleambition.9.desc;My illness is severely debilitating, making it almost impossible for me to lead directly in battle.  While I can still devise strategies and make plans from the safety of my tent, my men's morale is hampered by my inability to lead them personally.  Some of my advisers say I should ride into battle despite my illness, to keep the troops in good spirits, but it would be a risk.;My illness is severely debilitating, making it almost impossible for me to lead directly in battle.  While I can still devise strategies and make plans from the safety of my tent, my men's morale is hampered by my inability to lead them personally.  Some of my advisors say I should ride into battle despite my illness, to keep the troops in good spirits, but it would be a risk.;My illness is severely debilitating, making it almost impossible for me to lead directly in battle.  While I can still devise strategies and make plans from the safety of my tent, my men's morale is hampered by my inability to lead them personally.  Some of my advisers say I should ride into battle despite my illness, to keep the troops in good spirits, but it would be a risk.;;My illness is severely debilitating, making it almost impossible for me to lead directly in battle.  While I can still devise strategies and make plans from the safety of my tent, my men's morale is hampered by my inability to lead them personally.  Some of my advisers say I should ride into battle despite my illness, to keep the troops in good spirits, but it would be a risk.;;;;;;;;;x
champion;Champion;Champion;Champion;;Champion;;;;;;;;;x
champion_desc;[Root.GetBestName] has fought in many battles, including ones against heathens.;[Root.GetBestName] has fought in many battles, including ones against heathens.;[Root.GetBestName] has fought in many battles, including ones against heathens.;;[Root.GetBestName] has fought in many battles, including ones against heathens.;;;;;;;;;x
check_notable_persons;Check Friends and Rivals;Check Friends and Rivals;Check Friends and Rivals;;Check Friends and Rivals;;;;;;;;;x
check_notable_persons_desc;Show your friends and rivals, if you have them.;Show your friends and rivals, if you have them.;Show your friends and rivals, if you have them.;;Show your friends and rivals, if you have them.;;;;;;;;;x
check_people_tooltip;Friends, Rivals, and Lover.;Friends, Rivals, and Lover.;Friends, Rivals, and Lover.;;Friends, Rivals, and Lover.;;;;;;;;;x
church_career_help;Ask Liege to Make Me Priest;Ask Liege to Make Me Priest;Ask Liege to Make Me Priest;;Ask Liege to Make Me Priest;;;;;;;;;x
counterspy;Informant;Informant;Informant;;Informant;;;;;;;;;x
counterspy_desc;[Root.GetBestName] has revealed a plot.;[Root.GetBestName] has revealed a plot.;[Root.GetBestName] has revealed a plot.;;[Root.GetBestName] has revealed a plot.;;;;;;;;;x
employ_court_jester;Hire a Court Jester;Hire a Court Jester;Hire a Court Jester;;Hire a Court Jester;;;;;;;;;x
employ_court_jester_desc;Hire a promising fool to keep my court entertained.;Hire a promising fool to keep my court entertained.;Hire a promising fool to keep my court entertained.;;Hire a promising fool to keep my court entertained.;;;;;;;;;x
forced_peace_help;Ask Liege to stop Inter-realm War;Ask Liege to stop Inter-realm War;Ask Liege to stop Inter-realm War;;Ask Liege to stop Inter-realm War;;;;;;;;;x
forced_peace_help_desc;Ask your friend, [Root.Liege.GetTitledFirstName], to stop other characters in the realm from waging war against you.;Ask your friend, [Root.Liege.GetTitledFirstName], to stop other characters in the realm from waging war against you.;Ask your friend, [Root.Liege.GetTitledFirstName], to stop other characters in the realm from waging war against you.;;Ask your friend, [Root.Liege.GetTitledFirstName], to stop other characters in the realm from waging war against you.;;;;;;;;;x
friendcheck.0.a;Friends;Friends;Friends;;Friends;;;;;;;;;x
friendcheck.0.b;Rivals;Rivals;Rivals;;Rivals;;;;;;;;;x
friendcheck.0.c;Lover;Lover;Lover;;Lover;;;;;;;;;x
friendcheck.0.desc;Here are people that are of importance to you.;Here are people that are of importance to you.;Here are people that are of importance to you.;;Here are people that are of importance to you.;;;;;;;;;x
friendcheck.100.desc;The following individuals have potential for appointment to a minor position at Court...;;;;;;;;;;;;;x
friendcheck.100.opta;These individuals show potential in Diplomacy...;;;;;;;;;;;;;x
friendcheck.100.optb;These individuals show potential in Martial...;;;;;;;;;;;;;x
friendcheck.100.optc;These individuals show potential in Stewardship...;;;;;;;;;;;;;x
friendcheck.100.optd;These individuals show potential in Learning...;;;;;;;;;;;;;x
friendcheck.100.opta.tooltipa;Master of Ceremonies, Court Cartographer, Court Musician, Court Poet and Court Painter require Diplomacy. Master of the Hunt also requires Diplomacy to a lesser degree.;;;;;;;;;;;;;x
friendcheck.100.opta.tooltipb;(These potential candidates while meeting the Skill requirement may not meet other requirements, Poets for example must be either Bards or have the Poet lifestyle).;;;;;;;;;;;;;x
friendcheck.100.optb.tooltipa;High Admiral, Master-At-Arms, Swordmaster, Master of the Hunt and Master of the Horse require Martial. Battlemage also requires Martial to the same extent as it requires Learning (8+).;;;;;;;;;;;;;x
friendcheck.100.optb.tooltipb;(These potential candidates while meeting the Skill requirement may not meet other requirements, Poets for example a Swordmaster must have a Martial education).;;;;;;;;;;;;;x
friendcheck.100.optc.tooltipa;Chief Architect, Court Cartographer, Seneschal and High Judge require Stewardship.;;;;;;;;;;;;;x
friendcheck.100.optc.tooltipb;(These potential candidates while meeting the Skill requirement may not meet other requirements, blinded individuals for example cannot be Chief Architects).;;;;;;;;;;;;;x
friendcheck.100.optd.tooltipa;Court Scribe and Battlemage require learning (Battlemage also requires Martial of 8+).;;;;;;;;;;;;;x
friendcheck.100.optd.tooltipb;(These potential candidates while meeting the Skill requirement may not meet other requirements, for example Battlemages require either a Battlemage or Nightblade education).;;;;;;;;;;;;;x
friendcheck.101.desc;The following individuals hold minor position at your Court...;;;;;;;;;;;;;x
friendcheck.101.opta;Courtiers with position... (See tooltip);;;;;;;;;;;;;x
friendcheck.101.optb;Vassals with position... (See tooltip);;;;;;;;;;;;;x
friendcheck.102.title;     ;;;;;;;;;;;;;x
friendcheck.102.desc;You feel a cold shudder pass up your back.;;;;;;;;;;;;;x
friendcheck.102.opta;What was that?;;;;;;;;;;;;;x
friendevents.0.a;Let's try.;Let's try.;Let's try.;;Let's try.;;;;;;;;;x
friendevents.0.b;Maybe later...;Maybe later...;Maybe later...;;Maybe later...;;;;;;;;;x
friendevents.0.desc;I have served my liege loyally.  Perhaps I should try to make friends with him.;I have served my liege loyally.  Perhaps I should try to make friends with him.;I have served my liege loyally.  Perhaps I should try to make friends with him.;;I have served my liege loyally.  Perhaps I should try to make friends with him.;;;;;;;;;x
friendevents.1.a;Let's be friends, [From.GetFirstName].;Let's be friends, [From.GetFirstName].;Let's be friends, [From.GetFirstName].;;Let's be friends, [From.GetFirstName].;;;;;;;;;x
friendevents.1.b;[This.GetTitle]s have no friends.  Only subjects and enemies!;[This.GetTitle]s have no friends.  Only subjects and enemies!;[This.GetTitle]s have no friends.  Only subjects and enemies!;;[This.GetTitle]s have no friends.  Only subjects and enemies!;;;;;;;;;x
friendevents.1.desc;My [GetFromRelation], [From.GetTitledFirstName], approached me after a council meeting today and asking me to join [From.GetHerHim] for supper.  We both had a grand time, and I think perhaps I should continue to spend time with [From.GetFirstName].;My [GetFromRelation], [From.GetTitledFirstName], approached me after a meeting today and asking me to join [From.GetHerHim] for supper.  We both had a grand time, and I think perhaps I should continue to spend time with [From.GetFirstName].;My [GetFromRelation], [From.GetTitledFirstName], approached me after a meeting today and asking me to join [From.GetHerHim] for supper.  We both had a grand time, and I think perhaps I should continue to spend time with [From.GetFirstName].;;My [GetFromRelation], [From.GetTitledFirstName], approached me after a meeting today and asking me to join [From.GetHerHim] for supper.  We both had a grand time, and I think perhaps I should continue to spend time with [From.GetFirstName].;;;;;;;;;x
