LOADING_TIP_2;Petty kingdoms are now titular titles and high kingdoms now possess de jure territory immediately.;;;;;;;;;;;;;x
LOADING_TIP_3;Found a bug? Report it on our Discord @ elderkings.de;;;;;;;;;;;;;x
LOADING_TIP_4;Visit the Elder Kings forum at forum.paradoxplaza.com!;;;;;;;;;;;;;x
LOADING_TIP_5;This mod is based on lore from the video games from the Elder Scrolls series, such as Morrowind, Oblivion, Skyrim, and Elder Scrolls Online.;;;;;;;;;;;;;x
LOADING_TIP_6;There is a whole new spell system in place, with non-spellcasters boosted appropriately.;;;;;;;;;;;;;x
LOADING_TIP_7;Don't forget to close your Spellbook when you're done!;;;;;;;;;;;;;x
LOADING_TIP_8;Don't forget to close your Employment Scroll when done!;;;;;;;;;;;;;x
LOADING_TIP_9;Want the most up-to-date content? Check out the Github page!;;;;;;;;;;;;;x
LOADING_TIP_10;De jure drift is set at 300 years in Elder Kings.;;;;;;;;;;;;;x
LOADING_TIP_11;Use your Magister to deal with Cabals, as they can be horrendously damaging to your realm!;;;;;;;;;;;;;x
LOADING_TIP_12;The Elder Council holds imperial authority in an interregnum. A powerful ruler may demand recognition as emperor.;;;;;;;;;;;;;x
LOADING_TIP_13;Carefully educating your children can grant them enormous bonuses to the five skills.;;;;;;;;;;;;;x
LOADING_TIP_14;Please ensure you have followed the installation instructions correctly!;;;;;;;;;;;;;x
LOADING_TIP_15;Founding an Empire requires the right kingdoms and the right culture. A Breton can found one around High Rock and Hammerfell or Skyrim, while an Argonian will need Black Marsh and Cyrodiil or Morrowind.;;;;;;;;;;;;;x
LOADING_TIP_16;Worship the Daedra Princes to earn special favours and perhaps even claim one of their fabled relics.;;;;;;;;;;;;;x
LOADING_TIP_17;Werewolves aren't bad - they're just misunderstood.;;;;;;;;;;;;;x
LOADING_TIP_18;Jade Dragon allows those worshipping Daedra or the Tribunal to access special boons from their patrons.;;;;;;;;;;;;;x
LOADING_TIP_19;Dates are not Era-based. The Second Era begins in 2921, the Third Era begins in 3817 and the Fourth Era begins in 4250.;;;;;;;;;;;;;x
LOADING_TIP_20;Nords can embark upon a perilous pilgrimage to Hrothgar to attempt to learn Thu'um Dragonshouts.;;;;;;;;;;;;;x
LOADING_TIP_21;Everyone across Tamriel is informed when a Dragonborn is discovered. Rush to coerce them into your court as soon as you can!;;;;;;;;;;;;;x
LOADING_TIP_22;Dragonborn characters are extremely rare, but they get an incredible stat boost.;;;;;;;;;;;;;x
LOADING_TIP_23;Dragonborn characters are chosen by the Gods during a time of crisis, and even their descendants retain a small trace of their power.;;;;;;;;;;;;;x
LOADING_TIP_24;Only noble or landed Dragonborns are announced. You'll have to find Dragonborn courtiers yourself...;;;;;;;;;;;;;x
LOADING_TIP_25;If you're not Argonian, watch out for the Knahaten Flu. It has a 99.99% fatality chance.;;;;;;;;;;;;;x
LOADING_TIP_26;Characters can catch a variety of diseases, including Blight, Blood Lung and Swamp Fever.;;;;;;;;;;;;;x
LOADING_TIP_27;Being wounded by a lycanthrope might cause you to contract lycanthropy!;;;;;;;;;;;;;x
LOADING_TIP_28;Being wounded by a vampire might cause you to contract vampirism!;;;;;;;;;;;;;x
LOADING_TIP_29;Look out for vampire or lycanthrope infestations in your capital. They might turn you!;;;;;;;;;;;;;x
LOADING_TIP_30;Race and culture are separated in Elder Kings, you can appear racially Orc but have Colovian culture.;;;;;;;;;;;;;x
LOADING_TIP_31;Argonians are resistant to disease and shouldn't suffer from infected injuries.;;;;;;;;;;;;;x
LOADING_TIP_32;Mer are considered Young up to age 56, Adult from 56 to 156, Ageing from 156 to 216 and Old from 216 onwards, but these categories are not cast in iron for every Mer.;;;;;;;;;;;;;x
LOADING_TIP_33;Nibenay is the eastern half of Cyrodiil and Colovia is the western half.;;;;;;;;;;;;;x
LOADING_TIP_34;The Falmer have already been twisted by their own corrupt natures and the Dwemer imprisonment. They will not appear in-game to play.;;;;;;;;;;;;;x
LOADING_TIP_35;The Imperial culture is both a modern fusion of Nibenean and Colovian cultures and the proto-culture from which the two originally diverged.;;;;;;;;;;;;;x
LOADING_TIP_36;Nords are the hardy folk from the cold land of Skyrim. They are renowned warriors and boast an incredible resistance to the cold.;;;;;;;;;;;;;x
LOADING_TIP_37;The Nords originally emigrated from the northerly continent of Atmora, before it became an icy wasteland.;;;;;;;;;;;;;x
LOADING_TIP_38;The Skaal are a secluded band of Nords inhabiting the isolated and icy island of Solstheim.;;;;;;;;;;;;;x
LOADING_TIP_39;Skyrim is a cold, mountainous region and the landscape is littered with Dwemer ruins and ancient Nordic burial sites..;;;;;;;;;;;;;x
LOADING_TIP_40;The Reach is contested territory between the Daedra-worshipping Reachmen and the Nords of Skyrim.;;;;;;;;;;;;;x
LOADING_TIP_41;Bretons are natives of High Rock, which is home to the oldest known structure in all of Tamriel, the Adamantine Tower of the Direnni.;;;;;;;;;;;;;x
LOADING_TIP_42;Redguards are natives of Hammerfell and their cities hug the edges of the great Alik'r Desert.;;;;;;;;;;;;;x
LOADING_TIP_43;Alinor - also known as Summerset - is the large island home of the Altmer people to the south-west of Tamriel.;;;;;;;;;;;;;x
LOADING_TIP_44;Dark elves, also known as Dunmer, are natives of Morrowind - a land many consider alien and inhospitable.;;;;;;;;;;;;;x
LOADING_TIP_45;At the centre of Vvardenfell lies the Red Mountain, the largest volcano in all of Tamriel.;;;;;;;;;;;;;x
LOADING_TIP_46;Wood Elves, also known as Bosmer, are natives of Valenwood. This jungle nation is home to giant, migratory trees that house their cities.;;;;;;;;;;;;;x
LOADING_TIP_47;Orcs, also known as Orsimer ("the Pariah Elves"), are natives of Orsinium, a small mountain kingdom in the middle of High Rock. It has been sacked and rebuilt many times.;;;;;;;;;;;;;x
LOADING_TIP_48;The Mer are often known as Elves outside their own realms.;;;;;;;;;;;;;x
LOADING_TIP_49;The Dwemer (also known as Dwarves) have been extinct for millenia, but their artifacts can still be found littered across the land.;;;;;;;;;;;;;x
LOADING_TIP_50;Argonians are the reptilian natives of the province of Black Marsh.;;;;;;;;;;;;;x
LOADING_TIP_51;Khajiit are a feline race native to Elsweyr, a land infamous for producing Moon Sugar, which can be refined into Skooma.;;;;;;;;;;;;;x
LOADING_TIP_52;The ancient, vanished Dwemer built many devices and automatons that continue to function even today, thanks to their advanced magic and technology, making the exploration of dwarven ruins a dangerous prospect.;;;;;;;;;;;;;x
LOADING_TIP_53;In some of Tamriel's darkest recesses, where the living fear to tread, the bones of the dead still walk. These skeletons feel no pain or remorse and deserve no mercy.;;;;;;;;;;;;;x
LOADING_TIP_54;Windhelm is the oldest city in Skyrim and may be the oldest human city on the continent.;;;;;;;;;;;;;x
LOADING_TIP_55;Whilst under-aged or under a regency as an adult, you will have a hard time finding valid CBs.;;;;;;;;;;;;;x
LOADING_TIP_56;Religious CBs cannot be used by everyone - they can only be used on or by a fringe religion.;;;;;;;;;;;;;x
LOADING_TIP_57;Being the Mane inhibits you from using some CBs, especially if you are not a powerful Mane;;;;;;;;;;;;;x
LOADING_TIP_58;Almsivi followers have a hard time going to war against the Tribunal Temple, just as the Temple does against other followers of Almsivi.;;;;;;;;;;;;;x
LOADING_TIP_59;Beware the Tribunal Temple! Attacking them will draw the ire of Vivec, who will conjure hordes of Daedra to destroy your armies!;;;;;;;;;;;;;x
LOADING_TIP_60;Tang Mo who worship the Thousand Monkeys are pacifists. They have trouble waging offensive wars, but are rewarded with extra favour for remaining at peace.;;;;;;;;;;;;;x
LOADING_TIP_61;The Tsaesci believe that all blood contains divine energies and regularly consume it for religious and spiritual purposes.;;;;;;;;;;;;;x
LOADING_TIP_62;Most of the Island of Kamal is frozen year-round. Going to war with the local polities at any time of the year is a hazardous endeavour.;;;;;;;;;;;;;x
LOADING_TIP_63;Akatosh is the god of time and chief god of the Eight/Nine Divines. He is associated with Auri-El, the leader of the Elven gods, and is frequently depicted as a dragon.;;;;;;;;;;;;;x
LOADING_TIP_64;Arkay is the god of life and death and the guardian of mortality. His priests are fervent opponents of necromancy and the undead.;;;;;;;;;;;;;x
LOADING_TIP_65;Dibella is the goddess of beauty. Her temples are devoted to and staffed by women.;;;;;;;;;;;;;x
LOADING_TIP_66;Julianos is the god of wisdom and logic and the father of language and mathematics. His worshippers include scholars, wizards and librarians.;;;;;;;;;;;;;x
LOADING_TIP_67;Kynareth is the goddess of the air, wind, and sky.;;;;;;;;;;;;;x
LOADING_TIP_68;Mara is the goddess of love and the Mother Goddess of the Empire. She is said to be the wife of Akatosh and mother of Arkay.;;;;;;;;;;;;;x
LOADING_TIP_69;Stendarr is the god of righteous rule by might and merciful forbearance. He is the patron of the Imperial Legion.;;;;;;;;;;;;;x
LOADING_TIP_70;Talos is the hero-god of mankind. Once the mortal emperor Tiber Septim, his inclusion amongst the Aedra was officially denied in the Fourth Era, but that hasn't stopped the Nords of Skyrim from revering him.;;;;;;;;;;;;;x
LOADING_TIP_71;Zenithar is the god of work and commerce. Also known as the patron of merchants and middle nobility, his priests strive to bring peace and prosperity through hard work and honest profit.;;;;;;;;;;;;;x
LOADING_TIP_72;"Stendarr says: Be kind and generous to the people of Tamriel. Protect the weak, heal the sick and give to the needy."\n- Ten Commands of the Nine Divines;;;;;;;;;;;;;x
LOADING_TIP_73;"Arkay says: Honour the earth, its creatures and the spirits, living and dead. Guard and tend the bounties of the mortal world and do not profane the spirits of the dead." - Ten Commands of the Nine Divines;;;;;;;;;;;;;x
LOADING_TIP_74;"Mara says: Live soberly and peacefully. Honour your parents and preserve the peace and security of home and family."\n- Ten Commands of the Nine Divines;;;;;;;;;;;;;x
LOADING_TIP_75;"Zenithar says: Work hard and you will be rewarded. Spend wisely and you will be comfortable. Never steal or you will be punished."\n- Ten Commands of the Nine Divines;;;;;;;;;;;;;x
LOADING_TIP_76;"Talos says: Be strong for war. Be bold against enemies and evil and defend the people of Tamriel."\n - Ten Commands of the Nine Divines;;;;;;;;;;;;;x
LOADING_TIP_77;"Kynareth says: Use Nature's gifts wisely. Respect her power and fear her fury."\n- Ten Commands of the Nine Divines;;;;;;;;;;;;;x
LOADING_TIP_78;"Dibella says: Open your heart to the noble secrets of art and love. Treasure the gifts of friendship. Seek joy and inspiration in the mysteries of love."\n- Ten Commands of the Nine Divines;;;;;;;;;;;;;x
LOADING_TIP_79;"Julianos says: Know the truth. Observe the law. When in doubt, seek wisdom from the wise."\n - Ten Commands of the Nine Divines;;;;;;;;;;;;;x
LOADING_TIP_80;"Akatosh says: Serve and obey your Emperor. Study the Covenants. Worship the Nine, do your duty and heed the commands of the saints and priests."\n- Ten Commands of the Nine Divines;;;;;;;;;;;;;x
LOADING_TIP_81;"The Nine say: Above all else, be good to one another."\n- Ten Commands of the Nine Divines;;;;;;;;;;;;;x
LOADING_TIP_82;The Daedric princes are god-like beings that inhabit the planes of Oblivion. Most are considered evil, forcing their worshippers to build their shrines far from civilised places.;;;;;;;;;;;;;x
LOADING_TIP_83;Azura is the Daedric prince of dusk and dawn, and one of the few not considered to be inherently evil.;;;;;;;;;;;;;x
LOADING_TIP_84;Boethiah is the Daedric prince of deceit, conspiracy, and secret plots of murder. Many dark elves consider him to be their god-ancestor.;;;;;;;;;;;;;x
LOADING_TIP_85;Clavicus Vile is the Daedric prince of power. He is fond of enticing mortals with tempting pacts... which they later come to regret.;;;;;;;;;;;;;x
LOADING_TIP_86;Hermaeus Mora is the daedric prince of fate, knowledge and memory. In his rare dealings with mortals, he often chooses to appear as a grotesque mass of tentacles.;;;;;;;;;;;;;x
LOADING_TIP_87;The Daedric prince Hircine is also known as the Huntsman of the Princes and the Father of Manbeasts. He can call upon the Wild Hunt to punish those who defy him.;;;;;;;;;;;;;x
LOADING_TIP_88;Malacath is the Daedric prince of curses and the spurned. Many orcs worship him as their god-king.;;;;;;;;;;;;;x
LOADING_TIP_89;Mehrunes Dagon is the Daedric prince of destruction, revolution and ambition. He caused the Oblivion Crisis when he attempted to enter Tamriel in his true, and terrible, form.;;;;;;;;;;;;;x
LOADING_TIP_90;Mephala is the Daedric prince of lies, secrets and plots. Also known as the Webspinner, she thoroughly enjoys meddling in the affairs of mortals.;;;;;;;;;;;;;x
LOADING_TIP_91;Meridia despises undead in any form, and is one of the few Daedric princes not considered to be wholly evil.;;;;;;;;;;;;;x
LOADING_TIP_92;Molag Bal is the Daedric prince concerned with the domination and enslavement of mortals. He is known as the King of Rape and Harvester of Souls and is said to have created the first vampire in an act of cruel lust.;;;;;;;;;;;;;x
LOADING_TIP_93;Namira is the Daedric prince of darkness and revulsion and is frequently associated with disease, spiders, insects, slugs and other repulsive creatures. Beggars and cannibals praise her name.;;;;;;;;;;;;;x
LOADING_TIP_94;Nocturnal is the Daedric mistress of stealth and shadow and a patron to thieves.;;;;;;;;;;;;;x
LOADING_TIP_95;Peryite is the Daedric prince of tasks, order and pestilence. He is considered one of the weakest of the princes, despite being depicted as a dragon.;;;;;;;;;;;;;x
LOADING_TIP_96;Sanguine is the Daedric prince of hedonism, debauchery and dark indulgences. He is more likely than most of his fellows to take an interest in mortal affairs.;;;;;;;;;;;;;x
LOADING_TIP_97;Sheogorath is the Daedric prince of madness, whose motives are unknowable. He is utterly unpredictable and may help or hinder any mortal unlucky enough to cross his path.;;;;;;;;;;;;;x
LOADING_TIP_98;Vaermina is the Daedric prince of dreams, nightmares and evil omens. Her purple-robed priests are potent alchemists.;;;;;;;;;;;;;x
LOADING_TIP_99;"I am the Queen of Solitude, daughter of the Emperor! Summon the daedra! I'll trade the soul of every last subject of mine for a little comfort."\n- Queen Potema, 3E 97;;;;;;;;;;;;;x
LOADING_TIP_100;The war of the Red Diamond began in 3E 121 when Uriel III captured the throne with his mother, Queen Potema. It ended in 3E 127 with their defeat at the Siege of Solitude.;;;;;;;;;;;;;x
LOADING_TIP_101;Tiber Septim brought peace to Tamriel in 2E 896, by conquering all of the known world. Thus began the Third Era.;;;;;;;;;;;;;x
LOADING_TIP_102;In 3E 389, Emperor Uriel VII was imprisoned by his Imperial Battlemage,\n Jagar Tharn, who then impersonated him for years.;;;;;;;;;;;;;x
LOADING_TIP_103;The Third Era ended in 3E 433 after Martin Septim sacrificed himself to end the Oblivion Crisis and save all of Tamriel from destruction.;;;;;;;;;;;;;x
LOADING_TIP_104;Although they later became the dedicated protectors of the Emperor of Tamriel, the Blades began their existence as renowned dragonslayers.;;;;;;;;;;;;;x
LOADING_TIP_105;"What was that?" - Potentate Savirien-Chorak, 2E 430;;;;;;;;;;;;;x
LOADING_TIP_106;"Sweet Mother, sweet Mother, send your child unto me, for the sins of the unworthy must be baptised in blood and fear."\n- The Black Sacrament;;;;;;;;;;;;;x
LOADING_TIP_107;"A dragon? Nonsense. There hasn't been a dragon in these parts for a thousand years!";;;;;;;;;;;;;x
LOADING_TIP_108;"Men are but flesh and blood, they know their death\n but not the hour." - Emperor Uriel VII;;;;;;;;;;;;;x
LOADING_TIP_109;"Conviction can drive men mad. They will even kill to uphold the mistaken belief that only they see the world truly.";;;;;;;;;;;;;x
LOADING_TIP_110;"Maw unleashing razor snow, Of dragons from the blue brought down,\n Births the walking winter's woe, The High King in his Jagged Crown"\n- Ancient Nord Verse;;;;;;;;;;;;;x
LOADING_TIP_111;"Sheathe your swords. Lay your shields on the ground. You will need no weapon and no armour, for the magicka within you will be your guard and your guide from this day forward." - Raminus Polus;;;;;;;;;;;;;x
LOADING_TIP_112;"I'm doing the fishstick, it's a very delicate state of mind."\n- Sheogorath, Lord of Madness;;;;;;;;;;;;;x
LOADING_TIP_113;"Ahnissi tells you. You are no longer a mewing kitten.";;;;;;;;;;;;;x
LOADING_TIP_114;"A Nord's last thought should be of home.";;;;;;;;;;;;;x
LOADING_TIP_115;"A realm needs a strong backbone! Well, unless the support really IS a backbone... ever been to Malacath's realm? Nasty stuff.";;;;;;;;;;;;;x
LOADING_TIP_116;"Man is mortal, and doomed to death and failure and loss. This lies beyond our comprehension - why do you not despair?";;;;;;;;;;;;;x
LOADING_TIP_117;"The ultimate purpose of Daedric Lords is to instruct and improve the generally deplorable character of mortals.";;;;;;;;;;;;;x
LOADING_TIP_118;"Even Gods dislike the absolute, for it stinks of something larger than themselves." - Sotha Sil;;;;;;;;;;;;;x
LOADING_TIP_119;"Each event is preceded by Prophecy. But without the hero, there is no Event."\n- Zurin Arctus, the Underking;;;;;;;;;;;;;x
LOADING_TIP_120;Mournhold, City of Light and Magic, is the temple-city within Almalexia, the capital of (and oldest city in) Morrowind. House Indoril and the Tribunal's Mother Goddess make their home here.;;;;;;;;;;;;;x
LOADING_TIP_121;"Be resolute, fear no sacrifice and surmount every difficulty to win victory."\n- Frandar Hunding, Yokudan Swordsinger;;;;;;;;;;;;;x
LOADING_TIP_122;"Questing heroes of all stripes seek after the fabled Daedric artifacts for their potent combat and magickal benefits."\n- Haderus of Gottlesfont;;;;;;;;;;;;;x
LOADING_TIP_123;"The best techniques are passed on by the survivors."\n- Gaiden Shinji, 1E 946;;;;;;;;;;;;;x
LOADING_TIP_124;"Remember this always, son of the north - a Nord is judged not by the manner in which he lived, but the manner in which he died."\n- Ysgramor;;;;;;;;;;;;;x
LOADING_TIP_125;"What is better? To be born good or to overcome your evil nature through great effort?" - Paarthurnax;;;;;;;;;;;;;x
LOADING_TIP_126;"But our brethren, the Dwemer, scorned the Daedra, and mocked our foolish rituals, and preferred instead their gods of Reason and Logic."\n- Vivec;;;;;;;;;;;;;x
LOADING_TIP_127;"Out of this time also rose one of the most legendary of all Tamrielic figures, Ysgramor, from whom all Nordic kings to this day are descended."\n- Pocket Guide to the Empire;;;;;;;;;;;;;x
LOADING_TIP_128;"Skyrim, also known as the Old Kingdom or the Fatherland, was the first region of Tamriel settled by humans..."\n- Pocket Guide to the Empire;;;;;;;;;;;;;x
LOADING_TIP_129;"Tradition has it that the Nords came to Tamriel from the continent of Atmora in ancient days." - Pocket Guide to the Empire;;;;;;;;;;;;;x
LOADING_TIP_130;"There is but one city in the Imperial Province, but one city in Tamriel, but one city in the World - that, my brothers, is the city of the Cyrodiils."\n- Pocket Guide to the Empire;;;;;;;;;;;;;x
LOADING_TIP_131;"Bravil is the dark grate of the sewer drain where foul and unappetising debris collects."\n- Alessia Ottus;;;;;;;;;;;;;x
LOADING_TIP_132;"I only told you to blow the bloody doors off!"\n- Cuhlecain to Tiber Septim after the Battle of Old Hrol'Dan;;;;;;;;;;;;;x
LOADING_TIP_133;"I don't often destroy a city, but when I do, I use Numidium."\n- Tiber Septim;;;;;;;;;;;;;x
LOADING_TIP_134;"Naked Liches are a horrible thing indeed. If you see one, let M'aiq know. M'aiq wants to make sure to look in the other direction."\n- Maiq the Liar;;;;;;;;;;;;;x
LOADING_TIP_135;"Dragons? Oh, they're everywhere! You must fly very high to see most of them, though. The ones nearer the ground are very hard to see, being invisible."\n- Maiq the Liar;;;;;;;;;;;;;x
LOADING_TIP_136;M'aiq thinks that the Elves look much more exotic than before. He does not see what the fuss is about.;;;;;;;;;;;;;x
LOADING_TIP_137;M'aiq thinks that the Gods designed Mundus with care. Where would we be if every ruler was an Orgnum, Vivec or Divayth Fyr?;;;;;;;;;;;;;x
LOADING_TIP_138;M'aiq thinks that the Maormer resemble the Falmer, but he wouldn't want to be a Dwemer. All that nasty technology would go right to his head.;;;;;;;;;;;;;x
LOADING_TIP_139;M'aiq thinks that having both a court priest and a court mage is indecisive. Having less people yammering in his ear is a good thing.;;;;;;;;;;;;;x
LOADING_TIP_140;M'aiq likes not having to bottle magicka any more. It always gave him indigestion.;;;;;;;;;;;;;x
LOADING_TIP_141;Eight or Nine Divines? M'aiq does not care. Debate gives him a headache.;;;;;;;;;;;;;x
LOADING_TIP_142;Why would Khajiit walk on the tips of his toes? M'aiq thinks this would be most uncomfortable.;;;;;;;;;;;;;x
LOADING_TIP_143;M'aiq thinks that reshaping a continent must take a really long time. If it was easy, the Gods would do it all the time.;;;;;;;;;;;;;x
LOADING_TIP_144;M'aiq does not understand what is so impressive about shouting. M'aiq can shout whenever he wants.;;;;;;;;;;;;;x
LOADING_TIP_145;M'aiq knows that smarter people know more spells. M'aiq used to know what happened when you hit your head, but then he forgot.;;;;;;;;;;;;;x
LOADING_TIP_146;M'aiq thinks that having a place to record all one's problems would be most useful. Just complaining about them is no use.;;;;;;;;;;;;;x
LOADING_TIP_147;Wood Elves aren't made of wood. Sea Elves aren't made of water. M'aiq still wonders about High Elves.;;;;;;;;;;;;;x
LOADING_TIP_148;Stop right there, potential crusader king! Submit to the mod and serve your loading time. Your spare evening is now forfeit.;;;;;;;;;;;;;x
LOADING_TIP_149;There are many guilds in Tamriel, some of which interact with Yokuda and Pyandonea. There are four guilds in Akavir. Atmora has no guilds.;;;;;;;;;;;;;x
LOADING_TIP_150;Dragonborn characters are far more talented at learning the Thu'um than non-Dragonborn characters. Those with the Dragonblood also have some skill with learning the Thu'um.;;;;;;;;;;;;;x
LOADING_TIP_151;Tamriel and Akavir's trade guilds offer opportunities to improve your education as well as training in specializations such as Bard, Knight and Spellsword.;;;;;;;;;;;;;x
LOADING_TIP_152;Every specialization has a unique bonus attached to it. Traders enjoy better tax income. Witchhunters are better-defended against hostile plots. Crusaders do more damage to the armies of religious enemies.;;;;;;;;;;;;;x
LOADING_TIP_153;Should Orsinium fall, wandering bands of courageous Orcs may travel Nirn in search of a new homeland.;;;;;;;;;;;;;x
