upgrade_warehouse_senchal_desc;Titanic husks of buildings, enough space to store and secure the vast amounts of goods that pass through the Port of Senchal on a daily basis.;;;;;;;;;;;;;x
port_master_custom_modifier_tt;Unlocks the §YPortmaster of Senchal§! minor title.;;;;;;;;;;;;;x
title_portmaster_senchal;Portmaster of Senchal;;;;;;;;;;;;;x
title_portmaster_senchal_desc;A highly lucrative position, the Portmaster of Senchal is the individual directly responsible for the administration of the Great Port, including oversight of all tolls and tithes on goods and persons moving through said port.;;;;;;;;;;;;;x
wonder_mane_palace;Palace of the Mane;;;;;;;;;;;;;x
wonder_mane_palace_desc;A sacred compound that serves as the abode of the Mane and his tribe. The grand structures are built of oak, cut from the forests of Valenwood.;;;;;;;;;;;;;x
upgrade_moonsugar_gardens;Moonsugar Gardens;;;;;;;;;;;;;x
upgrade_moonsugar_gardens_desc;Perfectly symmetrical, tended gardens of sacred Moon Sugarcane that surround the Palace.;;;;;;;;;;;;;x
upgrade_statue_mane;Gallery of Manes;;;;;;;;;;;;;x
upgrade_statue_mane_desc;A long gallery of sculpted busts said to bear the image of past Manes;;;;;;;;;;;;;x
upgrade_retinue_mane;Warrior Guard Barracks;;;;;;;;;;;;;x
upgrade_retinue_mane_desc;Barracks to house the elite Warrior Guard and their black lion mounts.;;;;;;;;;;;;;x
upgrade_retinue_jylkurfyk;Shieldmaiden Barracks;;;;;;;;;;;;;x
upgrade_retinue_jylkurfyk_desc;Barracks to house the elite Shieldmaidens of Jylkurfyk.;;;;;;;;;;;;;x
upgrade_lunar_lattice;Hall of the Lunar Lattice;;;;;;;;;;;;;x
upgrade_lunar_lattice_desc;A long Hall leading to the Mane's personal chambers with panels of engraved ebony lining the walls. The ebony engravings are inlaid with copper, silver and gold, depicting the phases of the two moons and the constellations, held aloft by engravings of khajiiti historical figures, manes, heroes and even villains alike.;;;;;;;;;;;;;x
upgrade_inner_sanctuary_mane;Inner Sanctuary;;;;;;;;;;;;;x
upgrade_inner_sanctuary_mane_desc;A sacred and reserved space inside the Palace where only the Mane and his most high-ranking attendees may enter.;;;;;;;;;;;;;x
upgrade_moonsugar_distillery;Moonsugar Distillery;;;;;;;;;;;;;x
upgrade_moonsugar_distillery_desc;A Distillery to produce refined Moonsugar extract, also known as Skooma, a substance that for a Khajiit can expand their mind but for others is highly addictive and subversive.;;;;;;;;;;;;;x
produces_skooma_modifier_tt;Enables the §YSend Skooma Gift§! Decision;;;;;;;;;;;;;x
unlock_meditative_retreat_tt;Unlocks §YMeditative Retreat§! Decision;;;;;;;;;;;;;x
not_recently_sent_skooma_tooltip;[From.GetTitledFirstName] has not recently sent a gift of Skooma.;[From.Get_Le_TitledFirstName] n'a pas récemment envoyé de l'alcool en cadeau;[From.GetTitledFirstName] hat nicht kürzlich bereits Alkohol verschenkt.;;[From.GetTitledFirstName] no ha enviado recientemente ningún regalo de alcohol.;;;;;;;;;x
opinion_gifted_skooma_addict;Was Gifted Skooma;;;;;;;;;;;;;x
opinion_gifted_skooma;Was Gifted Skooma;;;;;;;;;;;;;x
skooma_gift_decision;Send Skooma Gift;;;;;;;;;;;;;x
skooma_gift_decision_desc;As you have a §YMoonsugar Distillery§!, you can send [Root.GetTitledFirstName] a vial of your purest Skooma.;;;;;;;;;;;;;x
upgrade_retinue_senchal;Port Watchmen;;;;;;;;;;;;;x
upgrade_retinue_senchal_desc;A cadre of Watchmen tasked with maintaining some modicum of civility and law along the seafront.;;;;;;;;;;;;;x
upgrade_retinue_skyforge;Skyforge Eagle Warriors;;;;;;;;;;;;;x
upgrade_retinue_skyforge_desc;A permanently stationed cadre of elite heavy infantry, dedicated to the defence of the Skyforge.;;;;;;;;;;;;;x
no_other_throne_tt;Has no throne.;;;;;;;;;;;;;x
upgrade_bloodworks;The Pit;;;;;;;;;;;;;x
upgrade_bloodworks_desc;The Pit, also known as the Bloodworks, is a basic fighting arena within the bowels of the Palace where prisoners fight for their freedom and the entertainment of the people they have wronged.;;;;;;;;;;;;;x
upgrade_barracks_pok;Palatial Barracks;;;;;;;;;;;;;x
upgrade_barracks_pok_desc;Rooms of the Palace expanded to house a cadre of hardened bodyguards and housecarls.;;;;;;;;;;;;;x
unlock_force_duel_decision_tt;Unlocks §YForce Duel§! Decision for §YRuthless§!, §YCruel§! and §YArbitrary§! Characters.;;;;;;;;;;;;;x
unlock_trial_by_combat_tt;Unlocks §YTrial by Combat§! Targeted Prisoner Decision.;;;;;;;;;;;;;x
upgrade_war_room;War Room;;;;;;;;;;;;;x
upgrade_war_room_desc;A large room dedicated to the planning of war and the devising of stratagems.;;;;;;;;;;;;;x
wonder_palace_of_kings;Palace of the Kings;;;;;;;;;;;;;x
wonder_palace_of_kings_desc;Dating from the merethic era, the Palace of the Kings was first erected by the dynasty of Ysgramor during the time of the First Empire of the Nords. It served as their seat of authority until the Empire came to an end, and has since served as the seat of High Kings of Skyrim and the Jarls of Eastmarch.;;;;;;;;;;;;;x
not_recently_retreated_for_meditation_tooltip;Has NOT recently meditated.;;;;;;;;;;;;;x
recent_meditation;Recently Meditated;;;;;;;;;;;;;x
go_into_meditative_retreat_info_tooltip;You sequester yourself in your inner sanctuary.;;;;;;;;;;;;;x
unlocks_black_market_decision_tt;Unlocks the §YBlack Market§! Decision.\n Anyone within the same realm as the wonder holder may use this decision, further anyone physically present in the province may also use the decision.;;;;;;;;;;;;;x
upgrade_pok_castellan;Custodian of the Palace;;;;;;;;;;;;;x
upgrade_pok_castellan_desc;The Custodian of the Palace of the Kings is responsible for managing and maintaining the ancient Palace.;;;;;;;;;;;;;x
pok_castellan_custom_modifier_tt;Unlocks the §YCustodian of the Palace§! minor title.;;;;;;;;;;;;;x
title_pok_custodian;Custodian of the Palace;;;;;;;;;;;;;x
title_pok_custodian_desc;The Custodian of the Palace of the Kings is responsible for managing and maintaining the ancient Palace.;;;;;;;;;;;;;x
gladiator_opinion;Gladiator Opinion;;;;;;;;;;;;;x
upgrade_black_market;Black Market;;;;;;;;;;;;;x
upgrade_black_market_desc;Sometimes turning a blind eye to illicit exchange of goods and services can be of more benefit to a ruler than enforcing the letter of the law.;;;;;;;;;;;;;x
upgrade_siege_engine_workshop_sf;Siege Engine Workshop;;;;;;;;;;;;;x
upgrade_siege_engine_workshop_sf_desc;A great workshop dedicated to devising and constructing new engines of war.;;;;;;;;;;;;;x
meditative_retreat_trait;Meditating;;;;;;;;;;;;;x
meditative_retreat_trait_desc;[GetTitledFirstName] has retreated to their §YInner Sanctuary§! for a period of meditative seclusion.;;;;;;;;;;;;;x
end_meditative_retreat_tt;You return to court from your seclusion.;;;;;;;;;;;;;x
stop_meditative_retreat_decision;End Meditative Seclusion;;;;;;;;;;;;;x
stop_meditative_retreat_decision_desc;Your time of seclusion and meditation must come to an end at some point. Why not now?;;;;;;;;;;;;;x
enlightened_meditation;Recently Meditated;;;;;;;;;;;;;x
ekwonder.25.d;You have spent several months now secluded within your inner sanctuary. However you spent that time, you must have spent it well, your courtiers and entourage comment on how calm and determined you now appear.;;;;;;;;;;;;;x
ekwonder.25.opt;My seclusion was very contemplative.;;;;;;;;;;;;;x
ekwonder.1.d;[generated_forgemaster.GetFullName] has arrived in your realm.\n[generated_forgemaster.GetFirstName] is an individual of some renown amongst the mercantile class for their skill in metallurgy. They have offered their services in exchange for a chance to work their skills as the new Mastersmith of the Skyforge.;;;;;;;;;;;;;x
ekwonder.1.opt3;I have no need of [generated_forgemaster.GetFirstName].;;;;;;;;;;;;;x
ekwonder.1.opt2;Offer [generated_forgemaster.GetFirstName] a position at Court instead.;;;;;;;;;;;;;x
ekwonder.1.opt1;Welcome [generated_forgemaster.GetFirstName]!;;;;;;;;;;;;;x
# Skyforge crafting
SKYFORGE_CRAFTING_LOWER_QUALITY_CT;This will §Rlower§! the quality of your work.;;;;;;;;;;;;;x
SKYFORGE_CRAFTING_RAISE_QUALITY_CT;This will §Graise§! the quality of your work.;;;;;;;;;;;;;x
ekwonder.5.d;As the owner of Skyforge, you have access to the best blacksmiths and materials one could hope to find in Skyrim. They are ready to assist you in the forging of the finest blades and armors any proud Nord could hope to get.;;;;;;;;;;;;;x
ekwonder.5.optA;I need a strong weapon.;;;;;;;;;;;;;x
skyforge_forge_sword_axe_ct;You will try to forge a §YNordic Blade§! or §YNordic Axe§!.;;;;;;;;;;;;;x
ekwonder.5.optB;One must also protect himself...;;;;;;;;;;;;;x
skyforge_forge_armor_shield_ct;You will try to forge a §YNordic Shield§! or §YNordic Carved Armor§!.;;;;;;;;;;;;;x
ekwonder.5.optC;The Skyforge can also be used to craft fine jewelry.;;;;;;;;;;;;;x
skyforge_forge_amulet_ct;You will try to forge a §YNordic Amulet§!.;;;;;;;;;;;;;x
ekwonder.5.optD;I changed my mind.;;;;;;;;;;;;;x
ekwonder.6.d;A powerful weapon, forged from the finest steel, has always been and still is a Nord best friend. Blades, maces, axes, daggers, bows, this forge has crafted them all...;;;;;;;;;;;;;x
ekwonder.6.optA;I need a sword by my side.;;;;;;;;;;;;;x
skyforge_forge_sword_ct;You will attempt to forge a §YNordic Sword§!. Sword tend to give a higher §YMartial§! than other weapons.;;;;;;;;;;;;;x
ekwonder.6.optB;An axe is what I need.;;;;;;;;;; ;;;x
skyforge_forge_axe_ct;You will attempt to forge a §YNordic Axe§!. Axes tend to improve the quality of your §YLight Infantry§! troops, and have a higher §YPersonal Combat Rating§! bonus.;;;;;;;;;;;;;x
ekwonder.7.d;Any fool can wield a weapon. But being able to swiftly move in an armor, evading or absorbing what would otherwise be fatal blows, that is an art not many people can claim to master. And of course, the quality of the armor plays a very important role in a fight.;;;;;;;;;;;;;x
ekwonder.7.optA;I will craft a full armor.;;;;;;;;;;;;;x
skyforge_forge_armor_ct;You will attempt to forge a §YNordic Carved Armor§!.;;;;;;;;;;;;;x
ekwonder.7.optB;A one-handed weapon is most effective when used alongside a shield.;;;;;;;;;;;;;x
skyforge_forge_shield_ct;You will attempt to forge a §YNordic Shield§!. Shields can only be worn with at least one free hand.;;;;;;;;;;;;;x
ekwonder.8.d;Nords, and their Skaal or Atmoran brethren, have always had a strong tradition around jewelry. It has been used for millenia to represent deities and spirits, and honors our glorious past so we never forget where we come from.;;;;;;;;;;;;;x
ekwonder.8.optA;I will carefully craft a Nord Amulet.;;;;;;;;;;;;;x
ekwonder.8.optB;I will carefully craft a Skaal Amulet.;;;;;;;;;;;;;x
ekwonder.9.d;One of the most important parts of forging is choosing the right materials for the job. Skyrim is known to have several rich mines, with some of the finest steel of all Tamriel. Whiterun has several mines nearby, with lower quality but cheaper ore. Alternatively, we could also use whatever scraps are left around the forge, though it will hurt the final result quality.;;;;;;;;;;;;;x
ekwonder.9.optA;I need the finest ore Skyrim has!;;;;;;;;;;;;;x
ekwonder.9.optB;Buy ore from the local traders and miners.;;;;;;;;;;;;;x
ekwonder.9.optC;Use whatever we can find, as long as it's cheap.;;;;;;;;;;;;;x
ekwonder.9.optD;I know exactly who to contact...;;;;;;;;;;;;;x
is_trader_tooltip_info;This option is available because you are a §Ytrader§!.;;;;;;;;;;;;;x
ekwonder.10.d;Working for days near a forge is known to take a toll on someone's body. And ours is no exception. But if we were just to push forward, at the cost of a potentially dangerous wound, our craft would certainly be of much higher quality.;;;;;;;;;;;;;x
ekwonder.10.optA;It would be a small bruise, nothing more.;;;;;;;;;;;;;x
ekwonder.10.optB;Maybe I should take it slow for a while.;;;;;;;;;;;;;x
ekwonder.10.optC;Don't worry, I can take it.;;;;;;;;;;;;;x
is_strong_tooltip_info;This option is available because you are §Ystrong§!.;;;;;;;;;;;;;x
ekwonder.11.d;The last few days have been an absolute waste! Nearly all of our work has to be thrown away, as well as the ore and most of our forging equipment. We could also try to put together what can be, but that would certainly result in a lower quality for the final result.;;;;;;;;;;;;;x
ekwonder.11.optA;We'll start over again.;;;;;;;;;;;;;x
ekwonder.11.optB;Get what can be saved and start from here.;;;;;;;;;;;;;x
ekwonder.11.optC;Hmm, I don't think it's as big as a problem as some claim...;;;;;;;;;;;;;x
is_blacksmith_tooltip_info;This option is available because you are a §Yblacksmith§!.;;;;;;;;;;;;;x
ekwonder.12.d;Whiterun, due to the numerous trade routes that pass nearby, sees countless visitors every day. One of them, a young mage, as taken an interest in the Skyforge and the work we are doing here. He proposed to help us in our craft. The magical blessings would certainly raise the quality of our craft...;;;;;;;;;;;;;x
ekwonder.12.optA;Very well, do your magic.;;;;;;;;;;;;;x
ekwonder.12.optB;We do not need your magic, mage.;;;;;;;;;;;;;x
ekwonder.12.optC;I can do it myself.;;;;;;;;;;;;;x
ekwonder.13.d;Disaster! The Skyforge itself has been damaged. While it shouldn't hinder our current efforts, once we are done the Skyforge will need to be taken care of.;;;;;;;;;;;;;x
ekwonder.13.optA;What, five years?!;;;;;;;;;;;;;x
ekwonder.14.d;Even the most skilled blacksmith cannot always solely rely on his imagination or memory to craft high quality equipment. We and our assistants may have overestimated our capacities, and we will need to either get someone from outside the province to help, or lower our expectations.;;;;;;;;;;;;;x
ekwonder.14.optA;Get someone from Akavir if needed!;;;;;;;;;;;;;x
ekwonder.14.optB;Let's lower our expectations.;;;;;;;;;;;;;x
ekwonder.14.optC;Surely someone from the Guild could help...;;;;;;;;;;;;;x
is_part_warrior_guild_tooltip_info;This option is available because you are part of a §YMartial-based society§!.;;;;;;;;;;;;;x
ekwonder.19.d;It is done. The artifact you spent so much time and resources on has been crafted. Its quality depends on how much resources have been spent on it, and how you acted during its crafting...;;;;;;;;;;;;;x
ekwonder.19.optA;It's a disaster!;;;;;;;;;;;;;x
skyforge_no_artifact_ct;Unfortunately, the artifact would be of so low quality that it wouldn't be usable... It had to be thrown away, for your own safety.;;;;;;;;;;;;;x
ekwonder.19.optB;It's nothing fancy, but it will do its job.;;;;;;;;;;;;;x
ekwonder.19.optC;A very fine craft. We can be proud of our work.;;;;;;;;;;;;;x
ekwonder.19.optD;It's almost perfect...;;;;;;;;;;;;;x
ekwonder.19.optE;Even the ancient heroes of Skyrim would envy such a fine work!;;;;;;;;;;;;;x
# Imperial City
wonder_imperial_city;The Imperial City;;;;;;;;;;;;;x
wonder_imperial_city_desc;The largest City on Nirn and the seat of past and future Empires.;;;;;;;;;;;;;x
title_ic_custodian;Custodian of the Imperial City;;;;;;;;;;;;;x
title_ic_custodian_desc;A highly desired position, the Custodian of the Imperial City is responsible for the management of the grand Imperial City and its inhabitants.;;;;;;;;;;;;;x
title_ic_custodian_custom_modifier_tt;Unlocks the §YCustodian of the Imperial City§! minor title.;;;;;;;;;;;;;x
upgrade_ic_custodian;Office of the Custodian;;;;;;;;;;;;;x
upgrade_ic_custodian_desc;A proper office for the Custodian of the Imperial City, the Prefect responsible for the administration and management of the Imperial City and its inhabitants.;;;;;;;;;;;;;x
upgrade_temple_of_the_one;Temple of the One;;;;;;;;;;;;;x
upgrade_temple_of_the_one_desc;The Temple of the One is the largest religious structure in Cyrodiil, located in the Temple District of the Imperial City. This great structure, a staple of ceremony and official worship since the days of Reman I and the institution of the Dragonfires ritual, is dedicated to the ineffable deity of the Alessian Order, the One. Although the Remans were not known to follow Alessian teachings, they regularly used the temple to worship.;;;;;;;;;;;;;x
upgrade_imperial_arboretum;The Arboretum;;;;;;;;;;;;;x
upgrade_imperial_arboretum_desc;The Imperial Arboretum is one of Tamriel's largest botanical gardens featuring rare plants and specimens from across Nirn. Inhabitants and tourists from across Tamriel travel to the City just to visit this wonderous park.;;;;;;;;;;;;;x
upgrade_imperial_arena;Imperial Arena;;;;;;;;;;;;;x
upgrade_imperial_arena_desc;;;;;;;;;;;;;;x
upgrade_office_of_commerce;Office of Imperial Commerce;;;;;;;;;;;;;x
upgrade_office_of_commerce_desc;;;;;;;;;;;;;;x
upgrade_imperial_prison;Imperial City Prison;;;;;;;;;;;;;x
upgrade_imperial_prison_desc;Expanding the Legionary Fortress to accomodate prisoners ensures loyal soldiers can keep any wayward citizens in line.;;;;;;;;;;;;;x
upgrade_ip_bastion;The Bastion;;;;;;;;;;;;;x
upgrade_ip_bastion_desc;A large tower second only to White-Gold at the heart of the City. The Bastion dominates the Fortress at the north-eastern edge of the City and serves as the headquarters of the Imperial Legion.;;;;;;;;;;;;;x
upgrade_imperial_chapel;Imperial Chapel of the Divines;;;;;;;;;;;;;x
upgrade_imperial_chapel_desc;A Chapel dedicated to the Divines is a more fitting place of worship for followers of the Aedra than a Temple dedicated to a single, silent deity.;;;;;;;;;;;;;x
fight_to_death_execution_tt;Cruel, Arbitrary or Ruthless characters may have the condemned fight to their deaths in the arena.;;;;;;;;;;;;;x
send_to_imperial_prison_modifier_tt;Prisoners may be sent here, making escape almost impossible.;;;;;;;;;;;;;x
upgrade_noble_manors;Noble Manors;;;;;;;;;;;;;x
upgrade_noble_manors_desc;Manor Houses constructed in the more affluent areas of the city for the exclusive use of visiting Nobles and dignitaries so they may have solitude when needed from the bustle of Court. All expenses, including staff, paid of course.;;;;;;;;;;;;;x
gambler_opinion;Gambler Opinion;;;;;;;;;;;;;x
upgrade_imperial_sewers;Renovated Sewer System;;;;;;;;;;;;;x
upgrade_imperial_sewers_desc;The Imperial City sits atop a vast network of labyrinthine caverns, tunnels and ayleid ruins which also double as the sewers of the City. Renovating, expanding and securing these tunnels will ensure a healthier and cleaner city. ;;;;;;;;;;;;;x
upgrade_great_aqueduct;Great Aqueduct;;;;;;;;;;;;;x
upgrade_imperial_hospital;Imperial Hospital;;;;;;;;;;;;;x
upgrade_imperial_hospital_desc;A place where the sick and dying may find solace and perhaps a cure.;;;;;;;;;;;;;x
upgrade_great_aqueduct_desc;A vast aqueduct supplies fresh, clean water to a network of fountains around the Imperial City.;;;;;;;;;;;;;x
can_recruit_physician_custom_tt;Unlocks §YRecruit Chirurgeon§! Decision.;;;;;;;;;;;;;x
recruit_chirurgeon_decision;Recruit Chirurgeon;;;;;;;;;;;;;x
recruit_chirurgeon_decision_desc;Recruit a Master Healer from the Imperial Hospital.;;;;;;;;;;;;;x
upgrade_imperial_guard;Imperial Guard Barracks;;;;;;;;;;;;;x
nick_the_sawbones;Sawbones;;;;;;;;;;;;;x
nick_the_barber;the Barber;;;;;;;;;;;;;x
nick_the_phylogenist;the Phylogenist;;;;;;;;;;;;;x
upgrade_imperial_guard_desc;Housing for the Imperial Guard, an elite cadre of the Legion dedicated to the protection of the Imperial City and it's ruler.;;;;;;;;;;;;;x
ekwonder.26.d;As requested, [event_target:invited_character.GetFullName] of the Imperial Hospital has presented themself to court for consideration of appointment.;;;;;;;;;;;;;x
ekwonder.26.d.alienist;As requested, the Imperial Hospital has sent one of it's top practicioners for consideration as your new Court Physician. A kindly, patient individual by the name of [event_target:invited_character.GetFullName] stands before you, a so-called Alienist. [event_target:invited_character.GetSheHe] specialises in matters of the mind and spirit, believing all ills stem from our fears, emotions and so-called subconcious.;;;;;;;;;;;;;x
ekwonder.26.d.sawbones;As requested, the Imperial Hospital has sent one of it's top practicioners for consideration as your new Court Physician. Standing before you is [event_target:invited_character.GetFullName], a rather gruff looking [event_target:invited_character.GetManWoman] with the bearing of a soldier about them. [event_target:invited_character.GetFirstName] notices you looking at the wooden peg that serves as their leg, "I sawed it off myself, destruction mage made a right mess of it.". [event_target:invited_character.GetFirstName] is what soldiers affectionately call a Sawbones, a battlefield surgeon.;;;;;;;;;;;;;x
ekwonder.26.d.barber;As requested, the Imperial Hospital has sent one of it's top practicioners for consideration as your new Court Physician. An imaculately preened, very well-dressed [event_target:invited_character.GetFullName] stands before you. "Whatever your desire m'lord I can fulfill, whether it be curing you of whatever ailment besets you or shaping your mane into a fashion-setting style.". [event_target:invited_character.GetFirstName] is a Barber Surgeon, an odd but surprisingly common combination of Physician, Tailor and Hairdresser.;;;;;;;;;;;;;x
ekwonder.26.d.phylogenist;As requested, the Imperial Hospital has sent one of it's top practicioners for consideration as your new Court Physician. [event_target:invited_character.GetFullName] is a Phylogenist, someone who studies the history and development of various species and 'organisms'. The very erudite individual grasps a large rough tome in their arms, papers poking out at all angles, "It would be an honor to serve as your Physician, [Root.GetTitledName]. I have dedicated my life to studying the biology of all things and this knowledge has given me a special insight into the inner and outer workings of the natural body.".;;;;;;;;;;;;;x
ekwonder.26.d.chemist;As requested, the Imperial Hospital has sent one of it's top practicioners for consideration as your new Court Physician. Standing before you is a rather ordinary looking [event_target:invited_character.GetManWoman] save for the items hanging from their belt. Various vials and drying herbs bedeck their waist, and the smell of camphor wafts over the court from their direction. [event_target:invited_character.GetFullName] is an Alchemist, although they themselves prefer the shortform of Chemist.;;;;;;;;;;;;;x
ekwonder.26.opt1;[event_target:invited_character.GetFullName] is an acceptable Court Physician.;;;;;;;;;;;;;x
ekwonder.26.opt2;[event_target:invited_character.GetFullName] is welcome at my Court.;;;;;;;;;;;;;x
leaves_court_tt;[event_target:invited_character.GetFullName] leaves your Court.;;;;;;;;;;;;;x
title_master_shipwright_jyl;Master Shipwright of Jylkurfyk;;;;;;;;;;;;;x
title_master_shipwright_jyl_desc;The head of the massive shipyards of Jylkurfyk, the Master Shipwright is responsible for overseeing and designing the vessels and yards.;;;;;;;;;;;;;x
upgrade_skyforge_master_desc;Legend tells that the Skyforge has existed since before the area was inhabited. According to the Songs of the Return, the local elves believed it to be a relic of the gods, and consequently gave the area a wide berth. Ysgramor and his Companions, however, were quick to claim the Skyforge as their own once they discovered it.;;;;;;;;;;;;;x
upgrade_siege_engine_workshop;Siege Engine Workshop;;;;;;;;;;;;;x
upgrade_siege_engine_workshop_desc;A great workshop dedicated to devising and constructing new engines of war.;;;;;;;;;;;;;x
upgrade_meadery;Meadery;;;;;;;;;;;;;x
upgrade_meadery_desc;A place to produce Mead, a honey-derived alcoholic beverage popular amongst the northern regions of Tamriel. While it likely won't turn you any profit, it might make you popular.;;;;;;;;;;;;;x
upgrade_necromancer_retinue;Skeletal Guardians;;;;;;;;;;;;;x
upgrade_necromancer_retinue_desc;Animating the bones of the dead is second nature to a Necromancer, but binded them to a place and keep them animate beyond momentary use requires sacrificing a part of the Necromancer's own life. Doing so however will ensure the grinning faces of these long dead soldiers will forever watch over [FromFrom.GetWonderTypeShortCap].;;;;;;;;;;;;;x
raise_skeletal_guardians_custom_modifier_tt;Allows the recruitement of §YSkeletal Guardians§!.;;;;;;;;;;;;;x
upgrade_retinue_understone;Understone Guard;;;;;;;;;;;;;x
upgrade_retinue_understone_desc;A cadre of elite Guards defend the halls and walls of this ancient Keep.;;;;;;;;;;;;;x
upgrade_retinue_motalion;Motalion Guard;;;;;;;;;;;;;x
upgrade_retinue_motalion_desc;At times, even the restful dead need protection.;;;;;;;;;;;;;x
upgrade_motalion_overseer;Funerary Overseer;;;;;;;;;;;;;x
upgrade_motalion_overseer_desc;A position of great honour and respect, the Overseer ensures the dead remain restful and all proper rituals and rites are undertaken.;;;;;;;;;;;;;x
title_motalion_overseer;Funerary Overseer;;;;;;;;;;;;;x
title_motalion_overseer_desc;A position of great honour and respect, the Overseer of Motalion ensures that all rituals are observed and all rites given to the dead, and that their rest remains one of peace.;;;;;;;;;;;;;x
motalion_overseer_custom_modifier_tt;Unlocks the §YFunerary Overseer§! minor title.;;;;;;;;;;;;;x
master_shipwright_custom_modifier_tt;Unlocks the §YMaster Shipwright§! minor title.;;;;;;;;;;;;;x
wonder_motalion;Motalion Necropolis;;;;;;;;;;;;;x
wonder_motalion_desc;A vast City of the Dead, home to hundreds of ancestral tombs, crypts and places of pilgrimage for many Ra Gada.;;;;;;;;;;;;;x
wonder_understone;Understone Keep;;;;;;;;;;;;;x
wonder_understone_desc;Merely the gateway to vast Caverns that once served as a major Fortress for the Reach's Dwemer population, Understone is a large, heavily fortified bastion dominating the city of Markarth.;;;;;;;;;;;;;x
upgrade_rice_field;Rice Fields;;;;;;;;;;;;;x
upgrade_rice_field_desc;A place to grow select, cultured strains of rice for fermentation.;;;;;;;;;;;;;x
upgrade_coconut_orchard;Coconut Orchard;;;;;;;;;;;;;x
upgrade_coconut_orchard_desc;A place to grow tall coconut palms and to brew the nectar of their flowers into alcoholic beverages.;;;;;;;;;;;;;x
upgrade_dairy_brewer;Dairy Brewer;;;;;;;;;;;;;x
upgrade_dairy_brewer_desc;A place to keep a dairy herd and to brew the milk therefrom into potent alcoholic beverages.;;;;;;;;;;;;;x
no_other_alcohol_tt;Has no other alcohol producing feature.;;;;;;;;;;;;;x
