title_chief_astronomer_desc;The Chief Astronomer is responsible for studying the stars, constellations and the moons, recording everything they see in astronomical charts and almanacs that are used exclusively by the court.;;;;;;;;;;;;;x
title_master_do;Master Do;;;;;;;;;;;;;x
title_master_do_desc;Originally reserved for master martial artists and other elite fighters, the title of Master Do refers to those who are a ruler's specially-recognized household guardians.;;;;;;;;;;;;;x
title_master_of_the_serpents;Master of the Serpents;;;;;;;;;;;;;x
title_master_of_the_serpents_desc;The Master of the Serpents oversees the fearsome sea serpents tamed by the Maormer as beasts of burden and warfare. Duties include providing proper housing, acquiring food and overseeing the serpents' taming and training.;;;;;;;;;;;;;x
title_chief_navigator;Chief Navigator;;;;;;;;;;;;;x
title_chief_navigator_desc;The Chief Navigator is the supreme admiral, whose duties are focused less on direct command of combat ships and instead upon directing manoeuvres and charting expeditions for the entire fleet.;;;;;;;;;;;;;x
title_housecarl;Housecarl;;;;;;;;;;;;;x
title_housecarl_desc;Housecarls are personal bodyguards appointed by Jarls and Thanes. The title is also commonly used to honour close friends and loyal vassals.;;;;;;;;;;;;;x
title_master_of_the_meadery;Master of the Meadery;;;;;;;;;;;;;x
title_master_of_the_meadery_desc;The Master of the Meadery maintains the palace storerooms and controls the day-to-day operations of the palace's own meadery. This also means managing activities such as beekeeping, yeast culturing and bottling.;;;;;;;;;;;;;x
title_wise_woman_orsimer;Wise Woman;;;;;;;;;;;;;x
title_wise_woman_orsimer_desc;The Wise Woman is the mother of a chieftain, and is generally an individual who has studied alchemy, herbalism and the various arcane arts for decades. They often craft potions and poisons and are religious leaders at court.;;;;;;;;;;;;;x
title_hearth_wife;Hearth-Wife;;;;;;;;;;;;;x
title_hearth_wife_desc;The Hearth-Wife is the first wife of an Orc ruler, with their title so named for running the day-to-day affairs of the chieftain's longhouse or palace, has authority over who dwell within - excluding the chief, of course.;;;;;;;;;;;;;x
title_forge_wife;Forge-Wife;;;;;;;;;;;;;x
title_forge_wife_desc;Responsible for running the stronghold's forge and training other Orcs within the stronghold in the ways of smithing, the Forge-Wife produces - or manages the production of - most of the weapons and armor used by Orc warriors on the battlefield.;;;;;;;;;;;;;x
title_hunt_wife;Hunt-Wife;;;;;;;;;;;;;x
title_hunt_wife_desc;Usually minor wives of the chief, Hunt-Wives nonetheless fulfill the important task of overseeing hunting expeditions, bringing back fresh food as well as hides and pelts back to the stronghold. Many also fight alongside their chief.;;;;;;;;;;;;;x
title_keeper_of_the_cisterns;Keeper of the Cisterns;;;;;;;;;;;;;x
title_keeper_of_the_cisterns_desc;The Keeper of the Cisterns is charged with protecting the central cistern below the palace. As this structure provides the palace with a emergency supply of potable water, guarding it against theft or sabotage is of the utmost importance.;;;;;;;;;;;;;x
title_great_war_mage;Great War-Mage;;;;;;;;;;;;;x
title_great_war_mage_desc;The Great War-Mage is a spellcaster honored for their martial abilities, providing the court with arcane insights and serving as a personal bodyguard to their liege.;;;;;;;;;;;;;x
title_master_of_expeditions;Master of Expeditions;;;;;;;;;;;;;x
title_master_of_expeditions_desc;The Master of Expeditions plans major raids and military campaigns, determining travel distance and the supplies needed to make every significant voyage - a vital task for any Quey realm.;;;;;;;;;;;;;x
title_master_shipwright;Master Shipwright;;;;;;;;;;;;;x
title_master_shipwright_desc;The Master Shipwright is charge of construction and repairs of all manner of watercraft, from deep-hulled trading ships to the shallow-drafted vessels that Quey armies depend on for rapid transportation.;;;;;;;;;;;;;x
title_clanslayer;Clanslayer;;;;;;;;;;;;;x
title_clanslayer_desc;Clanslayers are warriors who lead raids on hostile armies and settlements, fight in duels of honor and maintain the defensive encampments that protect Reachman settlements.;;;;;;;;;;;;;x
title_clan_matron;Clan Matron;;;;;;;;;;;;;x
title_clan_matron_desc;The Clan Matron is a woman who embodies the best values and traditions of her people. Being recognized as such is a substantial honor indeed.;;;;;;;;;;;;;x
title_ansei;Ansei;;;;;;;;;;;;;x
title_ansei_desc;Named after the ancient Sword-Singers whose feats are the stuff of legends, modern-day Ansei are those formally recognized by the court for their excellence as warriors and leaders.;;;;;;;;;;;;;x
title_master_stonemason;Master Stonemason;;;;;;;;;;;;;x
title_master_stonemason_desc;The Master Stonemason is responsible for overseeing the quarries, cutting the stone blocks used in Yokudan-style architecture and checking individual stone blocks to guarantee that they are free of faults and therefore acceptable for use in construction.;;;;;;;;;;;;;x
title_militia_officer;Militia Officer;;;;;;;;;;;;;x
title_militia_officer_desc;Tang Mo fighting forces rely heavily on citizen militias, and these militias in turn rely on the realm's Militia Officers to make sure they receive good training and thorough inspections of weapons and armor. These actions ensure that they are properly prepared for battle.;;;;;;;;;;;;;x
title_master_of_the_gardens;Master of the Gardens;;;;;;;;;;;;;x
title_master_of_the_gardens_desc;The Master of the Gardens tends to the planters, orchards, gardens and greenhouses common to every Tang Mo palace. This means keeping the ornamental arrangements beautiful, as well as growing luxury and staple crops that feed the court when outside food sources are unavailable.;;;;;;;;;;;;;x
title_blood_keeper;Blood-Keeper;;;;;;;;;;;;;x
title_blood_keeper_desc;The Blood-Keeper is an individual tasked with managing and distributing their liege's personal supply of blood for religious rituals and secular activities.;;;;;;;;;;;;;x
title_dragonslayer;Dragonslayer;;;;;;;;;;;;;x
title_dragonslayer_desc;While many Tsaesci have slain dragons over the ages, a Dragonslayer is an elite champion chosen by a ruler as their personal representative in dragon hunts.;;;;;;;;;;;;;x
title_blood_sibling;Blood-Sibling;;;;;;;;;;;;;x
title_blood_sibling_desc;A Blood-Sibling is recognized by their liege as an equal with a rare ritual of mutual blood-mixing. This is a highly prestigious honor.;;;;;;;;;;;;;x
title_clan_mother;Clan Mother;;;;;;;;;;;;;x
title_clan_mother_desc;The Clan Mother is the beloved matriarch. Well versed in khajiit history and culture, she is looked upon by khajiit society as the face of your clan. Only the most revered clan mothers get invited into the clan mother society where they often wield much power with the priests and barons; even the Mane thinks twice before offending the clan mothers.;;;;;;;;;;;;;x
