court_teacher;Court Teacher;;;;;;;;;;;;;x
idun_guardian_100d;The teacher just told me my ward and [From.GetHerHis] best friend are skipping school... they've climbed a tree just outside the school room window and are trying to 'hide' up there.;;;;;;;;;;;;x
idun_guardian_100o1;I really don't care what [From.GetSheHe] does.;;;;;;;;;;;;x
idun_guardian_100o2;I'll have to talk [From.GetFirstName] out of the tree somehow.;;;;;;;;;;;;x
idun_guardian_100o3;If I have to climb after them...;;;;;;;;;;;;x
idun_guardian_10d;j;;;;;;;;;;;;x
idun_guardian_10o;v;;;;;;;;;;;;x
idun_guardian_11d;k;;;;;;;;;;;;x
idun_guardian_11o;w;;;;;;;;;;;;x
idun_guardian_12d;l;;;;;;;;;;;;x
idun_guardian_12o;x;;;;;;;;;;;;x
idun_guardian_13d;m;;;;;;;;;;;;x
idun_guardian_13o;y;;;;;;;;;;;;x
idun_guardian_14d;n;;;;;;;;;;;;x
idun_guardian_14o;z;;;;;;;;;;;;x
idun_guardian_15d;o;;;;;;;;;;;;x
idun_guardian_15o;1;;;;;;;;;;;;x
idun_guardian_16d;p;;;;;;;;;;;;x
idun_guardian_16o;2;;;;;;;;;;;;x
idun_guardian_17d;q;;;;;;;;;;;;x
idun_guardian_17o;3;;;;;;;;;;;;x
idun_guardian_18d;r;;;;;;;;;;;;x
idun_guardian_18o;4;;;;;;;;;;;;x
idun_guardian_19d;s;;;;;;;;;;;;x
idun_guardian_19o;5;;;;;;;;;;;;x
idun_guardian_1d;a;;;;;;;;;;;;x
idun_guardian_1o;m;;;;;;;;;;;;x
idun_guardian_20d;t;;;;;;;;;;;;x
idun_guardian_20o;6;;;;;;;;;;;;x
idun_guardian_21d;u;;;;;;;;;;;;x
idun_guardian_21o;7;;;;;;;;;;;;x
idun_guardian_22d;v;;;;;;;;;;;;x
idun_guardian_22o;8;;;;;;;;;;;;x
idun_guardian_23d;w;;;;;;;;;;;;x
idun_guardian_23o;9;;;;;;;;;;;;x
idun_guardian_24d;x;;;;;;;;;;;;x
idun_guardian_24o;10;;;;;;;;;;;;x
idun_guardian_25d;y;;;;;;;;;;;;x
idun_guardian_25o;11;;;;;;;;;;;;x
idun_guardian_26d;z;;;;;;;;;;;;x
idun_guardian_26o;12;;;;;;;;;;;;x
idun_guardian_27d;a;;;;;;;;;;;;x
idun_guardian_27o;13;;;;;;;;;;;;x
idun_guardian_28d;b;;;;;;;;;;;;x
idun_guardian_28o;14;;;;;;;;;;;;x
idun_guardian_29d;c;;;;;;;;;;;;x
idun_guardian_29o;15;;;;;;;;;;;;x
idun_guardian_2d;b;;;;;;;;;;;;x
idun_guardian_2o;n;;;;;;;;;;;;x
idun_guardian_30d;d;;;;;;;;;;;;x
idun_guardian_30o;16;;;;;;;;;;;;x
idun_guardian_31d;e;;;;;;;;;;;;x
idun_guardian_31o;17;;;;;;;;;;;;x
idun_guardian_32d;f;;;;;;;;;;;;x
idun_guardian_32o;18;;;;;;;;;;;;x
idun_guardian_33d;g;;;;;;;;;;;;x
idun_guardian_33o;19;;;;;;;;;;;;x
idun_guardian_34d;h;;;;;;;;;;;;x
idun_guardian_34o;20;;;;;;;;;;;;x
idun_guardian_35d;j;;;;;;;;;;;;x
idun_guardian_35o;21;;;;;;;;;;;;x
idun_guardian_36d;i;;;;;;;;;;;;x
idun_guardian_36o;22;;;;;;;;;;;;x
idun_guardian_37d;k;;;;;;;;;;;;x
idun_guardian_37o;23;;;;;;;;;;;;x
idun_guardian_3d;c;;;;;;;;;;;;x
idun_guardian_3o;o;;;;;;;;;;;;x
idun_guardian_4d;d;;;;;;;;;;;;x
idun_guardian_4o;p;;;;;;;;;;;;x
idun_guardian_5d;e;;;;;;;;;;;;x
idun_guardian_5o;q;;;;;;;;;;;;x
idun_guardian_6d;f;;;;;;;;;;;;x
idun_guardian_6o;r;;;;;;;;;;;;x
idun_guardian_7d;g;;;;;;;;;;;;x
idun_guardian_7o;t;;;;;;;;;;;;x
idun_guardian_8d;h;;;;;;;;;;;;x
idun_guardian_8o;s;;;;;;;;;;;;x
idun_guardian_9d;i;;;;;;;;;;;;x
idun_guardian_9o;u;;;;;;;;;;;;x
idun_jaded_1d;I'm so tired of my father's ways, of his habits, his opinions, his pastimes! I don't want to be like him, it's so old and boring.;;;;;;;;;;;;x
idun_jaded_1o1;He doesn't care about anything!;;;;;;;;;;;;x
idun_jaded_1o2;He thinks he owns the world!;;;;;;;;;;;;x
idun_jaded_1o3;He's a nasty coward!;;;;;;;;;;;;x
idun_jaded_1o4;He's simply a horrible person!;;;;;;;;;;;;x
idun_jaded_2d;I'm so tired of my guardian [Root.Guardian.GetFirstName] and [Root.Guardian.GetHerHis] ways, of [Root.Guardian.GetHerHis] habits, [Root.Guardian.GetHerHis] opinions, [Root.Guardian.GetHerHis] pastimes! I don't want to be like [Root.Guardian.GetHerHim], it's so old and boring.;;;;;;;;;;;;x
idun_jaded_2o1;[Root.Guardian.GetSheHeCap] doesn't care about anything!;;;;;;;;;;;;x
idun_jaded_2o2;[Root.Guardian.GetSheHeCap] thinks he owns the world!;;;;;;;;;;;;x
idun_jaded_2o3;[Root.Guardian.GetSheHeCap] is a nasty coward!;;;;;;;;;;;;x
idun_jaded_2o4;[Root.Guardian.GetSheHeCap] is simply a horrible person!;;;;;;;;;;;;x
idun_jaded_3d;I'm so tired of my mother's ways, of her habits, her opinions, her pastimes! I don't want to be like her, it's so old and boring.;;;;;;;;;;;;x
idun_jaded_3o1;She doesn't care about anything!;;;;;;;;;;;;x
idun_jaded_3o2;She thinks he owns the world!;;;;;;;;;;;;x
idun_jaded_3o3;She's a nasty coward!;;;;;;;;;;;;x
idun_jaded_3o4;She's simply a horrible person!;;;;;;;;;;;;x
idun_pastimes_0d;What shall I do today in my free time? I'll have to decide quickly before someone sees I'm not occupied, and heaps more chores on me!;;;;;;;;;;;;x
idun_pastimes_0o1;Explore the castle.;;;;;;;;;;;;x
idun_pastimes_0o2;Visit the kitchens.;;;;;;;;;;;;x
idun_pastimes_0o3;Improve my embroidery.;;;;;;;;;;;;x
idun_pastimes_0o4;None of the above.;;;;;;;;;;;;x
idun_pastimes_1d;I sneak off to explore the castle some more. There are always more hidden passages and strange rooms to see. Who knows, maybe I'll find a forgotten treasures somewhere?;;;;;;;;;;;;x
idun_pastimes_1o;I'm not scared by spiders!;;;;;;;;;;;;x
idun_pastimes_2d;I visit the kitchen to watch the cooks prepare a meal. The head cook shows me her stores and the accounting, and lets me calculate how much tonight's meal costs.;;;;;;;;;;;;x
idun_pastimes_2o;I like numbers!;;;;;;;;;;;;x
idun_pastimes_3d1;I spend the afternoon embroidering a new bodice. I listened to the ladies-in-waiting talk about sundry things. It was very interesting to speak with them about things going on at court.;;;;;;;;;;;;x
idun_pastimes_3d2;I spend the afternoon embroidering a new shirt. I listened to the ladies-in-waiting talk about sundry things, but somehow I got the feeling that they were not quite comfortable with me being there.;;;;;;;;;;;;x
idun_pastimes_3o1;I've learnt a lot.;;;;;;;;;;;;x
idun_pastimes_3o2;They don't like me.;;;;;;;;;;;;x
idun_pastimes_4d;I'm going camping! Perhaps I can even sleep outside in that little tent I have. It's warm and sunny outside!;;;;;;;;;;;;x
idun_pastimes_4o1;[From.GetFirstName] thinks I'm brave!;;;;;;;;;;;;x
idun_pastimes_4o2;[From.GetFirstName] thinks I'm crazy!;;;;;;;;;;;;x
idun_pastimes_4o3;Let's find a good place!;;;;;;;;;;;;x
idun_pastimes_5d;I set up my tent next to a stream in the woods. It was quiet and serene, I even set up a trap to catch something to eat!;;;;;;;;;;;;x
idun_pastimes_5o;So much to do!;;;;;;;;;;;;x
idun_pastimes_6d;[From.GetFirstName] still has not come home! I have not seen [From.GetHerHim] all afternoon. I'm starting to get worried...;;;;;;;;;;;;x
idun_pastimes_6o1;Ah, [From.GetFirstName] will be fine.;;;;;;;;;;;;x
idun_pastimes_6o2;Guards, find [From.GetFirstName]!;;;;;;;;;;;;x
idun_pastimes_7d;I spend the night outside in my little camp. There were eery sounds, strange lights and even smells that I had never heard before!;;;;;;;;;;;;x
idun_pastimes_7o1;It was just owls and water dripping.;;;;;;;;;;;;x
idun_pastimes_7o2;I don't know what it was!;;;;;;;;;;;;x
idun_pastimes_8d1;My father had me collected by his guards, claiming I'm too young to spend a night outside.;;;;;;;;;;;;x
idun_pastimes_8d2;My mother had me collected by his guards, claiming I'm too young to spend a night outside.;;;;;;;;;;;;x
idun_pastimes_8d3;My guardian [FROM.GetBestName] had me collected by his guards, claiming I'm too young to spend a night outside.;;;;;;;;;;;;x
idun_pastimes_8o1;That was nice of [From.GetHerHim].;;;;;;;;;;;;x
idun_pastimes_8o2;I'm old enough to decide!;;;;;;;;;;;;x
idun_ride_1d;It's nice weather outside, just right for the season. I could take my horse for a ride around the demesne.;;;;;;;;;;;;x
idun_ride_1o1;Let's get going!;;;;;;;;;;;;x
idun_ride_1o2;I've got work to do!;;;;;;;;;;;;x
idun_ride_2d;I ride my horse through the fields in a slow canter for a warm-up, then do an hour training at ring jousting and the quintain. Later we race through the woods, down the narrow path the adults use when hunting. It goes all the way up to the top of the next hill, and from there the view is magnificent!;;;;;;;;;;;;x
idun_ride_2o;I love my homeland!;;;;;;;;;;;;x
idun_ride_3d;I ride down a narrow forest path. Suddenly a flock of birds flies up before me, spooking my horse! It rears, then charges down the path... without me, for I am thrown.;;;;;;;;;;;;x
idun_ride_3o;Damn beast!;;;;;;;;;;;;x
idun_ride_4d;A band of people suddenly surrounds me! One of them grabs the reins of my horse, another one tries to pull me off its back. I'm being attacked!;;;;;;;;;;;;x
idun_ride_4o1;Fight back.;;;;;;;;;;;;x
idun_ride_4o2;Yield.;;;;;;;;;;;;x
idun_ride_4t1;Abducted!;;;;;;;;;;;;x
idun_ride_4t2;Escaped!;;;;;;;;;;;;x
idun_ride_4t3;Unhorsed!;;;;;;;;;;;;x
idun_ride_4t4;Ransomed!;;;;;;;;;;;;x
idun_ride_5d;I've been abducted!;;;;;;;;;;;;x
idun_ride_5o;Damn!;;;;;;;;;;;;x
idun_ride_6d;I kick my horse into a gallop, kick one of the men in the throat, hit another across the face with my riding crop even while they are attacking me with their daggers, and make a run for it. My horse is fast, and I leave them behind, bolts whizzing past me.;;;;;;;;;;;;x
idun_ride_6o;Escaped!;;;;;;;;;;;;x
idun_ride_7d;I make my horse rear and kick it into motion to ride over the bandits while they are stabbing at me with their daggers. I then race in a full gallop straight home. Once back, the horse is lathered with spittle and I notice a long gash along its flank. It is winded to boot.;;;;;;;;;;;;x
idun_ride_7o;I need a new horse!;;;;;;;;;;;;x
idun_ride_8d;I could offer the band of rogues some gold to buy my freedom before they get the idea of dragging me off to sell me.;;;;;;;;;;;;x
idun_ride_8o1;Is this enough?;;;;;;;;;;;;x
idun_ride_8o2;I'll not bow to kidnappers!;;;;;;;;;;;;x
idun_school_1d;My friend asked me if we should skip learning today and evade our teacher together. We could climb into the tree outside the teacher's window and watch what's happening inside.;;;;;;;;;;;;x
idun_school_1o1;Let's go!;;;;;;;;;;;;x
idun_school_1o2;Let's be good.;;;;;;;;;;;;x
idun_school_2d;My guardian didn't care that we skipped our lessons, and the teacher was too craven to climb after us into the tree.;;;;;;;;;;;;x
idun_school_2o;Let's do that again tomorrow!;;;;;;;;;;;;x
idun_school_3d;My guardian [From.GetFirstName] gave me a stern lecture why it is important for me to learn as much as possible. I understand I don't know enough to rule well, yet.;;;;;;;;;;;;x
idun_school_3o1;I'll be good from now on.;;;;;;;;;;;;x
idun_school_3o2;I don't need to be educated - I'm a noble!;;;;;;;;;;;;x
idun_school_4d;Not only did my guardian [From.GetFirstName] not approve, [From.GetSheHe] also pulled us out of that tree and birched me and my friend for skipping lessons. I don't think we'll do that again any time soon...;;;;;;;;;;;;x
idun_school_4o;My guardian hates me!;;;;;;;;;;;;x
idun_swim_1d;A friend tells me he knows where to watch girls bathing naked. He wants me to come along instead of doing my homework!;;;;;;;;;;;;x
idun_swim_1o1;I have more important things to do.;;;;;;;;;;;;x
idun_swim_1o2;Let's go!;;;;;;;;;;;;x
idun_swim_1t;I'll think about it though.;;;;;;;;;;;;x
idun_swim_2d;My friend and I watch the girls from a hidden vantage point for a while, then decide to join in. We swim over to them and they shriek and splash us with water. We start splashing back, and everyone has a lot of fun.;;;;;;;;;;;;x
idun_swim_2o2;Swimming is fun!;;;;;;;;;;;;x
idun_swim_3d;It's such a beautiful day today! I should go bathe in the river with my friends.;;;;;;;;;;;;x
idun_swim_3o1;Come, girls!;;;;;;;;;;;;x
idun_swim_3o2;I'm fine where I am.;;;;;;;;;;;;x
idun_swim_4o1;One of them seems to fancy me.;;;;;;;;;;;;x
idun_swim_6d;[From.GetBestName] has come to the river as well. He keeps glancing at me. My friends and I are splashing him with water!;;;;;;;;;;;;x
idun_swim_6o1;He's so sweet!;;;;;;;;;;;;x
