prisoner_torture_desc;As §Y[Root.GetTitledName]§! is your prisoner, you may give the order to torture [Root.GetHerHim] as punishment and coerce [Root.GetHerHim] into relinquishing any and all claims to your titles, if applicable. However, there is a chance that [Root.GetFirstName] will shrug off the torture efforts and refuse to relinquish [Root.GetHerHis] claims.;;;;;;;;;x
EVTDESC6010;Every night, I try to fall asleep, but I remain awake for hours on end. My body feels numb all over, but I can sense that something is eating away at me.;;;;;;;;;x
EVTOPTA6010;I think I've contracted brown rot...;;;;;;;;;x
EVTNAME_RIP_10002;Word of an Epidemic;;;;;;;;;x
EVTDESC_RIP_10002;We have received news of an epidemic in [plague_outbreak_location.Realm.GetName]. The information is vague, but word is people are dying like flies and the fear of the disease is spreading as fast as the affliction itself. Furthermore, the condition is reported irreversible as well as incurable, and the scattered records of the events are worrisome. With no source of evil revealed people are turning to their gods and on each other, to protect themselves from contagion. Many call it similar to the Flu, but far worse...;;;;;;;;;x
EVTDESC_RIP_10003;We have received news of a horrible epidemic in [plague_outbreak_location.GetName], part of [plague_outbreak_location.Realm.GetName]. At first the rumors were thought to be exaggerated, but ever since the disorderly arrival of inconsolable refugees at our gates, it has been difficult to ignore what is happening. They tell of various symptoms, and our couriers from the area report seeing people covered head to toe in a single red rash, coughing endlessly, while others have blood ooze from the eyes, nose and mouth. Terror is spreading as rapidly as the disease and so far there has been no mention of a cure... Only mass graves. Is this the will of [Root.Religion.GetHighGodName]?;;;;;;;;;x
EVTDESC_RIP_10001;Our people in [plague_outbreak_location.GetName] are suffering from a frightening epidemic. Those afflicted by the disease display bright red rashes all over their bodies and high fever before losing blood from their eyes, noses and mouths and dying, some in the middle of the streets, healthy only a few days earlier. Dread is spreading, seeping into the heart of the realm while our healers are at a loss - there is no cure to the horror wreaking havoc among the populace. The cause of the disease is unknown and those trying to protect themselves are left to their own devices. Bodies are piling up, a mix bright red from the rashes and dark red from dried blood... Knahaten Flu is at our doorstep.;;;;;;;;;x
EVTOPTA_RIP_10002;All those poor people.;;;;;;;;;x
EVTOPTB_RIP_10002;We must prepare.;;;;;;;;;x
EVTOPTC_RIP_10002;May [Root.Religion.GetRandomGodName] make all heathens suffer.;;;;;;;;;x
EVTOPTD_RIP_10002;If I get a chance to help, I will.;;;;;;;;;x
EVTOPTE_RIP_10002;Knahaten Flu only gets the weak.;;;;;;;;;x
EVTOPTF_RIP_10002;I knew this would happen!;;;;;;;;;x
EVTOPTA_RIP_10003;[plague_outbreak_location.GetName] is not that far away.;;;;;;;;;x
EVTNAME_RIP_10001;A Horrible Affliction;;;;;;;;;x
EVTOPTA_RIP_10001;May [Root.Religion.GetRandomGodName] help us.;;;;;;;;;x
EVTNAME_RIP_10006;The Knahaten Flu Approaches;;;;;;;;;x
EVTDESC_RIP_10006;Mobs of new people are arriving in [bordering_province.GetName]. Most of the newly arrived are commoners fleeing the Knahaten Flu that has reached [infected_province.GetName] just beyond the borders of our realm. Some have lost their whole families, some are trying to protect theirs and a few are travelers or merchants that had an easier time moving. All of them seem to have witnessed indescribable horrors, hardly any will talk about it at all. The ones that do talk, warn others of the coming epidemic and urge them stay inside or pack their things and flee.;;;;;;;;;x
EVTOPTA_RIP_10006;We must survive this.;;;;;;;;;x
EVTOPTB_RIP_10006;All our healers must work tirelessly to protect the realm.;;;;;;;;;x
EVTOPTC_RIP_10006;Heathen filth are bringing the Knahaten Flu here!;;;;;;;;;x
EVTOPTD_RIP_10006;I hope we can treat these people.;;;;;;;;;x
EVTOPTE_RIP_10006;Let the Knahaten Flu come.;;;;;;;;;x
EVTOPTF_RIP_10006;The Knahaten Flu is here to take me!;;;;;;;;;x
EVTNAME_RIP_10015;Argonia by Knahaten Flu;;;;;;;;;x
EVTOPTA_RIP_10015;When will it end?;;;;;;;;;x
EVTNAME_RIP_10016;Elsweyr Ravaged by Knahaten Flu;;;;;;;;;x
EVTNAME_RIP_10017;Morrowind Ravaged by Knahaten Flu;;;;;;;;;x
EVTNAME_RIP_10018;Cyrodiil Ravaged by Knahaten Flu;;;;;;;;;x
EVTNAME_RIP_10019;Skyrim Ravaged by Knahaten Flu;;;;;;;;;x
EVTNAME_RIP_10020;High Rock Ravaged by Knahaten Flu;;;;;;;;;x
EVTNAME_RIP_10021;Hammerfell Ravaged by Knahaten Flu;;;;;;;;;x
EVTNAME_RIP_10022;Valenwood Ravaged by Knahaten Flu;;;;;;;;;x
EVTNAME_RIP_10023;Alinor Ravaged by Knahaten Flu;;;;;;;;;x
EVTNAME_RIP_10024;Pyandonea Ravaged by Knahaten Flu;;;;;;;;;x
EKRip75Title;Tsaesci Ravaged by Knahaten Flu;;;;;;;;;x
EKRip76Title;Kamal Ravaged by Knahaten Flu;;;;;;;;;x
EKRip77Title;Tang Mo Ravaged by Knahaten Flu;;;;;;;;;x
EKRip78Title;Ka Po Tun Ravaged by Knahaten Flu;;;;;;;;;x
EKRip79Title;The Islands Ravaged by Knahaten Flu;;;;;;;;;x
EKRip80Title;Atmora Ravaged by Knahaten Flu;;;;;;;;;x
EKRip81Title;Roscrea Ravaged by Knahaten Flu;;;;;;;;;x
EKRip82Title;Yokuda Ravaged by Knahaten Flu;;;;;;;;;x
EVTDESC_RIP_4032_GREAT_1;[physician.GetTitledFirstName] has published [physician.GetHerHis] work on Restoration magic. [physician.GetHerHisCap] ideas about casting forms and the resulting effectiveness of the spells has been well-received by even the most distinguished healing mages!;;;;;;;;;x
EVTDESC_RIP_4032_GREAT_2;[physician.GetTitledFirstName] has published [physician.GetHerHis] work on alchemy. The treatise catalogues many alchemical reagents along with their effects, where they are found, and how to harvest them. Novice and veteran alchemists alike consider the text an invaluable resource!;;;;;;;;;x
EVTDESC_RIP_4032_GREAT_3;[physician.GetTitledFirstName] has published [physician.GetHerHis] work on surgery. [physician.GetHerHisCap] notes on how to treat physical injuries without spells or potions has been welcomed by soldiers, military physicians and adventurers as a vital source of information!;;;;;;;;;x
EVTDESC_RIP_4032_GOOD;[physician.GetTitledFirstName] has published the results from [physician.GetHerHis] medical investigations. The book has not received any notable attention but at least [physician.GetFirstName] has developed [physician.GetHerHis] skills as a physician.;;;;;;;;;x
EVTDESC_RIP_4032_MEH;[physician.GetTitledFirstName] has published the results from [physician.GetHerHis] medical investigations. The book has not received any notable attention. It is just gathering dust in my library...;;;;;;;;;x
EVTDESC_RIP_4032_BAD;[physician.GetTitledFirstName] has published [physician.GetHerHis] new theory and apparently it has become the laughing stock of the entire medical community! It is being read as entertainment by scholars throughout the realm...;;;;;;;;;x
EVTDESC_RIP_4033_GREAT_1;I have published my work on Restoration magic. My ideas about casting forms and the resulting effectiveness of the spells has been well-received by even the most distinguished healing mages!;;;;;;;;;x
EVTDESC_RIP_4033_GREAT_2;I have published my work on alchemy. My guidebook catalogues alchemical reagents along with their effects, where they are found, and how to harvest them. Novice and veteran alchemists alike considering the text an invaluable resource!;;;;;;;;;x
EVTDESC_RIP_4033_GREAT_3;I have published my work on surgery. My notes on how to treat physical injuries without spells or potions has been received by soldiers, military physicians and adventurers as a vital source of information.;;;;;;;;;x
EVTDESC_RIP_4033_GOOD;I have published the results from my medical investigations. Unfortunately the book has not received any notable attention, but I know I am onto something. In any case this work has taught me some valuable new skills.;;;;;;;;;x
EVTDESC_RIP_4033_MEH;After months of frustration the funds supplied by my patron [FromFrom.GetTitledFirstName] ran out and I was left with nothing of note. Yet I had promised to make a publication, so I did. The book has received close to no attention and is simply gathering dust in [FromFrom.GetFirstName]'s library...;;;;;;;;;x
EVTDESC_RIP_4033_BAD;Finally I had published the book on my new theories, my gift to the world of medicine, but the other scholars simply laughed in my face! They say people across the realm read my book as entertainment...;;;;;;;;;x
EVTDESC_RIP_4041_BOOKS;My court physician [physician.GetTitledFirstName] has suggested that I buy [physician.GetHerHim] some books on Restoration and Alchemy so that [physician.GetSheHe] can improve [physician.GetHerHis] skills.;;;;;;;;;x
EVTDESC_RIP_4042_BOOKS;My liege [From.GetTitledFirstName] has bought me some books on Restoration and Alchemy. While reading them I have gained several new insights and my mind is full of ideas I cannot wait to put into practice!;;;;;;;;;x
EVTDESC_RIP_4043_BOOKS;My court physician [From.GetTitledFirstName] has let me know that the new books I bought [From.GetHerHim] were extremely helpful and that [From.GetSheHe] already has a plethora of new ideas [From.GetSheHe] wants to implement.;;;;;;;;;x
EVTDESC_RIP_4044_BOOKS;My liege [From.GetTitledFirstName] has bought me some books on Restoration and Alchemy. While reading them I have gained some new ideas that I think might be helpful.;;;;;;;;;x
EVTDESC_RIP_4045_BOOKS;My court physician [From.GetTitledFirstName] has let me know that the new books I bought [From.GetHerHim] were quite helpful and that [From.GetSheHe] already has a few new ideas [From.GetSheHe] wants to implement.;;;;;;;;;x
EVTDESC_RIP_4046_BOOKS;My liege [From.GetTitledFirstName] thought it would be a nice idea to buy me some books on Restoration and Alchemy, however the ones I received seem ancient! I am already familiar with the greater part of the material and the rest seems absurd...;;;;;;;;;x
EVTDESC_RIP_4047_BOOKS;My court physician [From.GetTitledFirstName] has reluctantly let me know that the new books I bought [From.GetHerHim] were ancient and contained nothing of value. Apparently some of the methods they describe are outright deadly!;;;;;;;;;x
EVTDESC_RIP_4100;A mage is brought in shackles before you, allegedly a priest from [origin_realm_of_missionary_physician_target.Realm.GetName] who has been preaching his heretical faith among your people! The priest claims to be on a mission from [missionary_physician_target.Religion.GetHighGodName], and has been caring for the sick in nearby villages. What should be done about this misguided [missionary_physician_target.Religion.GetName]?;;;;;;;;;x
EVTOPTA_RIP_4100;A healer? [missionary_physician_target.GetSheHeCap] shall serve me personally.;;;;;;;;;x
EVTOPTB_RIP_4100;We can't allow [missionary_physician_target.Religion.GetName]s in our realm, burn [missionary_physician_target.GetHerHim]!;;;;;;;;;x
EVTDESC_RIP_4101;The weeks pass and your [missionary_physician_target.Religion.GetName] court physician keeps talking about faith, claiming that [missionary_physician_target.Religion.GetRandomGodName] could grant you health and a long life! It almost sounds too good to be true...;;;;;;;;;x
EVTDESCRIP.5011;A hacking cough leaves you feeling weak, and a red rash covers your body. You have contracted Knahaten Flu.;;;;;;;;;x
EVTDESC_EKRIP_520;The rash has dissipated and I'm feeling like I'm back to normal again. I have survived my battle with Knahaten Flu!;;;;;;;;;x
EVTOPTA_EKRIP_520;Wonderful!;;;;;;;;;x
EVTDESCRIP.5031;You are suffering a high fever and a red, itching rash has slowly spread across your entire body. You have contracted crimson plague.;;;;;;;;;x
EVTDESCRIP.5040;Your mind is clouded and a dull red rash is spreading across your body. You feel hot and your joints ache. You have contracted witbane.;;;;;;;;;x
EVTDESCEKRIP.511;You are exhausted. Your body aches, your eyes water, and a red, granular rash covers your body. You have contracted Knahaten Flu.;;;;;;;;;x
EVTDSC_RIP_5060_TYPHUS;These are dark days. My [GetFromRelation], [From.GetTitledFirstName], has been beset by episodes of delirium and weakened magicka over the last few weeks. I have just been informed that [From.GetHerHis] affliction is indeed witbane.;;;;;;;x
EVTDSC_RIP_5060_MEASLES;These are dark days. My [GetFromRelation], [From.GetTitledFirstName], has been beset by strange rashes and a high fever. I have just been informed that [From.GetHerHis] affliction is indeed crimson plague.;;;;;;;x
EVTDSC_RIP_5060_KNAHATEN_FLU;These are dark days. When my [GetFromRelation], [From.GetTitledFirstName], was beset by a single, enormous rash and a wracking cough, we feared the worst. The suspicions are now confirmed. [From.GetHerHisCap] affliction is indeed the dreaded Knahaten Flu.;;;;;;;x
EVTDSC_RIP_5060_SWAMP_ROT;These are dark days. My [GetFromRelation], [From.GetTitledFirstName], has felt progressively weaker and more feverish with each passing day. I have just been informed that [From.GetHerHis] affliction is indeed swamp rot.;;;;;;;x
EVTDSC_RIP_5060_CHOLERA;Over the last few days, my [GetFromRelation], [From.GetTitledFirstName], has been unable to leave the privy due to a seemingly endless cycle of diarrhea and vomiting. I have just been informed that cholera the reason for [From.GetHerHis] condition.;;;;;;;x
EVTDSC_RIP_5060_DAMPWORM;Recently, my [GetFromRelation], [From.GetTitledFirstName], has been suffering from constant muscle spasms and twitching. Apparently, [From.GetSheHe] is afflicted with dampworm.;;;;;;;x
EVTDSC_RIP_5060_WITCHES_POX;For some time now, my [GetFromRelation], [From.GetTitledFirstName], has been covered in blisters and feels quite weak. I have just learned that [From.GetSheHe] is infected with witches' pox.;;;;;;;x
EVTDSC_RIP_5060_GREENSPORE;Lately, my [GetFromRelation], [From.GetTitledFirstName], has been throwing angry fits, screaming at us whenever [From.GetSheHe] feels even slightly irritated - which is most of the time. The apparent cause for [From.GetHerHis] condition is greenspore.;;;;;;;x
EVTDSC_RIP_5060_ROCKJOINT;During the last few days, my [GetFromRelation], [From.GetTitledFirstName], has complained about swollen and stiff joints, making it painful for [From.GetHerHim] to do much of anything. Apparently, [From.GetSheHe] is suffering from rockjoint.;;;;;;;x
EVTDSC_RIP_5060_STOMACH_ROT;Recently, my [GetFromRelation], [From.GetTitledFirstName], has been suffering from severe abdominal pains that are making it difficult for [From.GetHerHim] to digest meals. The alleged cause of [From.GetHerHis] situation is stomach rot.;;;;;;;x
EVTDSC_RIP_5060_CHRONDIASIS;Over the last few days, my [GetFromRelation], [From.GetTitledFirstName], has been dealing with an almost crippling headache and severe coughing fits. Now I have found out that [From.GetSheHe] is afflicted with chrondiasis.;;;;;;;x
EVTDESC_RIP_10015;Knahaten Flu has spread throughout Argonia, annihilating the entire region's non-Argonian populace. Man, Mer and Beast alike are dying by the thousands as their corpses collapse into the fetid swamps and waterways. The Argonians are scrambling to make sense of the death that surrounds them. Non-Argonian villages in the marshlands have become ghost towns, some bereft of even a single inhabitant.;;;;;;;;;x
EVTDESC_RIP_10016;Trade routes across Tamriel are suddenly losing much of their business, and the reason is known - word is coming in that Elsweyr and its great cities have been swept by the Knahaten Flu. As bloodied corpses fill the once-busy streets of the sprawling Khajiiti cities, horrified officials have turned to razing whole neighborhoods in an effort to stop the spread of disease.;;;;;;;;;x
EVTDESC_RIP_10017;An ominous shadow looms over Morrowind as Knahaten Flu has left little but tragedy in its wake. Even the largest of Morrowind's ancient Dunmer families are barely clinging to existence as casualties pile up. Worshippers of [Root.Religion.GetHighGodName] pack the temples, seeking healing and wondering why something so terrible would ever be allowed to happen.;;;;;;;;;x
EVTDESC_RIP_10018;Death is haunting Cyrodiil, the land of the Imperials. The densely-packed cities that were once considered beacons of civilization have transformed into death traps filled with rotting, diseased corpses. Lake Rumare, the Niben River and other waterways are clogged with barges full of refugees seeking to flee from the epidemic, and the roads are strewn with the forsaken belongings of panicked travellers.;;;;;;;;;x
EVTDESC_RIP_10019;Skyrim, a land famous for being home to the proud and hardy Nords, has given in to despair as the agonizing effects of Knahaten Flu spread throughout the region. The crisp mountain air, once perfumed by the beds of wildflowers, now reeks of the decaying corpses that line the roads and both the White River and the River Karth.;;;;;;;;;x
EVTDESC_RIP_10020;Death comes to all, and in High Rock, this has become all too true as the land plays host to the dreaded Knahaten Flu. Commoners and nobles alike are perishing in record numbers and the once-lucrative Iliac Bay is now the escape route of choice for hundreds of jam-packed refugee vessels. Even the greatest of the region's questing and crusading Breton heroes are at a loss for how to alleviate their people's suffering.;;;;;;;;;x
EVTDESC_RIP_10021;Panic is rising as Knahaten Flu destroys the lives of victims across Hammerfell. As the streets of its glimmering cities run red with blood, bands of terrified Redguards and other residents are retreating into hastily-planned camps in the mountains and desert sands, hoping to wait out the epidemic by avoiding its wrath. Time will tell if such plans will work, but reports are that even many of these camps are falling victim to Knahaten Flu.;;;;;;;;;x
EVTDESC_RIP_10022;Cries ring out in the forests of Valenwood. Knahaten Flu stalks beneath the canopy and creeps in the highest tree branches, like an inescapable predator with an insatiable appetite. No matter where the Bosmer, Imga and other tree-climbers flee, the ravages of Knahaten Flu follow, and the underbrush is stained from the blood of dead bodies.;;;;;;;;;x
EVTDESC_RIP_10023;Not even the isolationist ways of the Altmer could protect their islands - Knahaten Flu has reached the shores of Alinor and decimated the populace. Mages all over the islands are attempting to mitigate the Knahaten Flu's damage and save the ailing populace, but their efforts seem to be in vain as many are falling ill, themselves.;;;;;;;;;x
EVTDESC_RIP_10024;No one is safe as the Knahaten Flu claims victims in Pyandonea. Temples to [Root.Religion.GetHighGodName] are filled with writhing worshippers, many bleeding out from the disease as they cry out to overwhelmed priests in efforts to find healing. The rapid deaths of Maormer Snake-Mages has caused the Elves to lose control of their once-loyal sea serpents, many of which now stalk the jungles and waterways and prey on unwary refugees.;;;;;;;;;x
EKRip75Desc;From the Meratsies River Valley all the way to the Topara Valley, Knahaten Flu terrorizes the people of Tsaesci. As blood flows from their eyes, noses and mouths, the blood-drinking Tsaesci believe their sources of nourishment to have been poisoned. Conspiracy theories run rampant and the butcher shops and kitchens that produce blood for public consumption have been torched, but it has been of little use in stopping the epidemic.;;;;;;;;;x
EKRip76Desc;Even the wind-swept tundras of Kamal cannot stop the merciless march of the Knahaten Flu. Pockets of smoke can be seen rising over the horizon no matter which direction one faces - the tell-tale sign of countless funeral pyres constructed to destroy the rotting bodies of unfortunate victims. What little trade took place here has completely halted, as frightened survivors hide themselves in remote lodges and ice-covered strongholds.;;;;;;;;;x
EKRip77Desc;The Thousand Monkey Islands, full of once-busy cities and formerly host to lively festivals, have fallen to panic and desperation. Seaside villages have shuttered their ports in vain hopes of slowing the spread of disease, leaving many Tang Mo city-dwellers trapped on islands where Knahaten Flu is destroying nearly everything it touches.;;;;;;;;;x
EKRip78Desc;A deathly cloud hangs over the sandy homeland of the Po Tun. In spite of the talents of their finest healers and wizards, thousands of Po Tun residents have perished from Knahaten Flu. Their corpses, rapidly piling up in the streets, bake under the scorching desert sun. The resulting stench permeates every rock-hewn city and is driving refugees into the inhospitable deserts and badlands.;;;;;;;;;x
EKRip79Desc;Knahaten Flu is mercilessly sweeping into the Quey Islands. Ships full of dead bodies idly drift into its bays and ports, greeting horrified townspeople with the promise of infection and almost certain doom. Quey Islanders can neither identify a reliable cause nor cure for the epidemic, and many have given up their seafaring lives and retreated inland to the forested hills where they believe exposure to the disease is less likely.;;;;;;;;;x
EKRip80Desc;The cold hand of death, more frigid than even the most frozen reaches of Atmora itself, grips the Northern Continent. Whole villages of Atmorans have perished to Knahaten Flu, their bloody bodies quickly buried under the endless snowstorms. The largest settlements have turned to self-quarantine, with weeping men, women and children wandering out into the wilds to die, perishing by exposure to the elements in hopes of protecting their families from infection.;;;;;;;;;x
EKRip81Desc;Roscrea's brisk air, once dominated by the smell of rendered whale carcasses, now stinks of the mounting casualties inflicted by Knahaten Flu. Whalers and fishers alike are taking to their boats, even tiny skiffs, and heading out to sea with the notion that they can wait out the epidemic. Those stuck on land are less fortunate, with the death toll rising sharply day by day.;;;;;;;;;x
EKRip82Desc;Disaster strikes Yokuda, the Sunken Continent. Knahaten Flu has reached the shores of its many islands, and the formerly busy trade ports are at a standstill as panicking Yokudan merchants, sailors and townspeople crowd the many temples in desperate hopes of finding healing. The local priests, despite their best efforts, can do little to stem the tide of the Knahaten Flu.;;;;;;;;;x
EKRip205Desc;You feel weaker with each passing day, and your muscles are frequently cramped. You  have contracted swamp rot.;;;;;;;;;x
EKRip300Desc;Your strength is finally coming back to you, and you now have the energy to get back into your daily routine. You have survived Swamp Rot.;;;;;;;;;x
EKRip215Desc;You spend so much time in the privy that you are scarcely seen by anyone. You feel tired and thirsty, and constantly pass an extremely thin, watery stool. You have contracted cholera.;;;;;;;;;x
EKRip310Desc;The seemingly unquenchable feeling of thirst has finally subsided, as have your trips to the privy. You have survived Cholera.;;;;;;;;;x
EKRip225Desc;The muscles all over your body twitch ceaselessly, and simply walking from one place to another is a difficult activity. You have contracted dampworm.;;;;;;;;;x
EKRip320Desc;Your muscle spasms are gone, and you feel much more nimble on your feet. You have survived Dampworm.;;;;;;;;;x
EKRip235Desc;You feel extraordinarily weak, and small blisters now cover your entire body. You have contracted witches' pox.;;;;;;;;;x
EKRip330Desc;The blisters have gradually dissipated, and your strength has returned to normal. You have survived Witches' Pox;;;;;;;;;x
EKRip245Desc;You feel irritable and angry, and lash out at the slightest provocation - but you cannot understand why exactly you are acting this way. You have contracted greenspore.;;;;;;;;;x
EKRip340Desc;Your frenzied outbursts are over, and you finally feel calm again. You have survived Greenspore.;;;;;;;;;x
EKRip255Desc;Almost every joint in your body is swollen and stiff, making the very act of moving about a painful and clumsy experience. You have contracted rockjoint.;;;;;;;;;x
EKRip350Desc;The stiffness and swelling are gone, and your dexterity has returned. You have survived Rockjoint.;;;;;;;;;x
EKRip265Desc;The pain in your abdomen has intensified into a stabbing sensation, and food and drink are proving very difficult to hold down. You have contracted stomach rot.;;;;;;;;;x
EKRip360Desc;The stomach pains have disappeared, and you are able to resume your normal diet as if nothing was ever wrong. You have survived Stomach Rot.;;;;;;;;;x
EKRip275Desc;The headache has worsened, and the pain has made it tough to concentrate on anything. Your coughing is so frequent that your chest is sore and your breathing has become labored. You have contracted Chrondiasis.;;;;;;;;;x
EKRip370Desc;The pounding headache is gone, and the coughing fits are over. You feel clear and focused. You have survived Chrondiasis.;;;;;;;;;x
EVTDESC_RIP_11026;A vigor has returned to you as the aches from your recent disease leaves your body. You have survived Witbane.;;;;;;;;;x
EVTDESC_RIP_11027;You're not sure how it happened, but your coughing fits have ceased and the rash is gone. It would seem you have survived Knahaten Flu.;;;;;;;;;x
EVTDESC_RIP_11028;The feverish state you've been stuck in lately is replaced by a new energy. Meanwhile the rashes are gone. Crimson Plague's not so bad after all.;;;;;;;;;x
